source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell line]	characteristics[cellosaurus]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[individual]	characteristics[biological replicate]	Material Type	assay name	comment[file uri]	comment[Fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	comment[fraction identifier]	comment[technical replicate]	factor value[cell line]
PXD001305-Sample-16	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	16	cell line	run 63	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_10ug_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_10ug_02.raw	1	1	HeLa
PXD001305-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	17	cell line	run 64	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_1ug_01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_1ug_01.raw	1	1	HeLa
PXD001305-Sample-18	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	18	cell line	run 65	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_1ug_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_1ug_02.raw	1	1	HeLa
PXD001305-Sample-19	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	19	cell line	run 66	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_1ug_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_1ug_03.raw	1	1	HeLa
PXD001305-Sample-20	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	20	cell line	run 67	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_100ng_01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_100ng_01.raw	1	1	HeLa
PXD001305-Sample-21	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	21	cell line	run 68	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_100ng_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_100ng_02.raw	1	1	HeLa
PXD001305-Sample-22	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	22	cell line	run 69	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_100ng_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_100ng_03.raw	1	1	HeLa
PXD001305-Sample-23	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	23	cell line	run 70	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_10ng_01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_10ng_01.raw	1	1	HeLa
PXD001305-Sample-24	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	24	cell line	run 71	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_10ng_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_10ng_02.raw	1	1	HeLa
PXD001305-Sample-25	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	25	cell line	run 72	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_10ng_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_10ng_03.raw	1	1	HeLa
PXD001305-Sample-26	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	26	cell line	run 73	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_10ug_01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_10ug_01.raw	1	1	HeLa
PXD001305-Sample-27	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	27	cell line	run 74	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_10ug_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_10ug_02.raw	1	1	HeLa
PXD001305-Sample-28	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	28	cell line	run 75	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_10ug_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_10ug_03.raw	1	1	HeLa
PXD001305-Sample-29	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	29	cell line	run 76	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_1ug_01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_1ug_01.raw	1	1	HeLa
PXD001305-Sample-30	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	30	cell line	run 77	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_1ug_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_1ug_02.raw	1	1	HeLa
PXD001305-Sample-31	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	31	cell line	run 78	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_1ug_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_fast_1ug_03.raw	1	1	HeLa
PXD001305-Sample-32	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	32	cell line	run 79	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_100ng_01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_100ng_01.raw	1	1	HeLa
PXD001305-Sample-33	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	33	cell line	run 80	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_100ng_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_100ng_02.raw	1	1	HeLa
PXD001305-Sample-34	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	34	cell line	run 81	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_100ng_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_100ng_03.raw	1	1	HeLa
PXD001305-Sample-35	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	35	cell line	run 82	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_10ng_01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_10ng_01.raw	1	1	HeLa
PXD001305-Sample-36	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	36	cell line	run 83	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_10ng_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_10ng_02.raw	1	1	HeLa
PXD001305-Sample-37	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	37	cell line	run 84	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_10ng_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_10ng_03.raw	1	1	HeLa
PXD001305-Sample-38	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	38	cell line	run 85	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_10ug_01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_10ug_01.raw	1	1	HeLa
PXD001305-Sample-39	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	39	cell line	run 86	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_10ug_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_10ug_02.raw	1	1	HeLa
PXD001305-Sample-40	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	40	cell line	run 87	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_10ug_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_10ug_03.raw	1	1	HeLa
PXD001305-Sample-41	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	41	cell line	run 88	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_1ug_01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_1ug_01.raw	1	1	HeLa
PXD001305-Sample-42	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	42	cell line	run 89	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_1ug_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_1ug_02.raw	1	1	HeLa
PXD001305-Sample-43	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	43	cell line	run 90	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_1ug_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_faster_1ug_03.raw	1	1	HeLa
PXD001305-Sample-44	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	44	cell line	run 91	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_sensitive_100ng_01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_sensitive_100ng_01.raw	1	1	HeLa
PXD001305-Sample-45	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	45	cell line	run 92	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_sensitive_100ng_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_sensitive_100ng_02.raw	1	1	HeLa
PXD001305-Sample-46	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	46	cell line	run 93	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140529_QE7_UPLC9_RJC_DEV_Exp3_sensitive_100ng_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140529_QE7_UPLC9_RJC_DEV_Exp3_sensitive_100ng_03.raw	1	1	HeLa
