source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[age]	characteristics[cell type]	characteristics[enrichment process]	characteristics[disease]	assay name	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[fractionation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[organism part]
PXD013868-Sample 18	Arabidopsis thaliana	flower pedicle	1	5W	plant cell	enrichment of phosphorylated Protein	normal	run 71	02133_C02_P022377_S00_I00_U03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_C02_P022377_S00_I00_U03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	flower pedicle
PXD013868-Sample 18	Arabidopsis thaliana	flower pedicle	1	5W	plant cell	enrichment of phosphorylated Protein	normal	run 72	02133_D02_P022377_S00_I00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_D02_P022377_S00_I00_U04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	flower pedicle
PXD013868-Sample 19	Arabidopsis thaliana	flower	1	5W	plant cell	enrichment of phosphorylated Protein	normal	run 73	02133_E02_P022378_S00_I00_U01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_E02_P022378_S00_I00_U01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	flower
PXD013868-Sample 19	Arabidopsis thaliana	flower	1	5W	plant cell	enrichment of phosphorylated Protein	normal	run 74	02133_F02_P022378_S00_I00_U02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_F02_P022378_S00_I00_U02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	flower
PXD013868-Sample 19	Arabidopsis thaliana	flower	1	5W	plant cell	enrichment of phosphorylated Protein	normal	run 75	02133_G02_P022378_S00_I00_U03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_G02_P022378_S00_I00_U03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	flower
PXD013868-Sample 19	Arabidopsis thaliana	flower	1	5W	plant cell	enrichment of phosphorylated Protein	normal	run 76	02133_H02_P022378_S00_I00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_H02_P022378_S00_I00_U04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	flower
PXD013868-Sample 20	Arabidopsis thaliana	silique septum	1	6W	plant cell	enrichment of phosphorylated Protein	normal	run 77	02133_A03_P023379_S00_I00_U01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_A03_P023379_S00_I00_U01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	silique septum
PXD013868-Sample 20	Arabidopsis thaliana	silique septum	1	6W	plant cell	enrichment of phosphorylated Protein	normal	run 78	02133_B03_P023379_S00_I00_U02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_B03_P023379_S00_I00_U02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	silique septum
PXD013868-Sample 20	Arabidopsis thaliana	silique septum	1	6W	plant cell	enrichment of phosphorylated Protein	normal	run 79	02133_C03_P023379_S00_I00_U03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_C03_P023379_S00_I00_U03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	silique septum
PXD013868-Sample 20	Arabidopsis thaliana	silique septum	1	6W	plant cell	enrichment of phosphorylated Protein	normal	run 80	02133_D03_P023379_S00_I00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_D03_P023379_S00_I00_U04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	silique septum
PXD013868-Sample 21	Arabidopsis thaliana	silique valves	1	6W	plant cell	enrichment of phosphorylated Protein	normal	run 81	02133_E03_P023380_S00_I00_U01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_E03_P023380_S00_I00_U01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	silique valves
PXD013868-Sample 21	Arabidopsis thaliana	silique valves	1	6W	plant cell	enrichment of phosphorylated Protein	normal	run 82	02133_F03_P023380_S00_I00_U02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_F03_P023380_S00_I00_U02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	silique valves
PXD013868-Sample 21	Arabidopsis thaliana	silique valves	1	6W	plant cell	enrichment of phosphorylated Protein	normal	run 83	02133_G03_P023380_S00_I00_U03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_G03_P023380_S00_I00_U03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	silique valves
PXD013868-Sample 21	Arabidopsis thaliana	silique valves	1	6W	plant cell	enrichment of phosphorylated Protein	normal	run 84	02133_H03_P023380_S00_I00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_H03_P023380_S00_I00_U04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	silique valves
PXD013868-Sample 22	Arabidopsis thaliana	egg-cell like callus	1	2W	plant cell	enrichment of phosphorylated Protein	normal	run 85	02133_A04_P023381_S00_I00_U01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_A04_P023381_S00_I00_U01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	egg-cell like callus
PXD013868-Sample 22	Arabidopsis thaliana	egg-cell like callus	1	2W	plant cell	enrichment of phosphorylated Protein	normal	run 86	02133_B04_P023381_S00_I00_U02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_B04_P023381_S00_I00_U02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	egg-cell like callus
PXD013868-Sample 22	Arabidopsis thaliana	egg-cell like callus	1	2W	plant cell	enrichment of phosphorylated Protein	normal	run 87	02133_C04_P023381_S00_I00_U03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_C04_P023381_S00_I00_U03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	egg-cell like callus
PXD013868-Sample 22	Arabidopsis thaliana	egg-cell like callus	1	2W	plant cell	enrichment of phosphorylated Protein	normal	run 88	02133_D04_P023381_S00_I00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_D04_P023381_S00_I00_U04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	egg-cell like callus
PXD013868-Sample 23	Arabidopsis thaliana	callus	1	2W	plant cell	enrichment of phosphorylated Protein	normal	run 89	02133_E04_P023382_S00_I00_U01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_E04_P023382_S00_I00_U01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	callus
PXD013868-Sample 23	Arabidopsis thaliana	callus	1	2W	plant cell	enrichment of phosphorylated Protein	normal	run 90	02133_F04_P023382_S00_I00_U02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_F04_P023382_S00_I00_U02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	callus
PXD013868-Sample 23	Arabidopsis thaliana	callus	1	2W	plant cell	enrichment of phosphorylated Protein	normal	run 91	02133_G04_P023382_S00_I00_U03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_G04_P023382_S00_I00_U03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	callus
PXD013868-Sample 23	Arabidopsis thaliana	callus	1	2W	plant cell	enrichment of phosphorylated Protein	normal	run 92	02133_H04_P023382_S00_I00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_H04_P023382_S00_I00_U04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	callus
PXD013868-Sample 24	Arabidopsis thaliana	cell culture early	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 93	02133_A05_P023383_S00_I00_U01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_A05_P023383_S00_I00_U01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	cell culture early
PXD013868-Sample 24	Arabidopsis thaliana	cell culture early	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 94	02133_B05_P023383_S00_I00_U02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_B05_P023383_S00_I00_U02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	cell culture early
PXD013868-Sample 24	Arabidopsis thaliana	cell culture early	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 95	02133_C05_P023383_S00_I00_U03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_C05_P023383_S00_I00_U03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	cell culture early
PXD013868-Sample 24	Arabidopsis thaliana	cell culture early	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 96	02133_D05_P023383_S00_I00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_D05_P023383_S00_I00_U04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	cell culture early
PXD013868-Sample 25	Arabidopsis thaliana	cell culture late	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 97	02133_E05_P023384_S00_I00_U01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_E05_P023384_S00_I00_U01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	cell culture late
PXD013868-Sample 25	Arabidopsis thaliana	cell culture late	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 98	02133_F05_P023384_S00_I00_U02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_F05_P023384_S00_I00_U02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	cell culture late
PXD013868-Sample 25	Arabidopsis thaliana	cell culture late	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 99	02133_G05_P023384_S00_I00_U03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_G05_P023384_S00_I00_U03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	cell culture late
PXD013868-Sample 25	Arabidopsis thaliana	cell culture late	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 100	02133_H05_P023384_S00_I00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_H05_P023384_S00_I00_U04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	cell culture late
PXD013868-Sample 26	Arabidopsis thaliana	Cotyledons	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 101	02133_A06_P023385_S00_I00_U01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_A06_P023385_S00_I00_U01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	Cotyledons
PXD013868-Sample 26	Arabidopsis thaliana	Cotyledons	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 102	02133_B06_P023385_S00_I00_U02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_B06_P023385_S00_I00_U02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	Cotyledons
PXD013868-Sample 26	Arabidopsis thaliana	Cotyledons	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 103	02133_C06_P023385_S00_I00_U03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_C06_P023385_S00_I00_U03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	Cotyledons
PXD013868-Sample 26	Arabidopsis thaliana	Cotyledons	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 104	02133_D06_P023385_S00_I00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_D06_P023385_S00_I00_U04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	Cotyledons
PXD013868-Sample 27	Arabidopsis thaliana	hypocotyl	1	1W	plant cell	enrichment of phosphorylated Protein	normal	run 105	02133_E06_P023386_S00_I00_U01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02133_E06_P023386_S00_I00_U01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Reversed-phase chromatography (RP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	20 ppm	5 ppm	hypocotyl
