source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell type]	characteristics[biological replicate]	assay name	Technology Type	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[organism part]
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 110	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	4	2	CHPP_TESTIS_Tricine_2004.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_2004.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 111	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	5	2	CHPP_TESTIS_Tricine_2005.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_2005.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 112	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	6	2	CHPP_TESTIS_Tricine_2006.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_2006.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 113	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	7	2	CHPP_TESTIS_Tricine_2007.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_2007.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 114	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	8	2	CHPP_TESTIS_Tricine_2008.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_2008.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 115	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	9	2	CHPP_TESTIS_Tricine_2009.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_2009.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 116	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	10	2	CHPP_TESTIS_Tricine_2010.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_2010.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 117	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	11	2	CHPP_TESTIS_Tricine_2011.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_2011.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 118	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	12	2	CHPP_TESTIS_Tricine_2012.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_2012.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 119	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	13	2	CHPP_TESTIS_Tricine_2013.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_2013.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 120	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	14	2	CHPP_TESTIS_Tricine_2014.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_2014.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 121	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	15	2	CHPP_TESTIS_Tricine_2015.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_2015.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 122	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	16	2	CHPP_TESTIS_Tricine_2016.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_2016.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 123	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	17	2	CHPP_TESTIS_Tricine_2017.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_2017.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 124	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	18	2	CHPP_TESTIS_Tricine_2018.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_2018.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 125	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	19	2	CHPP_TESTIS_Tricine_2019.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_2019.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 126	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20	2	CHPP_TESTIS_Tricine_2020.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_2020.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 127	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	21	2	CHPP_TESTIS_Tricine_2021.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_2021.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-2	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	2	ms_run 128	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	22	2	CHPP_TESTIS_Tricine_2022.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_TESTIS_Tricine_2022.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	1	CHPP_SDS_3001.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3001.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	2	1	CHPP_SDS_3002.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3002.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 3	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	3	1	CHPP_SDS_3003.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3003.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 4	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	4	1	CHPP_SDS_3004.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3004.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 5	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	5	1	CHPP_SDS_3005.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3005.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 6	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	6	1	CHPP_SDS_3006.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3006.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 7	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	7	1	CHPP_SDS_3007.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3007.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 8	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	8	1	CHPP_SDS_3008.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3008.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 9	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	9	1	CHPP_SDS_3009.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3009.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 10	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	10	1	CHPP_SDS_3010.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3010.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 11	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	11	1	CHPP_SDS_3011.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3011.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 12	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	12	1	CHPP_SDS_3012.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3012.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 13	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	13	1	CHPP_SDS_3013.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3013.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 14	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	14	1	CHPP_SDS_3014.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3014.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 15	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	15	1	CHPP_SDS_3015.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3015.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 16	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	16	1	CHPP_SDS_3016.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3016.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 17	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	17	1	CHPP_SDS_3017.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3017.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 18	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	18	1	CHPP_SDS_3018.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3018.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 19	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	19	1	CHPP_SDS_3019.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3019.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 20	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20	1	CHPP_SDS_3020.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3020.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 21	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	21	1	CHPP_SDS_3021.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3021.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
PXD002179-Sample-3	Homo sapiens	Testis	normal	not available	not available	not available	male	not available	3	ms_run 22	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	22	1	CHPP_SDS_3022.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/11/PXD002179/CHPP_SDS_3022.raw	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.6 Da	10 ppm	Testis
