source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[disease]	characteristics[biological replicate]	assay name	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
MSV000085836-Sample-175	Homo sapiens	Lung	not available	NCI-H146	not available	1	run 284	d01030_Prot_20_08.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01030_Prot_20_08.raw	1	8	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	NCI-H146
MSV000085836-Sample-176	Homo sapiens	Liver	not available	HuH-6	not available	1	run 284	d01030_Prot_20_08.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01030_Prot_20_08.raw	1	8	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HuH-6
MSV000085836-Sample-177	Homo sapiens	Lung	not available	NCI-H23	not available	1	run 284	d01030_Prot_20_08.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01030_Prot_20_08.raw	1	8	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	NCI-H23
MSV000085836-Sample-178	Homo sapiens	Stomach	not available	SNU-1	not available	1	run 284	d01030_Prot_20_08.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01030_Prot_20_08.raw	1	8	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	SNU-1
MSV000085836-Sample-179	Homo sapiens	Large Intestine	not available	SW948	not available	1	run 284	d01030_Prot_20_08.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01030_Prot_20_08.raw	1	8	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	SW948
MSV000085836-Sample-180	Homo sapiens	Kidney	not available	OS-RC-2	not available	1	run 284	d01030_Prot_20_08.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01030_Prot_20_08.raw	1	8	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	OS-RC-2
MSV000085836-Sample-172	Homo sapiens	Large Intestine	not available	COLO205	not available	1	run 285	d01031_Prot_20_09.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01031_Prot_20_09.raw	1	9	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	COLO205
MSV000085836-Sample-173	Homo sapiens	Breast	not available	HCC1187	not available	1	run 285	d01031_Prot_20_09.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01031_Prot_20_09.raw	1	9	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HCC1187
MSV000085836-Sample-174	Homo sapiens	Lung	not available	COR-L47	not available	1	run 285	d01031_Prot_20_09.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01031_Prot_20_09.raw	1	9	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	COR-L47
MSV000085836-Sample-175	Homo sapiens	Lung	not available	NCI-H146	not available	1	run 285	d01031_Prot_20_09.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01031_Prot_20_09.raw	1	9	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	NCI-H146
MSV000085836-Sample-176	Homo sapiens	Liver	not available	HuH-6	not available	1	run 285	d01031_Prot_20_09.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01031_Prot_20_09.raw	1	9	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HuH-6
MSV000085836-Sample-177	Homo sapiens	Lung	not available	NCI-H23	not available	1	run 285	d01031_Prot_20_09.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01031_Prot_20_09.raw	1	9	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	NCI-H23
MSV000085836-Sample-178	Homo sapiens	Stomach	not available	SNU-1	not available	1	run 285	d01031_Prot_20_09.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01031_Prot_20_09.raw	1	9	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	SNU-1
MSV000085836-Sample-179	Homo sapiens	Large Intestine	not available	SW948	not available	1	run 285	d01031_Prot_20_09.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01031_Prot_20_09.raw	1	9	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	SW948
MSV000085836-Sample-180	Homo sapiens	Kidney	not available	OS-RC-2	not available	1	run 285	d01031_Prot_20_09.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01031_Prot_20_09.raw	1	9	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	OS-RC-2
MSV000085836-Sample-172	Homo sapiens	Large Intestine	not available	COLO205	not available	1	run 286	d01032_Prot_20_10.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01032_Prot_20_10.raw	1	10	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	COLO205
MSV000085836-Sample-173	Homo sapiens	Breast	not available	HCC1187	not available	1	run 286	d01032_Prot_20_10.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01032_Prot_20_10.raw	1	10	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HCC1187
MSV000085836-Sample-174	Homo sapiens	Lung	not available	COR-L47	not available	1	run 286	d01032_Prot_20_10.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01032_Prot_20_10.raw	1	10	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	COR-L47
MSV000085836-Sample-175	Homo sapiens	Lung	not available	NCI-H146	not available	1	run 286	d01032_Prot_20_10.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01032_Prot_20_10.raw	1	10	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	NCI-H146
MSV000085836-Sample-176	Homo sapiens	Liver	not available	HuH-6	not available	1	run 286	d01032_Prot_20_10.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01032_Prot_20_10.raw	1	10	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HuH-6
MSV000085836-Sample-177	Homo sapiens	Lung	not available	NCI-H23	not available	1	run 286	d01032_Prot_20_10.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01032_Prot_20_10.raw	1	10	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	NCI-H23
MSV000085836-Sample-178	Homo sapiens	Stomach	not available	SNU-1	not available	1	run 286	d01032_Prot_20_10.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01032_Prot_20_10.raw	1	10	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	SNU-1
MSV000085836-Sample-179	Homo sapiens	Large Intestine	not available	SW948	not available	1	run 286	d01032_Prot_20_10.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01032_Prot_20_10.raw	1	10	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	SW948
MSV000085836-Sample-180	Homo sapiens	Kidney	not available	OS-RC-2	not available	1	run 286	d01032_Prot_20_10.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01032_Prot_20_10.raw	1	10	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	OS-RC-2
MSV000085836-Sample-172	Homo sapiens	Large Intestine	not available	COLO205	not available	1	run 287	d01033_Prot_20_11.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01033_Prot_20_11.raw	1	11	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	COLO205
MSV000085836-Sample-173	Homo sapiens	Breast	not available	HCC1187	not available	1	run 287	d01033_Prot_20_11.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01033_Prot_20_11.raw	1	11	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HCC1187
MSV000085836-Sample-174	Homo sapiens	Lung	not available	COR-L47	not available	1	run 287	d01033_Prot_20_11.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01033_Prot_20_11.raw	1	11	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	COR-L47
MSV000085836-Sample-175	Homo sapiens	Lung	not available	NCI-H146	not available	1	run 287	d01033_Prot_20_11.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01033_Prot_20_11.raw	1	11	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	NCI-H146
MSV000085836-Sample-176	Homo sapiens	Liver	not available	HuH-6	not available	1	run 287	d01033_Prot_20_11.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01033_Prot_20_11.raw	1	11	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HuH-6
MSV000085836-Sample-177	Homo sapiens	Lung	not available	NCI-H23	not available	1	run 287	d01033_Prot_20_11.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01033_Prot_20_11.raw	1	11	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	NCI-H23
MSV000085836-Sample-178	Homo sapiens	Stomach	not available	SNU-1	not available	1	run 287	d01033_Prot_20_11.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01033_Prot_20_11.raw	1	11	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	SNU-1
MSV000085836-Sample-179	Homo sapiens	Large Intestine	not available	SW948	not available	1	run 287	d01033_Prot_20_11.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01033_Prot_20_11.raw	1	11	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	SW948
MSV000085836-Sample-180	Homo sapiens	Kidney	not available	OS-RC-2	not available	1	run 287	d01033_Prot_20_11.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01033_Prot_20_11.raw	1	11	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	OS-RC-2
MSV000085836-Sample-172	Homo sapiens	Large Intestine	not available	COLO205	not available	1	run 288	d01034_Prot_20_12.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01034_Prot_20_12.raw	1	12	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	COLO205
MSV000085836-Sample-173	Homo sapiens	Breast	not available	HCC1187	not available	1	run 288	d01034_Prot_20_12.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01034_Prot_20_12.raw	1	12	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HCC1187
MSV000085836-Sample-174	Homo sapiens	Lung	not available	COR-L47	not available	1	run 288	d01034_Prot_20_12.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01034_Prot_20_12.raw	1	12	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	COR-L47
MSV000085836-Sample-175	Homo sapiens	Lung	not available	NCI-H146	not available	1	run 288	d01034_Prot_20_12.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01034_Prot_20_12.raw	1	12	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	NCI-H146
MSV000085836-Sample-176	Homo sapiens	Liver	not available	HuH-6	not available	1	run 288	d01034_Prot_20_12.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01034_Prot_20_12.raw	1	12	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	HuH-6
MSV000085836-Sample-177	Homo sapiens	Lung	not available	NCI-H23	not available	1	run 288	d01034_Prot_20_12.raw	ftp://massive.ucsd.edu/MSV000085836/raw/raw/d01034_Prot_20_12.raw	1	12	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	1.0 Da	NCI-H23
