Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[cell line]	Characteristics[developmental stage]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	Characteristics[disease]	Characteristics[biological replicate]	assay name	comment[fraction identifier]	comment[label]	comment[instrument]	comment[file uri]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	Material Type	sampleChecksum	sampleAccession
PXD003668-Sample 66	Homo sapiens	not available	59M	not available	not available	not available	not available	not available	not available	3	run 66	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20140709_QEp3_FaCo_SA_CL_59M_C.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20140709_QEp3_FaCo_SA_CL_59M_C.RAW	cell	f03ad1779d7207ea13277b08319ec3655ee40959db89505674c6218cc2661563	SAMEA7711908
PXD003668-Sample 67	Homo sapiens	Left ovary	not available	not available	not available	not available	not available	not available	ovarian cancer	not available	run 67	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20141013_QEp8_FaCo_SA_TU_LOV_1.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20141013_QEp8_FaCo_SA_TU_LOV_1.RAW	organism part	9ce4f8896aa86e1727b33ad974488e80fd14689731652d060c00f6be3962abb8	SAMEA7711909
PXD003668-Sample 68	Homo sapiens	Left ovary	not available	not available	not available	not available	not available	not available	ovarian cancer	not available	run 68	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20141013_QEp8_FaCo_SA_TU_LOV_2.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20141013_QEp8_FaCo_SA_TU_LOV_2.RAW	organism part	77b24f232817b0e91097a126f7fdf6d464646a9b3dfe22dcc80c553bb0caad35	SAMEA7711910
PXD003668-Sample 69	Homo sapiens	Left ovary	not available	not available	not available	not available	not available	not available	ovarian cancer	not available	run 69	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20141013_QEp8_FaCo_SA_TU_LOV_4.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20141013_QEp8_FaCo_SA_TU_LOV_4.RAW	organism part	89b43e94a83c9c420d21ca2d3bc72a69fc729bfbaf4af6478f2867da4034fa04	SAMEA7711911
PXD003668-Sample 70	Homo sapiens	Left ovary	not available	not available	not available	not available	not available	not available	ovarian cancer	not available	run 70	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20141013_QEp8_FaCo_SA_TU_LOV_5.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20141013_QEp8_FaCo_SA_TU_LOV_5.RAW	organism part	e11bd3d30bdb6671fb9f4f2360e21c2236e45c6a31cb93e5074e6b5320a1fc14	SAMEA7711912
PXD003668-Sample 71	Homo sapiens	ovarian	not available	not available	not available	not available	not available	not available	ovarian cancer	not available	run 71	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20141013_QEp8_FaCo_SA_TU_OV_1131.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20141013_QEp8_FaCo_SA_TU_OV_1131.RAW	organism part	05ac537deb08385bddad7816cd08a51660d939ef5c8350f8f56ca8c11fa68258	SAMEA7711913
PXD003668-Sample 72	Homo sapiens	Right ovary	not available	not available	not available	not available	not available	not available	ovarian cancer	not available	run 72	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20141013_QEp8_FaCo_SA_TU_ROV_1.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20141013_QEp8_FaCo_SA_TU_ROV_1.RAW	organism part	b74a6c836d5a6e5ea61cc2e2e82f489651898c593ccedc38c741bc53f30fbcc8	SAMEA7711914
PXD003668-Sample 73	Homo sapiens	Right ovary	not available	not available	not available	not available	not available	not available	ovarian cancer	not available	run 73	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20141013_QEp8_FaCo_SA_TU_ROV_4.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20141013_QEp8_FaCo_SA_TU_ROV_4.RAW	organism part	cbeeb3eb0c16b087caa8c8f1f065b659401c393fd962886ad665defa4e0d9403	SAMEA7711915
PXD003668-Sample 74	Homo sapiens	Right ovary	not available	not available	not available	not available	not available	not available	ovarian cancer	not available	run 74	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20141013_QEp8_FaCo_SA_TU_ROV_5.RAW	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20141013_QEp8_FaCo_SA_TU_ROV_5.RAW	organism part	be324efd8bc77781d46b1804a668af48301026b11fb19e490770cb8e7f0e2c04	SAMEA7711916
PXD003668-Sample 75	Homo sapiens	not available	CAOV3	not available	not available	not available	not available	not available	not available	1	run 75	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_CAOV3_A.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_CAOV3_A.raw	cell	9748fe47fa7cc0989792a4153af0e030f59f046b5aa2511f0ef7053c21955bbd	SAMEA7711917
PXD003668-Sample 76	Homo sapiens	not available	CAOV3	not available	not available	not available	not available	not available	not available	2	run 76	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_CAOV3_B.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_CAOV3_B.raw	cell	4b41b6e9391f30d3236ffc180376d89046969f302faf57e234a5498a90205f5c	SAMEA7711919
PXD003668-Sample 77	Homo sapiens	not available	CAOV3	not available	not available	not available	not available	not available	not available	3	run 77	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_CAOV3_C.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_CAOV3_C.raw	cell	9563603f38c56f31f669d987d71e065c8f4901c338f9b23fe6712534b6d861be	SAMEA7711920
PXD003668-Sample 78	Homo sapiens	not available	COV318	not available	not available	not available	not available	not available	not available	1	run 78	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_COV318_A.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_COV318_A.raw	cell	8005e2c2d98bee4cfd7060d4ffccc55f5a4a89386f9284024e46b516b5f1ae27	SAMEA7711921
PXD003668-Sample 79	Homo sapiens	not available	COV318	not available	not available	not available	not available	not available	not available	2	run 79	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_COV318_B.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_COV318_B.raw	cell	4a672c9ee5d384758c88b2d5c56bdfbfc53c9a75fee15c5eb53915c07b08509e	SAMEA7711922
PXD003668-Sample 80	Homo sapiens	not available	COV318	not available	not available	not available	not available	not available	not available	3	run 80	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_COV318_C.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_COV318_C.raw	cell	4acb6b2661e0a7d3109123fa8ffe8b751bc0cb59ef0793d8c806b636e759a72b	SAMEA7711923
PXD003668-Sample 81	Homo sapiens	not available	HEYA8	not available	not available	not available	not available	not available	not available	1	run 81	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_HEYA8_A.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_HEYA8_A.raw	cell	ff763960bc43119bbd41bab96c40f7fee695e909d77abef96f96982de78f1864	SAMEA7711924
PXD003668-Sample 82	Homo sapiens	not available	HEYA8	not available	not available	not available	not available	not available	not available	2	run 82	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_HEYA8_B.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_HEYA8_B.raw	cell	62ab7fa283c640787c511eaa29ac0fab064c714f17f6cab75742d8c6bab89b29	SAMEA7711925
PXD003668-Sample 83	Homo sapiens	not available	HEYA8	not available	not available	not available	not available	not available	not available	3	run 83	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_HEYA8_C.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_HEYA8_C.raw	cell	4c5f83b19e07f2345e29316480e23b7d9dd946ae3f702c78240c403426d998db	SAMEA7711926
PXD003668-Sample 84	Homo sapiens	not available	JHOS2	not available	not available	not available	not available	not available	not available	1	run 84	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_JHOS2_A.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_JHOS2_A.raw	cell	e81bc87da95b9d7a33ad7d1d9e712d2a84e4adf6f25f3751eb68da9d7b3d16b3	SAMEA7711927
PXD003668-Sample 85	Homo sapiens	not available	JHOS2	not available	not available	not available	not available	not available	not available	2	run 85	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_JHOS2_B.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_JHOS2_B.raw	cell	7e9ebdcd72bb161adb59d16c995436ca2fa17b3c8a8aa99f6e926927dc883023	SAMEA7711928
PXD003668-Sample 86	Homo sapiens	not available	JHOS2	not available	not available	not available	not available	not available	not available	3	run 86	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_JHOS2_C.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_JHOS2_C.raw	cell	4085948a7d3095d56d16181f2a51187bd2f55809f4667587856680d81028d62b	SAMEA7711929
PXD003668-Sample 87	Homo sapiens	not available	JHOS4	not available	not available	not available	not available	not available	not available	1	run 87	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_JHOS4_A.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_JHOS4_A.raw	cell	b154643dc5bb2cfade2165a4ecfe6a9d4c0e6770d770d12403113f205943cf60	SAMEA7711930
PXD003668-Sample 88	Homo sapiens	not available	JHOS4	not available	not available	not available	not available	not available	not available	2	run 88	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_JHOS4_B.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_JHOS4_B.raw	cell	407389b43d218dd0e151819c4b3e41e0b2a8298a1a769f07ba30cd40a492e8ee	SAMEA7711931
PXD003668-Sample 89	Homo sapiens	not available	JHOS4	not available	not available	not available	not available	not available	not available	3	run 89	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_JHOS4_C.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_JHOS4_C.raw	cell	ac25b5dd27f2725c3b849f1d72d9d92793e58eb28f8c5758c6041c20a467c560	SAMEA7711932
PXD003668-Sample 90	Homo sapiens	not available	OVCAR3	not available	not available	not available	not available	not available	not available	1	run 90	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_OVCAR3_A.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_OVCAR3_A.raw	cell	250c51c28038f82f1aa1b1f44866410256da944b34898d8b772ed533f77d4682	SAMEA7711933
PXD003668-Sample 91	Homo sapiens	not available	OVCAR3	not available	not available	not available	not available	not available	not available	2	run 91	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_OVCAR3_B.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_OVCAR3_B.raw	cell	39003270924101535b907c4e0711cab4408597adcad29208456b23541060a877	SAMEA7711934
PXD003668-Sample 92	Homo sapiens	not available	OVCAR3	not available	not available	not available	not available	not available	not available	3	run 92	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_OVCAR3_C.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_OVCAR3_C.raw	cell	2d73fd4cf665b1f202cbf3432b082d4c39541560b7bc7fb26aa042b26c021623	SAMEA7711935
PXD003668-Sample 93	Homo sapiens	not available	OVCAR5	not available	not available	not available	not available	not available	not available	1	run 93	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_OVCAR5_A.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_OVCAR5_A.raw	cell	4596133cc25a3d2bc7b4f7f6cf5813ff0a794e47d3d4790524086cfb74721d49	SAMEA7711936
PXD003668-Sample 94	Homo sapiens	not available	OVCAR5	not available	not available	not available	not available	not available	not available	2	run 94	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_OVCAR5_B.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_OVCAR5_B.raw	cell	6a179c4875ab13cbe5db447617e334d837e836636bc1540cda60ea99943bbd4b	SAMEA7711937
PXD003668-Sample 95	Homo sapiens	not available	OVCAR5	not available	not available	not available	not available	not available	not available	3	run 95	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_OVCAR5_C.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_OVCAR5_C.raw	cell	237a3cbf98e46e0faca51230e19265793c84a15d1fb4fde9eeeae20f0a852cad	SAMEA7711938
PXD003668-Sample 96	Homo sapiens	not available	OVKATE	not available	not available	not available	not available	not available	not available	1	run 96	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_OVKATE_A.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_OVKATE_A.raw	cell	1a167bfe01a1f895bc69d81f66a366ffa3642ac476f86dc6bd4e4f3cf3aa75b7	SAMEA7711939
PXD003668-Sample 97	Homo sapiens	not available	OVKATE	not available	not available	not available	not available	not available	not available	2	run 97	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_OVKATE_B.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_OVKATE_B.raw	cell	70a0208d36a14f4d43f18227679960c8740172d41b5d487f91658211491aada8	SAMEA7711940
PXD003668-Sample 98	Homo sapiens	not available	OVKATE	not available	not available	not available	not available	not available	not available	3	run 98	not applicable	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD003668/20150305_QEp7_FaCo_SA_CL_OVKATE_C.raw	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	not available	20150305_QEp7_FaCo_SA_CL_OVKATE_C.raw	cell	9bf7463ac544f5b816bc7cb9b6280a6b640b727fc3cb34afebe369b98952fddc	SAMEA7711941
