source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[disease]	characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 81	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_1.raw	1	1	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 82	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_10.raw	1	2	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 83	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_11.raw	1	3	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 84	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_12.raw	1	4	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 85	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_13.raw	1	5	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 86	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_14.raw	1	6	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 87	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_15.raw	1	7	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 88	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_16.raw	1	8	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 89	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_17.raw	1	9	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 90	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_18.raw	1	10	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 91	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_19.raw	1	11	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 92	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_2.raw	1	12	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 93	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_20.raw	1	13	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 94	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_3.raw	1	14	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 95	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_4.raw	1	15	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 96	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_5.raw	1	16	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 97	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_6.raw	1	17	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 98	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_7.raw	1	18	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 99	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_8.raw	1	19	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 100	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_9.raw	1	20	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 101	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_1.raw	1	21	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 102	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_10.raw	1	22	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 103	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_11.raw	1	23	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 104	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_12.raw	1	24	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 105	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_13.raw	1	25	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 106	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_14.raw	1	26	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 107	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_15.raw	1	27	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 108	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_16.raw	1	28	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 109	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_17.raw	1	29	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 110	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_18.raw	1	30	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 111	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_19.raw	1	31	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 112	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_2.raw	1	32	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 113	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_20.raw	1	33	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 114	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_3.raw	1	34	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 115	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_4.raw	1	35	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 116	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_5.raw	1	36	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 117	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_6.raw	1	37	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 118	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_7.raw	1	38	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
PXD014058-Sample-2	Homo sapiens	not available	Epithelial cell	HCT116	not available	1	cell	run 119	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_8.raw	1	39	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=Q,N;AC=UNIMOD:7"	10 ppm	0.02 Da	HCT116
