source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism]
PXD014877-Sample-55	Cricetulus griseus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 167	proteomic profiling by mass spectrometry	20181127_QX1_JoMu_SA_Easy12-7_uPAC_500ng_HamsteriRT_fraction8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181127_QX1_JoMu_SA_Easy12-7_uPAC_500ng_HamsteriRT_fraction8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Cricetulus griseus
PXD014877-Sample-56	Mycoplasma	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 168	proteomic profiling by mass spectrometry	20181127_QX1_JoMu_SA_Easy12-7_uPAC_500ng_MycoplasmeniRT.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181127_QX1_JoMu_SA_Easy12-7_uPAC_500ng_MycoplasmeniRT.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Mycoplasma
PXD014877-Sample-57	Saccharolobus solfataricus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 169	proteomic profiling by mass spectrometry	20181127_QX1_JoMu_SA_Easy12-7_uPAC_500ng_Sulfolobus_SolfaticarusiRT_181129125808.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181127_QX1_JoMu_SA_Easy12-7_uPAC_500ng_Sulfolobus_SolfaticarusiRT_181129125808.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Saccharolobus solfataricus
PXD014877-Sample-58	Canis lupus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 170	proteomic profiling by mass spectrometry	20181130_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DogiRT_fraction1_181201002646.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181130_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DogiRT_fraction1_181201002646.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Canis lupus
PXD014877-Sample-58	Canis lupus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 171	proteomic profiling by mass spectrometry	20181130_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DogiRT_fraction2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181130_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DogiRT_fraction2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Canis lupus
PXD014877-Sample-58	Canis lupus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 172	proteomic profiling by mass spectrometry	20181130_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DogiRT_fraction3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181130_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DogiRT_fraction3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Canis lupus
PXD014877-Sample-58	Canis lupus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 173	proteomic profiling by mass spectrometry	20181130_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DogiRT_fraction4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181130_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DogiRT_fraction4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Canis lupus
PXD014877-Sample-58	Canis lupus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 174	proteomic profiling by mass spectrometry	20181130_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DogiRT_fraction5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181130_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DogiRT_fraction5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Canis lupus
PXD014877-Sample-58	Canis lupus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 175	proteomic profiling by mass spectrometry	20181130_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DogiRT_fraction6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181130_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DogiRT_fraction6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Canis lupus
PXD014877-Sample-58	Canis lupus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 177	proteomic profiling by mass spectrometry	20181130_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DogiRT_fraction8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181130_QX1_JoMu_SA_Easy12-7_uPAC_500ng_DogiRT_fraction8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Canis lupus
PXD014877-Sample-59	Oryzias melastigma	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 178	proteomic profiling by mass spectrometry	20181201_QX1_JoMu_SA_Easy12-7_uPAC_500ng_MedakaiRT_fraction1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181201_QX1_JoMu_SA_Easy12-7_uPAC_500ng_MedakaiRT_fraction1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Oryzias melastigma
PXD014877-Sample-59	Oryzias melastigma	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 179	proteomic profiling by mass spectrometry	20181201_QX1_JoMu_SA_Easy12-7_uPAC_500ng_MedakaiRT_fraction2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181201_QX1_JoMu_SA_Easy12-7_uPAC_500ng_MedakaiRT_fraction2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Oryzias melastigma
PXD014877-Sample-59	Oryzias melastigma	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 180	proteomic profiling by mass spectrometry	20181201_QX1_JoMu_SA_Easy12-7_uPAC_500ng_MedakaiRT_fraction3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181201_QX1_JoMu_SA_Easy12-7_uPAC_500ng_MedakaiRT_fraction3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Oryzias melastigma
PXD014877-Sample-59	Oryzias melastigma	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 181	proteomic profiling by mass spectrometry	20181201_QX1_JoMu_SA_Easy12-7_uPAC_500ng_MedakaiRT_fraction4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181201_QX1_JoMu_SA_Easy12-7_uPAC_500ng_MedakaiRT_fraction4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Oryzias melastigma
PXD014877-Sample-59	Oryzias melastigma	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 182	proteomic profiling by mass spectrometry	20181201_QX1_JoMu_SA_Easy12-7_uPAC_500ng_MedakaiRT_fraction5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181201_QX1_JoMu_SA_Easy12-7_uPAC_500ng_MedakaiRT_fraction5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Oryzias melastigma
PXD014877-Sample-59	Oryzias melastigma	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 183	proteomic profiling by mass spectrometry	20181201_QX1_JoMu_SA_Easy12-7_uPAC_500ng_MedakaiRT_fraction6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181201_QX1_JoMu_SA_Easy12-7_uPAC_500ng_MedakaiRT_fraction6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Oryzias melastigma
PXD014877-Sample-59	Oryzias melastigma	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 184	proteomic profiling by mass spectrometry	20181201_QX1_JoMu_SA_Easy12-7_uPAC_500ng_MedakaiRT_fraction7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181201_QX1_JoMu_SA_Easy12-7_uPAC_500ng_MedakaiRT_fraction7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Oryzias melastigma
PXD014877-Sample-60	Sus scrofa	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 186	proteomic profiling by mass spectrometry	20181202_QX1_JoMu_SA_Easy12-7_uPAC_500ng_PigiRT_fraction1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181202_QX1_JoMu_SA_Easy12-7_uPAC_500ng_PigiRT_fraction1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Sus scrofa
PXD014877-Sample-60	Sus scrofa	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 187	proteomic profiling by mass spectrometry	20181202_QX1_JoMu_SA_Easy12-7_uPAC_500ng_PigiRT_fraction2_181204105102.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181202_QX1_JoMu_SA_Easy12-7_uPAC_500ng_PigiRT_fraction2_181204105102.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Sus scrofa
PXD014877-Sample-60	Sus scrofa	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 188	proteomic profiling by mass spectrometry	20181202_QX1_JoMu_SA_Easy12-7_uPAC_500ng_PigiRT_fraction3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181202_QX1_JoMu_SA_Easy12-7_uPAC_500ng_PigiRT_fraction3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Sus scrofa
PXD014877-Sample-60	Sus scrofa	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 189	proteomic profiling by mass spectrometry	20181202_QX1_JoMu_SA_Easy12-7_uPAC_500ng_PigiRT_fraction4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181202_QX1_JoMu_SA_Easy12-7_uPAC_500ng_PigiRT_fraction4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Sus scrofa
PXD014877-Sample-60	Sus scrofa	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 190	proteomic profiling by mass spectrometry	20181202_QX1_JoMu_SA_Easy12-7_uPAC_500ng_PigiRT_fraction5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181202_QX1_JoMu_SA_Easy12-7_uPAC_500ng_PigiRT_fraction5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Sus scrofa
PXD014877-Sample-60	Sus scrofa	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 191	proteomic profiling by mass spectrometry	20181202_QX1_JoMu_SA_Easy12-7_uPAC_500ng_PigiRT_fraction6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181202_QX1_JoMu_SA_Easy12-7_uPAC_500ng_PigiRT_fraction6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Sus scrofa
PXD014877-Sample-60	Sus scrofa	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 192	proteomic profiling by mass spectrometry	20181202_QX1_JoMu_SA_Easy12-7_uPAC_500ng_PigiRT_fraction7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181202_QX1_JoMu_SA_Easy12-7_uPAC_500ng_PigiRT_fraction7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Sus scrofa
PXD014877-Sample-61	Triticum aestivum	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 194	proteomic profiling by mass spectrometry	20181204_QX1_JoMu_SA_Easy12-7_uPAC_500ng_TriticumaestivumiRT_fraction1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181204_QX1_JoMu_SA_Easy12-7_uPAC_500ng_TriticumaestivumiRT_fraction1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Triticum aestivum
PXD014877-Sample-61	Triticum aestivum	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 195	proteomic profiling by mass spectrometry	20181204_QX1_JoMu_SA_Easy12-7_uPAC_500ng_TriticumaestivumiRT_fraction2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181204_QX1_JoMu_SA_Easy12-7_uPAC_500ng_TriticumaestivumiRT_fraction2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Triticum aestivum
PXD014877-Sample-61	Triticum aestivum	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 196	proteomic profiling by mass spectrometry	20181204_QX1_JoMu_SA_Easy12-7_uPAC_500ng_TriticumaestivumiRT_fraction3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181204_QX1_JoMu_SA_Easy12-7_uPAC_500ng_TriticumaestivumiRT_fraction3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Triticum aestivum
PXD014877-Sample-61	Triticum aestivum	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 197	proteomic profiling by mass spectrometry	20181204_QX1_JoMu_SA_Easy12-7_uPAC_500ng_TriticumaestivumiRT_fraction4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181204_QX1_JoMu_SA_Easy12-7_uPAC_500ng_TriticumaestivumiRT_fraction4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Triticum aestivum
PXD014877-Sample-61	Triticum aestivum	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 198	proteomic profiling by mass spectrometry	20181204_QX1_JoMu_SA_Easy12-7_uPAC_500ng_TriticumaestivumiRT_fraction5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181204_QX1_JoMu_SA_Easy12-7_uPAC_500ng_TriticumaestivumiRT_fraction5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Triticum aestivum
PXD014877-Sample-61	Triticum aestivum	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 199	proteomic profiling by mass spectrometry	20181204_QX1_JoMu_SA_Easy12-7_uPAC_500ng_TriticumaestivumiRT_fraction6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181204_QX1_JoMu_SA_Easy12-7_uPAC_500ng_TriticumaestivumiRT_fraction6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Triticum aestivum
PXD014877-Sample-61	Triticum aestivum	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	run 200	proteomic profiling by mass spectrometry	20181204_QX1_JoMu_SA_Easy12-7_uPAC_500ng_TriticumaestivumiRT_fraction7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD014877/20181204_QX1_JoMu_SA_Easy12-7_uPAC_500ng_TriticumaestivumiRT_fraction7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	Triticum aestivum
