source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[biological replicate]	characteristics[pooled sample]	assay name	technology type	comment[assay_id]	comment[label]	comment[channel_id]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[Number of missed cleavages]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[technical replicate]	comment[file uri]	comment[data file]	factor value[cell line]
MSV000085836-Sample-203	Homo sapiens	Stomach	cancer or benign tumor	disease cell type	MKN7	1	not pooled	run 250	proteomic profiling by mass spectrometry	17	TMT127C	3	10	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00986_Prot_17_10.raw	d00986_Prot_17_10.raw	MKN7
MSV000085836-Sample-204	Homo sapiens	Lung	cancer or benign tumor	disease cell type	NCI-H1793	1	not pooled	run 250	proteomic profiling by mass spectrometry	17	TMT128N	4	10	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00986_Prot_17_10.raw	d00986_Prot_17_10.raw	NCI-H1793
MSV000085836-Sample-205	Homo sapiens	Lung	cancer or benign tumor	disease cell type	NCI-H2126	1	not pooled	run 250	proteomic profiling by mass spectrometry	17	TMT128C	5	10	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00986_Prot_17_10.raw	d00986_Prot_17_10.raw	NCI-H2126
MSV000085836-Sample-206	Homo sapiens	Lung	cancer or benign tumor	disease cell type	NCI-H2228	1	not pooled	run 250	proteomic profiling by mass spectrometry	17	TMT129N	6	10	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00986_Prot_17_10.raw	d00986_Prot_17_10.raw	NCI-H2228
MSV000085836-Sample-207	Homo sapiens	Lung	cancer or benign tumor	disease cell type	NCI-H661	1	not pooled	run 250	proteomic profiling by mass spectrometry	17	TMT129C	7	10	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00986_Prot_17_10.raw	d00986_Prot_17_10.raw	NCI-H661
MSV000085836-Sample-208	Homo sapiens	Large Intestine	cancer or benign tumor	disease cell type	SNU-C2A	1	not pooled	run 250	proteomic profiling by mass spectrometry	17	TMT130N	8	10	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00986_Prot_17_10.raw	d00986_Prot_17_10.raw	SNU-C2A
MSV000085836-Sample-209	Homo sapiens	Oesophagus	cancer or benign tumor	disease cell type	TE-6	1	not pooled	run 250	proteomic profiling by mass spectrometry	17	TMT130C	9	10	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00986_Prot_17_10.raw	d00986_Prot_17_10.raw	TE-6
MSV000085836-Sample-210	Homo sapiens	mixed	cancer or benign tumor	disease cell type	mixed	1	"SN=CAL33_UPPER_AERODIGESTIVE_TRACT,HS578T_BREAST,SW837_LARGE_INTESTINE,WM2664_SKIN,CAL51_BREAST,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NCIH1581_LUNG,NCIH82_LUNG,SW480_LARGE_INTESTINE"	run 250	proteomic profiling by mass spectrometry	17	TMT131	10	10	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00986_Prot_17_10.raw	d00986_Prot_17_10.raw	mixed
MSV000085836-Sample-201	Homo sapiens	Pancreas	cancer or benign tumor	disease cell type	L3.3	1	not pooled	run 251	proteomic profiling by mass spectrometry	17	TMT126	1	11	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00987_Prot_17_11.raw	d00987_Prot_17_11.raw	L3.3
MSV000085836-Sample-202	Homo sapiens	Stomach	cancer or benign tumor	disease cell type	MKN45	1	not pooled	run 251	proteomic profiling by mass spectrometry	17	TMT127N	2	11	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00987_Prot_17_11.raw	d00987_Prot_17_11.raw	MKN45
MSV000085836-Sample-203	Homo sapiens	Stomach	cancer or benign tumor	disease cell type	MKN7	1	not pooled	run 251	proteomic profiling by mass spectrometry	17	TMT127C	3	11	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00987_Prot_17_11.raw	d00987_Prot_17_11.raw	MKN7
MSV000085836-Sample-204	Homo sapiens	Lung	cancer or benign tumor	disease cell type	NCI-H1793	1	not pooled	run 251	proteomic profiling by mass spectrometry	17	TMT128N	4	11	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00987_Prot_17_11.raw	d00987_Prot_17_11.raw	NCI-H1793
MSV000085836-Sample-205	Homo sapiens	Lung	cancer or benign tumor	disease cell type	NCI-H2126	1	not pooled	run 251	proteomic profiling by mass spectrometry	17	TMT128C	5	11	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00987_Prot_17_11.raw	d00987_Prot_17_11.raw	NCI-H2126
MSV000085836-Sample-206	Homo sapiens	Lung	cancer or benign tumor	disease cell type	NCI-H2228	1	not pooled	run 251	proteomic profiling by mass spectrometry	17	TMT129N	6	11	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00987_Prot_17_11.raw	d00987_Prot_17_11.raw	NCI-H2228
MSV000085836-Sample-207	Homo sapiens	Lung	cancer or benign tumor	disease cell type	NCI-H661	1	not pooled	run 251	proteomic profiling by mass spectrometry	17	TMT129C	7	11	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00987_Prot_17_11.raw	d00987_Prot_17_11.raw	NCI-H661
MSV000085836-Sample-208	Homo sapiens	Large Intestine	cancer or benign tumor	disease cell type	SNU-C2A	1	not pooled	run 251	proteomic profiling by mass spectrometry	17	TMT130N	8	11	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00987_Prot_17_11.raw	d00987_Prot_17_11.raw	SNU-C2A
MSV000085836-Sample-209	Homo sapiens	Oesophagus	cancer or benign tumor	disease cell type	TE-6	1	not pooled	run 251	proteomic profiling by mass spectrometry	17	TMT130C	9	11	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00987_Prot_17_11.raw	d00987_Prot_17_11.raw	TE-6
MSV000085836-Sample-210	Homo sapiens	mixed	cancer or benign tumor	disease cell type	mixed	1	"SN=CAL33_UPPER_AERODIGESTIVE_TRACT,HS578T_BREAST,SW837_LARGE_INTESTINE,WM2664_SKIN,CAL51_BREAST,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NCIH1581_LUNG,NCIH82_LUNG,SW480_LARGE_INTESTINE"	run 251	proteomic profiling by mass spectrometry	17	TMT131	10	11	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00987_Prot_17_11.raw	d00987_Prot_17_11.raw	mixed
MSV000085836-Sample-201	Homo sapiens	Pancreas	cancer or benign tumor	disease cell type	L3.3	1	not pooled	run 252	proteomic profiling by mass spectrometry	17	TMT126	1	12	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00988_Prot_17_12.raw	d00988_Prot_17_12.raw	L3.3
MSV000085836-Sample-202	Homo sapiens	Stomach	cancer or benign tumor	disease cell type	MKN45	1	not pooled	run 252	proteomic profiling by mass spectrometry	17	TMT127N	2	12	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00988_Prot_17_12.raw	d00988_Prot_17_12.raw	MKN45
MSV000085836-Sample-203	Homo sapiens	Stomach	cancer or benign tumor	disease cell type	MKN7	1	not pooled	run 252	proteomic profiling by mass spectrometry	17	TMT127C	3	12	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00988_Prot_17_12.raw	d00988_Prot_17_12.raw	MKN7
MSV000085836-Sample-204	Homo sapiens	Lung	cancer or benign tumor	disease cell type	NCI-H1793	1	not pooled	run 252	proteomic profiling by mass spectrometry	17	TMT128N	4	12	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00988_Prot_17_12.raw	d00988_Prot_17_12.raw	NCI-H1793
MSV000085836-Sample-205	Homo sapiens	Lung	cancer or benign tumor	disease cell type	NCI-H2126	1	not pooled	run 252	proteomic profiling by mass spectrometry	17	TMT128C	5	12	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00988_Prot_17_12.raw	d00988_Prot_17_12.raw	NCI-H2126
MSV000085836-Sample-206	Homo sapiens	Lung	cancer or benign tumor	disease cell type	NCI-H2228	1	not pooled	run 252	proteomic profiling by mass spectrometry	17	TMT129N	6	12	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00988_Prot_17_12.raw	d00988_Prot_17_12.raw	NCI-H2228
MSV000085836-Sample-207	Homo sapiens	Lung	cancer or benign tumor	disease cell type	NCI-H661	1	not pooled	run 252	proteomic profiling by mass spectrometry	17	TMT129C	7	12	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00988_Prot_17_12.raw	d00988_Prot_17_12.raw	NCI-H661
MSV000085836-Sample-208	Homo sapiens	Large Intestine	cancer or benign tumor	disease cell type	SNU-C2A	1	not pooled	run 252	proteomic profiling by mass spectrometry	17	TMT130N	8	12	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00988_Prot_17_12.raw	d00988_Prot_17_12.raw	SNU-C2A
MSV000085836-Sample-209	Homo sapiens	Oesophagus	cancer or benign tumor	disease cell type	TE-6	1	not pooled	run 252	proteomic profiling by mass spectrometry	17	TMT130C	9	12	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00988_Prot_17_12.raw	d00988_Prot_17_12.raw	TE-6
MSV000085836-Sample-210	Homo sapiens	mixed	cancer or benign tumor	disease cell type	mixed	1	"SN=CAL33_UPPER_AERODIGESTIVE_TRACT,HS578T_BREAST,SW837_LARGE_INTESTINE,WM2664_SKIN,CAL51_BREAST,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NCIH1581_LUNG,NCIH82_LUNG,SW480_LARGE_INTESTINE"	run 252	proteomic profiling by mass spectrometry	17	TMT131	10	12	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00988_Prot_17_12.raw	d00988_Prot_17_12.raw	mixed
MSV000085836-Sample-211	Homo sapiens	Breast	cancer or benign tumor	disease cell type	HCC1937	1	not pooled	run 253	proteomic profiling by mass spectrometry	18	TMT126	1	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00992_Prot_18_01.raw	d00992_Prot_18_01.raw	HCC1937
MSV000085836-Sample-212	Homo sapiens	Large Intestine	cancer or benign tumor	disease cell type	HCT-15	1	not pooled	run 253	proteomic profiling by mass spectrometry	18	TMT127N	2	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00992_Prot_18_01.raw	d00992_Prot_18_01.raw	HCT-15
MSV000085836-Sample-213	Homo sapiens	Oesophagus	cancer or benign tumor	disease cell type	KYSE-70	1	not pooled	run 253	proteomic profiling by mass spectrometry	18	TMT127C	3	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00992_Prot_18_01.raw	d00992_Prot_18_01.raw	KYSE-70
MSV000085836-Sample-214	Homo sapiens	Lung	cancer or benign tumor	disease cell type	NCI-H1355	1	not pooled	run 253	proteomic profiling by mass spectrometry	18	TMT128N	4	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00992_Prot_18_01.raw	d00992_Prot_18_01.raw	NCI-H1355
MSV000085836-Sample-215	Homo sapiens	Lung	cancer or benign tumor	disease cell type	NCI-H1437	1	not pooled	run 253	proteomic profiling by mass spectrometry	18	TMT128C	5	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00992_Prot_18_01.raw	d00992_Prot_18_01.raw	NCI-H1437
MSV000085836-Sample-216	Homo sapiens	Lung	cancer or benign tumor	disease cell type	NCI-H2122	1	not pooled	run 253	proteomic profiling by mass spectrometry	18	TMT129N	6	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00992_Prot_18_01.raw	d00992_Prot_18_01.raw	NCI-H2122
MSV000085836-Sample-217	Homo sapiens	Kidney	cancer or benign tumor	disease cell type	TUHR4TKB	1	not pooled	run 253	proteomic profiling by mass spectrometry	18	TMT129C	7	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00992_Prot_18_01.raw	d00992_Prot_18_01.raw	TUHR4TKB
MSV000085836-Sample-218	Homo sapiens	Skin	cancer or benign tumor	disease cell type	WM-793	1	not pooled	run 253	proteomic profiling by mass spectrometry	18	TMT130N	8	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=Trypsin;AC=MS:1001260	2	20 ppm	0.5 Da	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/d00992_Prot_18_01.raw	d00992_Prot_18_01.raw	WM-793
