source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	comment[biological replicate]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[MS2 mass analyzer]	comment[instrument]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	value[organism part]		
PXD004352-Sample-186	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_02	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00453720150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-187	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_03	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00453820150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-188	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_04	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_04.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00453920150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_04.raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-189	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_05	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_05.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD00454020150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_05.raw	1	no applicable	AC=MS:1002038;NT=label free sample	5	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-190	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.memory_01 (activated)	proteomic profiling by mass spectrometry	B.memory_01 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004541B.memory_01 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-191	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.memory_01 (steady-state)	proteomic profiling by mass spectrometry	B.memory_01 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004542B.memory_01 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-192	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.memory_02 (activated)	proteomic profiling by mass spectrometry	B.memory_02 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004543B.memory_02 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-193	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.memory_02 (steady-state)	proteomic profiling by mass spectrometry	B.memory_02 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004544B.memory_02 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-194	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.memory_03 (activated)	proteomic profiling by mass spectrometry	B.memory_03 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004545B.memory_03 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-195	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.memory_03 (steady-state)	proteomic profiling by mass spectrometry	B.memory_03 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004546B.memory_03 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-196	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.memory_04 (activated)	proteomic profiling by mass spectrometry	B.memory_04 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004547B.memory_04 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-197	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.memory_04 (steady-state)	proteomic profiling by mass spectrometry	B.memory_04 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004548B.memory_04 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-198	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.naive_01 (activated)	proteomic profiling by mass spectrometry	B.naive_01 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004549B.naive_01 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-199	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.naive_01 (steady-state)	proteomic profiling by mass spectrometry	B.naive_01 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004550B.naive_01 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-200	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.naive_02 (activated)	proteomic profiling by mass spectrometry	B.naive_02 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004551B.naive_02 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-201	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.naive_02 (steady-state)	proteomic profiling by mass spectrometry	B.naive_02 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004552B.naive_02 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-202	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.naive_03 (activated)	proteomic profiling by mass spectrometry	B.naive_03 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004553B.naive_03 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-203	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.naive_03 (steady-state)	proteomic profiling by mass spectrometry	B.naive_03 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004554B.naive_03 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-204	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.naive_04 (activated)	proteomic profiling by mass spectrometry	B.naive_04 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004555B.naive_04 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-205	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.naive_04 (steady-state)	proteomic profiling by mass spectrometry	B.naive_04 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004556B.naive_04 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-206	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.plasma_01 (steady-state)	proteomic profiling by mass spectrometry	B.plasma_01 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004557B.plasma_01 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-207	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.plasma_02 (steady-state)	proteomic profiling by mass spectrometry	B.plasma_02 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004558B.plasma_02 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-208	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.plasma_03 (steady-state)	proteomic profiling by mass spectrometry	B.plasma_03 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004559B.plasma_03 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-209	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.plasma_04 (steady-state)	proteomic profiling by mass spectrometry	B.plasma_04 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004560B.plasma_04 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-210	Homo sapiens	Blood	1	Basophil	not available	not available	not available	not available	Healthy	no depletion	1	not available	Basophil_01 (steady-state)	proteomic profiling by mass spectrometry	Basophil_01 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004561Basophil_01 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-211	Homo sapiens	Blood	1	Basophil	not available	not available	not available	not available	Healthy	no depletion	1	not available	Basophil_02 (steady-state)	proteomic profiling by mass spectrometry	Basophil_02 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004562Basophil_02 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-212	Homo sapiens	Blood	1	Basophil	not available	not available	not available	not available	Healthy	no depletion	1	not available	Basophil_03 (steady-state)	proteomic profiling by mass spectrometry	Basophil_03 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004563Basophil_03 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-213	Homo sapiens	Blood	1	Basophil	not available	not available	not available	not available	Healthy	no depletion	1	not available	Basophil_04 (steady-state)	proteomic profiling by mass spectrometry	Basophil_04 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004564Basophil_04 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-214	Homo sapiens	Blood	1	Eosinophil	not available	not available	not available	not available	Healthy	no depletion	1	not available	Eosinophil_01 (steady-state)	proteomic profiling by mass spectrometry	Eosinophil_01 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004565Eosinophil_01 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-215	Homo sapiens	Blood	1	Eosinophil	not available	not available	not available	not available	Healthy	no depletion	1	not available	Eosinophil_02 (steady-state)	proteomic profiling by mass spectrometry	Eosinophil_02 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004566Eosinophil_02 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-216	Homo sapiens	Blood	1	Eosinophil	not available	not available	not available	not available	Healthy	no depletion	1	not available	Eosinophil_03 (steady-state)	proteomic profiling by mass spectrometry	Eosinophil_03 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004567Eosinophil_03 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
PXD004352-Sample-217	Homo sapiens	Blood	1	Eosinophil	not available	not available	not available	not available	Healthy	no depletion	1	not available	Eosinophil_04 (steady-state)	proteomic profiling by mass spectrometry	Eosinophil_04 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004568Eosinophil_04 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood		
