Comentarios								No lo tengo claro, no especifica que sean healthy													Duda						
source name	Organism	Organism part	Age	Developmental stage	Cell line	Cell type	Sex	Disease	Prognosis	Biological replicate	Individual	Material Type	Assay name	Technology type	Proteomics data acquisition method	Data file	File uri	Technical replicate	comment[fraction identifier]	Label	Instrument	Modification parameters	Cleavage agent details	m/z acquisition range	Precursor mass tolerance	Fragment mass tolerance]	Prognosis
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_b4_F10_1y_161111151245	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_b4_F10_1y_161111151245	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_b4_F10_1y_161111151245.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_b4_F10_1y_161111151245.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_b8_F10_pre	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_b8_F10_pre	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_b8_F10_pre.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_b8_F10_pre.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_b8_F10_pre_161025045320	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_b8_F10_pre_161025045320	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_b8_F10_pre_161025045320.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_b8_F10_pre_161025045320.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_b8_F10_pre_161111193043	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_b8_F10_pre_161111193043	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_b8_F10_pre_161111193043.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_b8_F10_pre_161111193043.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e5_F10_2y	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e5_F10_2y	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e5_F10_2y.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e5_F10_2y.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e5_F10_2y_161026161132	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e5_F10_2y_161026161132	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e5_F10_2y_161026161132.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e5_F10_2y_161026161132.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e5_F10_2y_161109012929	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e5_F10_2y_161109012929	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e5_F10_2y_161109012929.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e5_F10_2y_161109012929.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e11_F10_3m	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e11_F10_3m	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e11_F10_3m.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e11_F10_3m.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e11_F10_3m_161026223843	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e11_F10_3m_161026223843	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e11_F10_3m_161026223843.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e11_F10_3m_161026223843.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e11_F10_3m_161109074833	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e11_F10_3m_161109074833	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e11_F10_3m_161109074833.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161018_QEp2_PhGe_SA_LC12-14_Bariatric_Plate1_e11_F10_3m_161109074833.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b6_c7__F11_3m	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b6_c7__F11_3m	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b6_c7__F11_3m.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b6_c7__F11_3m.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_c3_b10__F11_post	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_c3_b10__F11_post	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_c3_b10__F11_post.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_c3_b10__F11_post.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d11_a2__F11_pre	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d11_a2__F11_pre	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d11_a2__F11_pre.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d11_a2__F11_pre.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_h1_F11_1y	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_h1_F11_1y	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_h1_F11_1y.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_h1_F11_1y.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b6_c7__F11_3m	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b6_c7__F11_3m	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b6_c7__F11_3m.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b6_c7__F11_3m.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_c3_b10__F11_post	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_c3_b10__F11_post	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_c3_b10__F11_post.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_c3_b10__F11_post.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d11_a2__F11_pre	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d11_a2__F11_pre	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d11_a2__F11_pre.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d11_a2__F11_pre.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_h1_F11_1y	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_h1_F11_1y	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_h1_F11_1y.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_h1_F11_1y.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b6_c7__F11_3m	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b6_c7__F11_3m	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b6_c7__F11_3m.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b6_c7__F11_3m.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_c3_b10__F11_post	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_c3_b10__F11_post	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_c3_b10__F11_post.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_c3_b10__F11_post.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d11_a2__F11_pre	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d11_a2__F11_pre	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d11_a2__F11_pre.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_d11_a2__F11_pre.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_h1_F11_1y	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_h1_F11_1y	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_h1_F11_1y.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_h1_F11_1y.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a8_d5__F12_2y	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a8_d5__F12_2y	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a8_d5__F12_2y.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a8_d5__F12_2y.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b11_c2__F12_pre	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b11_c2__F12_pre	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b11_c2__F12_pre.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b11_c2__F12_pre.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b12_c1__F12_3m	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b12_c1__F12_3m	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b12_c1__F12_3m.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b12_c1__F12_3m.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_e10_F12_post	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_e10_F12_post	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_e10_F12_post.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_e10_F12_post.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a8_d5__F12_2y	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a8_d5__F12_2y	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a8_d5__F12_2y.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a8_d5__F12_2y.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b11_c2__F12_pre	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b11_c2__F12_pre	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b11_c2__F12_pre.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b11_c2__F12_pre.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b12_c1__F12_3m	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b12_c1__F12_3m	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b12_c1__F12_3m.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b12_c1__F12_3m.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_e10_F12_post	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_e10_F12_post	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_e10_F12_post.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161105_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_e10_F12_post.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a8_d5__F12_2y	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a8_d5__F12_2y	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a8_d5__F12_2y.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_a8_d5__F12_2y.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b11_c2__F12_pre	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b11_c2__F12_pre	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b11_c2__F12_pre.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b11_c2__F12_pre.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b12_c1__F12_3m	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b12_c1__F12_3m	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b12_c1__F12_3m.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b12_c1__F12_3m.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_e10_F12_post	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_e10_F12_post	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_e10_F12_post.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161109_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_e10_F12_post.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b9_c4__F19_3m	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	#¡REF!	Tissue	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b9_c4__F19_3m	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b9_c4__F19_3m.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_b9_c4__F19_3m.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g1_F19_pre	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	#¡REF!	Tissue	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g1_F19_pre	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g1_F19_pre.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g1_F19_pre.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g4_F19_post	Homo sapiens	Plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	#¡REF!	Tissue	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g4_F19_post	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g4_F19_post.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009348/20161031_QEp2_PhGe_SA_LC12-14_Bariatric_Plate2_g4_F19_post.raw	1	1	NT=label free sample		"NT=Carbamidomethyl; Oxidation methionine; N-terminal modification; acetylation"	NT=Trypsin, LysC				Alive
