source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[batch]	characteristics[biological replicate]	Material Type	assay name	comment[data file]	comment[file uri]	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[instrument identifier]	comment[cleavage agent details]	comment[modification parameters].2	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[MS1 scan range]	comment[MS2 scan range]	factor value[cell line]
PXD030304-Sample 1152	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P06	881	cell	run 2539	200125_hek-qcs_000f2_00qnf_m05_s_1.wiff	200125_hek-qcs_000f2_00qnf_m05_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M05	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1153	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P06	882	cell	run 2540	200126_hek-qcs_000f2_00qmf_m03_s_1.wiff	200126_hek-qcs_000f2_00qmf_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1154	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P06	883	cell	run 2541	200127_hek-qcs_000f2_00rnu_m05_s_1.wiff	200127_hek-qcs_000f2_00rnu_m05_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M05	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1155	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P06	884	cell	run 2542	200128_hek-qcs_000f2_00rnc_m01_s_1.wiff	200128_hek-qcs_000f2_00rnc_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1156	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P06	885	cell	run 2543	200129_hek-qcs_000f2_00roc_m05_s_1.wiff	200129_hek-qcs_000f2_00roc_m05_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M05	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1157	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P06	886	cell	run 2544	200130_hek-qcs_000f2_00ron_m05_s_1.wiff	200130_hek-qcs_000f2_00ron_m05_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M05	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1158	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P06	887	cell	run 2545	200130_hek-qcs_000f2_00rp5_m01_s_1.wiff	200130_hek-qcs_000f2_00rp5_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1159	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P06	888	cell	run 2546	200131_hek-qcs_000f2_00rpg_m05_s_1.wiff	200131_hek-qcs_000f2_00rpg_m05_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M05	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1160	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P06	889	cell	run 2547	200210_hek-qcs_000f2_00ru6_m03_s_1.wiff	200210_hek-qcs_000f2_00ru6_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1161	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P06	890	cell	run 2548	200212_hek-qcs_000f2_00rua_m01_s_1.wiff	200212_hek-qcs_000f2_00rua_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1162	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	891	cell	run 2549	191008_hek-qcs_00j8w_00jec_m03_s_1.wiff	191008_hek-qcs_00j8w_00jec_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1163	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	892	cell	run 2550	191008_hek-qcs_00j8w_00jeu_m04_s_1.wiff	191008_hek-qcs_00j8w_00jeu_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1164	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	893	cell	run 2551	191008_hek-qcs_00j8w_00jfc_m01_s_1.wiff	191008_hek-qcs_00j8w_00jfc_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1165	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	894	cell	run 2552	191009_hek-qcs_00j8w_00jfv_m03_s_1.wiff	191009_hek-qcs_00j8w_00jfv_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M05	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1166	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	895	cell	run 2553	191010_hek-qcs_00j8w_00jgd_m03_s_1.wiff	191010_hek-qcs_00j8w_00jgd_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1167	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	896	cell	run 2554	191010_hek-qcs_00j8w_00jjz_m02_s_1.wiff	191010_hek-qcs_00j8w_00jjz_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1168	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	897	cell	run 2555	191011_hek-qcs_00j8w_00jgv_m03_s_1.wiff	191011_hek-qcs_00j8w_00jgv_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M05	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1169	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	898	cell	run 2556	191011_hek-qcs_00j8w_00jhv_m01_s_1.wiff	191011_hek-qcs_00j8w_00jhv_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M05	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1170	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	899	cell	run 2557	191011_hek-qcs_00j8w_00jkh_m05_s_1.wiff	191011_hek-qcs_00j8w_00jkh_m05_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M05	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1171	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	900	cell	run 2558	191012_hek-qcs_00j8w_00jhd_m03_s_1.wiff	191012_hek-qcs_00j8w_00jhd_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M05	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1172	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	901	cell	run 2559	191012_hek-qcs_00j8w_00jih_m01_s_1.wiff	191012_hek-qcs_00j8w_00jih_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M05	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1173	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	902	cell	run 2560	191012_hek-qcs_00j8w_00jkz_m05_s_1.wiff	191012_hek-qcs_00j8w_00jkz_m05_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M05	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1174	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	903	cell	run 2561	191012_hek-qcs_00j8w_00jlz_m06_s_1.wiff	191012_hek-qcs_00j8w_00jlz_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1175	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	904	cell	run 2562	191012_hek-qcs_00j8w_00jmh_m06_s_1.wiff	191012_hek-qcs_00j8w_00jmh_m06_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1176	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	905	cell	run 2563	191013_hek-qcs_00j8w_00jiz_m01_s_1.wiff	191013_hek-qcs_00j8w_00jiz_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M02	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1177	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	906	cell	run 2564	191014_hek-qcs_00j8w_00jni_m02_s_1.wiff	191014_hek-qcs_00j8w_00jni_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1178	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	907	cell	run 2565	191014_hek-qcs_00j8w_00jnp_m05_s_1.wiff	191014_hek-qcs_00j8w_00jnp_m05_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1179	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	908	cell	run 2566	191015_hek-qcs_00j8w_00jo7_m01_s_1.wiff	191015_hek-qcs_00j8w_00jo7_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1180	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	909	cell	run 2567	191015_hek-qcs_00j8w_00jop_m03_s_1.wiff	191015_hek-qcs_00j8w_00jop_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1181	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	910	cell	run 2568	191015_hek-qcs_00j8w_00k6d_m05_s_1.wiff	191015_hek-qcs_00j8w_00k6d_m05_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1182	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	911	cell	run 2569	191016_hek-qcs_00j8w_00k6v_m02_s_1.wiff	191016_hek-qcs_00j8w_00k6v_m02_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1183	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	912	cell	run 2570	191016_hek-qcs_00j8w_00k7d_m01_s_1.wiff	191016_hek-qcs_00j8w_00k7d_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1184	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	913	cell	run 2571	191016_hek-qcs_00j8w_00k7x_m03_s_1.wiff	191016_hek-qcs_00j8w_00k7x_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1185	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	914	cell	run 2572	191017_hek-qcs_00j8w_00k9p_m05_s_1.wiff	191017_hek-qcs_00j8w_00k9p_m05_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1186	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	915	cell	run 2573	191017_hek-qcs_00j8w_00ka7_m04_s_1.wiff	191017_hek-qcs_00j8w_00ka7_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1187	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	916	cell	run 2574	191017_hek-qcs_00j8w_00kap_m01_s_1.wiff	191017_hek-qcs_00j8w_00kap_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M03	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1188	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	917	cell	run 2575	191018_hek-qcs_00j8w_00kb7_m03_s_1.wiff	191018_hek-qcs_00j8w_00kb7_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1189	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	918	cell	run 2576	191018_hek-qcs_00j8w_00kdm_m04_s_1.wiff	191018_hek-qcs_00j8w_00kdm_m04_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1190	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	919	cell	run 2577	191019_hek-qcs_00j8w_00kbp_m03_s_1.wiff	191019_hek-qcs_00j8w_00kbp_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M05	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1191	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	920	cell	run 2578	191019_hek-qcs_00j8w_00kd4_m05_s_1.wiff	191019_hek-qcs_00j8w_00kd4_m05_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1192	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	921	cell	run 2579	191019_hek-qcs_00j8w_00kem_m01_s_1.wiff	191019_hek-qcs_00j8w_00kem_m01_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M01	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1193	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	922	cell	run 2580	191020_hek-qcs_00j8w_00kc7_m03_s_1.wiff	191020_hek-qcs_00j8w_00kc7_m03_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
PXD030304-Sample 1194	Homo sapiens	Kidney	not available	not available	HEK293T	not available	not available	not available	Control_HEK293T	P04	923	cell	run 2581	191020_hek-qcs_00j8w_00kcm_m05_s_1.wiff	191020_hek-qcs_00j8w_00kcm_m05_s_1.wiff	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	AC=MS:1002038;NT=label free sample	1	1	NT=TripleTOF 6600;AC=MS:1002533	M04	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	40 ppm	400m/z-1250m/z	100m/z-2000m/z	HEK293T
