Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[strain]	Characteristics[developmental stage]	Characteristics[cell line]	Characteristics[sample type]	Characteristics[cell type]	Characteristics[sex]	Characteristics[disease]	Characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[organism]
PXD031829-Sample-56	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 56	proteomic profiling by mass spectrometry	20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample11.raw	1	11	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
PXD031829-Sample-57	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 57	proteomic profiling by mass spectrometry	20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20191219_coreQEP1_AnWe_LC12-17_SA_Orbi3399Sample12.raw	1	12	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
PXD031829-Sample-58	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 58	proteomic profiling by mass spectrometry	20200211_coreQEP2_NiKr_LC12-18_SA_Orbi3438_sample01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20200211_coreQEP2_NiKr_LC12-18_SA_Orbi3438_sample01.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-59	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 59	proteomic profiling by mass spectrometry	20200211_coreQEP2_NiKr_LC12-18_SA_Orbi3438_sample02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20200211_coreQEP2_NiKr_LC12-18_SA_Orbi3438_sample02.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-60	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 60	proteomic profiling by mass spectrometry	20200211_coreQEP2_NiKr_LC12-18_SA_Orbi3438_sample03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20200211_coreQEP2_NiKr_LC12-18_SA_Orbi3438_sample03.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-61	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 61	proteomic profiling by mass spectrometry	20200211_coreQEP2_NiKr_LC12-18_SA_Orbi3438_sample04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20200211_coreQEP2_NiKr_LC12-18_SA_Orbi3438_sample04.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-62	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 62	proteomic profiling by mass spectrometry	20200211_coreQEP2_NiKr_LC12-18_SA_Orbi3438_sample05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20200211_coreQEP2_NiKr_LC12-18_SA_Orbi3438_sample05.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-63	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 63	proteomic profiling by mass spectrometry	20200211_coreQEP2_NiKr_LC12-18_SA_Orbi3438_sample06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20200211_coreQEP2_NiKr_LC12-18_SA_Orbi3438_sample06.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-64	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 64	proteomic profiling by mass spectrometry	20200323_coreQEP1_BaSt_LC12-19_QC_SA_Orbi3482_Sample1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20200323_coreQEP1_BaSt_LC12-19_QC_SA_Orbi3482_Sample1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
PXD031829-Sample-65	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 65	proteomic profiling by mass spectrometry	20200323_coreQEP1_BaSt_LC12-19_QC_SA_Orbi3482_Sample2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20200323_coreQEP1_BaSt_LC12-19_QC_SA_Orbi3482_Sample2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
PXD031829-Sample-66	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 66	proteomic profiling by mass spectrometry	20200323_coreQEP1_BaSt_LC12-19_QC_SA_Orbi3482_Sample3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20200323_coreQEP1_BaSt_LC12-19_QC_SA_Orbi3482_Sample3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
PXD031829-Sample-67	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 67	proteomic profiling by mass spectrometry	20200325_coreQEP1_BaSt_LC12-18_QC_SA_Orbi3482_Sample1_re.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20200325_coreQEP1_BaSt_LC12-18_QC_SA_Orbi3482_Sample1_re.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
PXD031829-Sample-68	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 68	proteomic profiling by mass spectrometry	20200325_coreQEP1_BaSt_LC12-18_QC_SA_Orbi3482_Sample2_re.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20200325_coreQEP1_BaSt_LC12-18_QC_SA_Orbi3482_Sample2_re.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
PXD031829-Sample-69	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 69	proteomic profiling by mass spectrometry	20200325_coreQEP1_BaSt_LC12-18_QC_SA_Orbi3482_Sample3_re.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20200325_coreQEP1_BaSt_LC12-18_QC_SA_Orbi3482_Sample3_re.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
PXD031829-Sample-70	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 70	proteomic profiling by mass spectrometry	20200325_coreQEP1_BaSt_LC12-18_QC_SA_Orbi3482_Sample4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20200325_coreQEP1_BaSt_LC12-18_QC_SA_Orbi3482_Sample4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
PXD031829-Sample-71	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 71	proteomic profiling by mass spectrometry	20200325_coreQEP1_BaSt_LC12-18_QC_SA_Orbi3482_Sample4_re.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20200325_coreQEP1_BaSt_LC12-18_QC_SA_Orbi3482_Sample4_re.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
PXD031829-Sample-72	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 72	proteomic profiling by mass spectrometry	20200325_coreQEP1_BaSt_LC12-18_QC_SA_Orbi3482_Sample5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20200325_coreQEP1_BaSt_LC12-18_QC_SA_Orbi3482_Sample5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
PXD031829-Sample-73	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 73	proteomic profiling by mass spectrometry	20200325_coreQEP1_BaSt_LC12-18_QC_SA_Orbi3482_Sample6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20200325_coreQEP1_BaSt_LC12-18_QC_SA_Orbi3482_Sample6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
PXD031829-Sample-74	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 74	proteomic profiling by mass spectrometry	20210623_coreQEP2_AnWe_LC12-17_SA_Orbi3912_Sample01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20210623_coreQEP2_AnWe_LC12-17_SA_Orbi3912_Sample01.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-75	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 75	proteomic profiling by mass spectrometry	20210623_coreQEP2_AnWe_LC12-17_SA_Orbi3912_Sample01_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20210623_coreQEP2_AnWe_LC12-17_SA_Orbi3912_Sample01_2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-76	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 76	proteomic profiling by mass spectrometry	20210623_coreQEP2_AnWe_LC12-17_SA_Orbi3912_Sample01_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20210623_coreQEP2_AnWe_LC12-17_SA_Orbi3912_Sample01_3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-77	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 77	proteomic profiling by mass spectrometry	20210623_coreQEP2_AnWe_LC12-17_SA_Orbi3912_Sample01_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20210623_coreQEP2_AnWe_LC12-17_SA_Orbi3912_Sample01_4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Homo sapiens
PXD031829-Sample-78	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 78	proteomic profiling by mass spectrometry	20210730_coreQEP1_NiKr_LC12-19_SA_Orbi3963_Sample01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20210730_coreQEP1_NiKr_LC12-19_SA_Orbi3963_Sample01.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
PXD031829-Sample-79	Mus musculus	not available	not available	not available	not available	not available	not available	not available	not available	not available	1	not available	run 79	proteomic profiling by mass spectrometry	20210730_coreQEP1_NiKr_LC12-19_SA_Orbi3963_Sample02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD031829/20210730_coreQEP1_NiKr_LC12-19_SA_Orbi3963_Sample02.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	"NT=Phospho;AC=UNIMOD:21;PP=S,T,Y;MT=Variable"	NT=Gly->Lys;AC=UNIMOD:1106;PP=K;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	28% NCE	4.5 ppm	20 ppm	Mus musculus
