source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[sex]	characteristics[cell type]	"characteristics[cell line]	"	characteristics[disease]	characteristics[biological replicate]	Material Type	technology type	assay name	comment[technical replicate]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD003028-sample-71	Homo sapiens	Saliva	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run71	1	20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated8.raw	8	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	HCD	4.5 ppm	0.5 Da	Saliva
PXD003028-sample-72	Homo sapiens	Saliva	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run72	1	20150414_QEp1_LC7_NiGr_SA_Saliva_8m.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_8m.raw	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	HCD	4.5 ppm	0.5 Da	Saliva
PXD003028-sample-73	Homo sapiens	Saliva	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run73	1	20150602_QEp3_NiGr_SA_saliva3_4_frac1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150602_QEp3_NiGr_SA_saliva3_4_frac1.raw	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	HCD	4.5 ppm	0.5 Da	Saliva
PXD003028-sample-74	Homo sapiens	Saliva	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run74	1	20150602_QEp3_NiGr_SA_saliva3_4_frac2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150602_QEp3_NiGr_SA_saliva3_4_frac2.raw	2	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	HCD	4.5 ppm	0.5 Da	Saliva
PXD003028-sample-75	Homo sapiens	Saliva	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run75	1	20150602_QEp3_NiGr_SA_saliva3_4_frac3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150602_QEp3_NiGr_SA_saliva3_4_frac3.raw	3	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	HCD	4.5 ppm	0.5 Da	Saliva
PXD003028-sample-76	Homo sapiens	Saliva	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run76	1	20150602_QEp3_NiGr_SA_saliva3_4_frac4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150602_QEp3_NiGr_SA_saliva3_4_frac4.raw	4	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	HCD	4.5 ppm	0.5 Da	Saliva
PXD003028-sample-77	Homo sapiens	Saliva	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run77	1	20150602_QEp3_NiGr_SA_saliva3_4_frac5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150602_QEp3_NiGr_SA_saliva3_4_frac5.raw	5	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	HCD	4.5 ppm	0.5 Da	Saliva
PXD003028-sample-78	Homo sapiens	Saliva	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run78	1	20150602_QEp3_NiGr_SA_saliva3_4_frac6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150602_QEp3_NiGr_SA_saliva3_4_frac6.raw	6	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	HCD	4.5 ppm	0.5 Da	Saliva
PXD003028-sample-79	Homo sapiens	Saliva	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run79	1	20150602_QEp3_NiGr_SA_saliva3_4_frac7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150602_QEp3_NiGr_SA_saliva3_4_frac7.raw	7	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	HCD	4.5 ppm	0.5 Da	Saliva
PXD003028-sample-80	Homo sapiens	Saliva	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run80	1	20150602_QEp3_NiGr_SA_saliva3_4_frac8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150602_QEp3_NiGr_SA_saliva3_4_frac8.raw	8	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	HCD	4.5 ppm	0.5 Da	Saliva
PXD003028-sample-81	Homo sapiens	Saliva	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run81	1	20141116_QEp1_LC7_PhGe_4_53_M1_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20141116_QEp1_LC7_PhGe_4_53_M1_2.raw	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	HCD	4.5 ppm	0.5 Da	Saliva
PXD003028-sample-82	Homo sapiens	Saliva	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run82	1	20141116_QEp1_LC7_PhGe_4_53_M1_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20141116_QEp1_LC7_PhGe_4_53_M1_3.raw	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	HCD	4.5 ppm	0.5 Da	Saliva
PXD003028-sample-83	Homo sapiens	Saliva	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run83	1	20141116_QEp1_LC7_PhGe_4_53_M1_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20141116_QEp1_LC7_PhGe_4_53_M1_4.raw	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	HCD	4.5 ppm	0.5 Da	Saliva
PXD003028-sample-84	Homo sapiens	Saliva	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run84	1	20141116_QEp1_LC7_PhGe_4_53_M2_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20141116_QEp1_LC7_PhGe_4_53_M2_1.raw	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	HCD	4.5 ppm	0.5 Da	Saliva
PXD003028-sample-85	Homo sapiens	Saliva	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run85	1	20141116_QEp1_LC7_PhGe_4_53_M2_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20141116_QEp1_LC7_PhGe_4_53_M2_2.raw	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	HCD	4.5 ppm	0.5 Da	Saliva
PXD003028-sample-86	Homo sapiens	Saliva	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run86	1	20141116_QEp1_LC7_PhGe_4_53_M2_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20141116_QEp1_LC7_PhGe_4_53_M2_3.raw	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	HCD	4.5 ppm	0.5 Da	Saliva
PXD003028-sample-87	Homo sapiens	Saliva	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run87	1	20150513_QEp4_NiGr_SA_workflow_rep1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150513_QEp4_NiGr_SA_workflow_rep1.raw	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	HCD	4.5 ppm	0.5 Da	Saliva
PXD003028-sample-88	Homo sapiens	Saliva	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run88	1	20150513_QEp4_NiGr_SA_workflow_rep2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150513_QEp4_NiGr_SA_workflow_rep2.raw	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	HCD	4.5 ppm	0.5 Da	Saliva
PXD003028-sample-89	Homo sapiens	Saliva	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run89	1	20150513_QEp4_NiGr_SA_workflow_rep3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150513_QEp4_NiGr_SA_workflow_rep3.raw	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	HCD	4.5 ppm	0.5 Da	Saliva
