source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[sex]	characteristics[ancestry category]	characteristics[cell type]	characteristics[disease]	characteristics[individual]	assay name	Technology Type	comment[data file]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[file uri]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD012636-Sample-6	Homo sapiens	heart	right atrium	not available	not available	6	not available	not available	heart cell	normal	not available	run 59	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_142_Right_Atrium_09.raw	NT=label free sample	9	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_142_Right_Atrium_09.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-6	Homo sapiens	heart	right atrium	not available	not available	6	not available	not available	heart cell	normal	not available	run 60	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_142_Right_Atrium_10.raw	NT=label free sample	10	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_142_Right_Atrium_10.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-7	Homo sapiens	heart	left atrium	not available	not available	7	not available	not available	heart cell	normal	not available	run 61	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Atrium_01.raw	NT=label free sample	1	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Atrium_01.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-7	Homo sapiens	heart	left atrium	not available	not available	7	not available	not available	heart cell	normal	not available	run 62	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Atrium_02.raw	NT=label free sample	2	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Atrium_02.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-7	Homo sapiens	heart	left atrium	not available	not available	7	not available	not available	heart cell	normal	not available	run 63	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Atrium_03.raw	NT=label free sample	3	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Atrium_03.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-7	Homo sapiens	heart	left atrium	not available	not available	7	not available	not available	heart cell	normal	not available	run 64	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Atrium_04.raw	NT=label free sample	4	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Atrium_04.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-7	Homo sapiens	heart	left atrium	not available	not available	7	not available	not available	heart cell	normal	not available	run 65	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Atrium_05.raw	NT=label free sample	5	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Atrium_05.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-7	Homo sapiens	heart	left atrium	not available	not available	7	not available	not available	heart cell	normal	not available	run 66	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Atrium_06.raw	NT=label free sample	6	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Atrium_06.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-7	Homo sapiens	heart	left atrium	not available	not available	7	not available	not available	heart cell	normal	not available	run 67	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Atrium_07.raw	NT=label free sample	7	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Atrium_07.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-7	Homo sapiens	heart	left atrium	not available	not available	7	not available	not available	heart cell	normal	not available	run 68	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Atrium_08.raw	NT=label free sample	8	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Atrium_08.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-7	Homo sapiens	heart	left atrium	not available	not available	7	not available	not available	heart cell	normal	not available	run 69	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Atrium_09.raw	NT=label free sample	9	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Atrium_09.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-7	Homo sapiens	heart	left atrium	not available	not available	7	not available	not available	heart cell	normal	not available	run 70	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Atrium_10.raw	NT=label free sample	10	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Atrium_10.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-8	Homo sapiens	heart	left ventricle	not available	not available	8	not available	not available	heart cell	normal	not available	run 71	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Ventricle_01.raw	NT=label free sample	1	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Ventricle_01.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-8	Homo sapiens	heart	left ventricle	not available	not available	8	not available	not available	heart cell	normal	not available	run 72	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Ventricle_02.raw	NT=label free sample	2	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Ventricle_02.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-8	Homo sapiens	heart	left ventricle	not available	not available	8	not available	not available	heart cell	normal	not available	run 73	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Ventricle_03.raw	NT=label free sample	3	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Ventricle_03.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-8	Homo sapiens	heart	left ventricle	not available	not available	8	not available	not available	heart cell	normal	not available	run 74	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Ventricle_04.raw	NT=label free sample	4	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Ventricle_04.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-8	Homo sapiens	heart	left ventricle	not available	not available	8	not available	not available	heart cell	normal	not available	run 75	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Ventricle_05.raw	NT=label free sample	5	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Ventricle_05.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-8	Homo sapiens	heart	left ventricle	not available	not available	8	not available	not available	heart cell	normal	not available	run 76	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Ventricle_06.raw	NT=label free sample	6	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Ventricle_06.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-8	Homo sapiens	heart	left ventricle	not available	not available	8	not available	not available	heart cell	normal	not available	run 77	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Ventricle_07.raw	NT=label free sample	7	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Ventricle_07.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-8	Homo sapiens	heart	left ventricle	not available	not available	8	not available	not available	heart cell	normal	not available	run 78	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Ventricle_08.raw	NT=label free sample	8	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Ventricle_08.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-8	Homo sapiens	heart	left ventricle	not available	not available	8	not available	not available	heart cell	normal	not available	run 79	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Ventricle_09.raw	NT=label free sample	9	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Ventricle_09.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-8	Homo sapiens	heart	left ventricle	not available	not available	8	not available	not available	heart cell	normal	not available	run 80	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Ventricle_10.raw	NT=label free sample	10	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Left_Ventricle_10.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-9	Homo sapiens	heart	right atrium	not available	not available	9	not available	not available	heart cell	normal	not available	run 81	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Right_Atrium_01.raw	NT=label free sample	1	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Right_Atrium_01.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-9	Homo sapiens	heart	right atrium	not available	not available	9	not available	not available	heart cell	normal	not available	run 82	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Right_Atrium_02.raw	NT=label free sample	2	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Right_Atrium_02.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-9	Homo sapiens	heart	right atrium	not available	not available	9	not available	not available	heart cell	normal	not available	run 83	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Right_Atrium_03.raw	NT=label free sample	3	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Right_Atrium_03.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-9	Homo sapiens	heart	right atrium	not available	not available	9	not available	not available	heart cell	normal	not available	run 84	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Right_Atrium_04.raw	NT=label free sample	4	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Right_Atrium_04.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-9	Homo sapiens	heart	right atrium	not available	not available	9	not available	not available	heart cell	normal	not available	run 85	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Right_Atrium_05.raw	NT=label free sample	5	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Right_Atrium_05.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-9	Homo sapiens	heart	right atrium	not available	not available	9	not available	not available	heart cell	normal	not available	run 86	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Right_Atrium_06.raw	NT=label free sample	6	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Right_Atrium_06.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
PXD012636-Sample-9	Homo sapiens	heart	right atrium	not available	not available	9	not available	not available	heart cell	normal	not available	run 87	proteomic profiling by mass spectrometry	20151127_QE3_UPLC8_NL_Human_Heart_146_Right_Atrium_07.raw	NT=label free sample	7	1	NT=Q Exactive;AC=MS:1001911	http://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20151127_QE3_UPLC8_NL_Human_Heart_146_Right_Atrium_07.raw	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	30 ppm	0.05 Da	heart
