source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	characteristics[biological replicate]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[MS2 mass analyzer]	comment[instrument]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[dissociation method]	comment[proteomics data acquisition method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD037340-Sample-19	Homo sapiens	blood plasma	19	not applicable	not available	not available	not available	not available	Normal	non depleted	19	not applicable	20220509_EXPL2_Evo7_OOE_DIA11min_PAC-M_pool_0500uL_a_004	proteomic profiling by mass spectrometer	20220509_EXPL2_Evo7_OOE_DIA11min_PAC-M_pool_0500uL_a_004.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220509_EXPL2_Evo7_OOE_DIA11min_PAC-M_pool_0500uL_a_004	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-19	Homo sapiens	blood plasma	19	not applicable	not available	not available	not available	not available	Normal	non depleted	19	not applicable	20220509_EXPL2_Evo7_OOE_DIA11min_PAC-M_pool_0500uL_b_015	proteomic profiling by mass spectrometer	20220509_EXPL2_Evo7_OOE_DIA11min_PAC-M_pool_0500uL_b_015.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220509_EXPL2_Evo7_OOE_DIA11min_PAC-M_pool_0500uL_b_015	1	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-19	Homo sapiens	blood plasma	19	not applicable	not available	not available	not available	not available	Normal	non depleted	19	not applicable	20220509_EXPL2_Evo7_OOE_DIA11min_PAC-M_pool_0500uL_c_026	proteomic profiling by mass spectrometer	20220509_EXPL2_Evo7_OOE_DIA11min_PAC-M_pool_0500uL_c_026.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220509_EXPL2_Evo7_OOE_DIA11min_PAC-M_pool_0500uL_c_026	1	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-20	Homo sapiens	blood plasma	20	not applicable	not available	not available	not available	not available	Normal	non depleted	20	not applicable	20220509_EXPL2_Evo7_OOE_DIA21min_PAC-M_pool_0500uL_a_006	proteomic profiling by mass spectrometer	20220509_EXPL2_Evo7_OOE_DIA21min_PAC-M_pool_0500uL_a_006.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220509_EXPL2_Evo7_OOE_DIA21min_PAC-M_pool_0500uL_a_006	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-20	Homo sapiens	blood plasma	20	not applicable	not available	not available	not available	not available	Normal	non depleted	20	not applicable	20220509_EXPL2_Evo7_OOE_DIA21min_PAC-M_pool_0500uL_b_017	proteomic profiling by mass spectrometer	20220509_EXPL2_Evo7_OOE_DIA21min_PAC-M_pool_0500uL_b_017.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220509_EXPL2_Evo7_OOE_DIA21min_PAC-M_pool_0500uL_b_017	1	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-20	Homo sapiens	blood plasma	20	not applicable	not available	not available	not available	not available	Normal	non depleted	20	not applicable	20220509_EXPL2_Evo7_OOE_DIA21min_PAC-M_pool_0500uL_c_028	proteomic profiling by mass spectrometer	20220509_EXPL2_Evo7_OOE_DIA21min_PAC-M_pool_0500uL_c_028.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220509_EXPL2_Evo7_OOE_DIA21min_PAC-M_pool_0500uL_c_028	1	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-21	Homo sapiens	blood plasma	21	not applicable	not available	not available	not available	not available	Normal	non depleted	21	not applicable	20220509_EXPL2_Evo7_OOE_DIA42min_PAC-M_pool_0500uL_a_008	proteomic profiling by mass spectrometer	20220509_EXPL2_Evo7_OOE_DIA42min_PAC-M_pool_0500uL_a_008.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220509_EXPL2_Evo7_OOE_DIA42min_PAC-M_pool_0500uL_a_008	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-21	Homo sapiens	blood plasma	21	not applicable	not available	not available	not available	not available	Normal	non depleted	21	not applicable	20220509_EXPL2_Evo7_OOE_DIA42min_PAC-M_pool_0500uL_b_019	proteomic profiling by mass spectrometer	20220509_EXPL2_Evo7_OOE_DIA42min_PAC-M_pool_0500uL_b_019.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220509_EXPL2_Evo7_OOE_DIA42min_PAC-M_pool_0500uL_b_019	1	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-21	Homo sapiens	blood plasma	21	not applicable	not available	not available	not available	not available	Normal	non depleted	21	not applicable	20220509_EXPL2_Evo7_OOE_DIA42min_PAC-M_pool_0500uL_c_030	proteomic profiling by mass spectrometer	20220509_EXPL2_Evo7_OOE_DIA42min_PAC-M_pool_0500uL_c_030.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220509_EXPL2_Evo7_OOE_DIA42min_PAC-M_pool_0500uL_c_030	1	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-22	Homo sapiens	blood plasma	22	not applicable	not available	not available	not available	not available	Normal	non depleted	22	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_0250uL_a_001	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_0250uL_a_001.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_0250uL_a_001	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-22	Homo sapiens	blood plasma	22	not applicable	not available	not available	not available	not available	Normal	non depleted	22	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_0250uL_b_017	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_0250uL_b_017.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_0250uL_b_017	1	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-22	Homo sapiens	blood plasma	22	not applicable	not available	not available	not available	not available	Normal	non depleted	22	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_0250uL_c_033	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_0250uL_c_033.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_0250uL_c_033	1	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-23	Homo sapiens	blood plasma	23	not applicable	not available	not available	not available	not available	Normal	non depleted	23	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_0250uL_a_006	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_0250uL_a_006.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_0250uL_a_006	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-23	Homo sapiens	blood plasma	23	not applicable	not available	not available	not available	not available	Normal	non depleted	23	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_0250uL_b_022	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_0250uL_b_022.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_0250uL_b_022	1	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-23	Homo sapiens	blood plasma	23	not applicable	not available	not available	not available	not available	Normal	non depleted	23	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_0250uL_c_038	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_0250uL_c_038.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_0250uL_c_038	1	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-24	Homo sapiens	blood plasma	24	not applicable	not available	not available	not available	not available	Normal	non depleted	24	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_0250uL_a_011	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_0250uL_a_011.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_0250uL_a_011	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-24	Homo sapiens	blood plasma	24	not applicable	not available	not available	not available	not available	Normal	non depleted	24	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_0250uL_b_027	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_0250uL_b_027.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_0250uL_b_027	1	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-24	Homo sapiens	blood plasma	24	not applicable	not available	not available	not available	not available	Normal	non depleted	24	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_0250uL_c_043	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_0250uL_c_043.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_0250uL_c_043	1	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-25	Homo sapiens	blood plasma	25	not applicable	not available	not available	not available	not available	Normal	non depleted	25	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_0500uL_a_003	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_0500uL_a_003.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_0500uL_a_003	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-25	Homo sapiens	blood plasma	25	not applicable	not available	not available	not available	not available	Normal	non depleted	25	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_0500uL_b_019	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_0500uL_b_019.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_0500uL_b_019	1	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-25	Homo sapiens	blood plasma	25	not applicable	not available	not available	not available	not available	Normal	non depleted	25	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_0500uL_c_035	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_0500uL_c_035.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_01_0500uL_c_035	1	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-26	Homo sapiens	blood plasma	26	not applicable	not available	not available	not available	not available	Normal	non depleted	26	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_0500uL_a_008	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_0500uL_a_008.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_0500uL_a_008	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-26	Homo sapiens	blood plasma	26	not applicable	not available	not available	not available	not available	Normal	non depleted	26	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_0500uL_b_024	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_0500uL_b_024.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_0500uL_b_024	1	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-26	Homo sapiens	blood plasma	26	not applicable	not available	not available	not available	not available	Normal	non depleted	26	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_0500uL_c_040	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_0500uL_c_040.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_02_0500uL_c_040	1	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-27	Homo sapiens	blood plasma	27	not applicable	not available	not available	not available	not available	Normal	non depleted	27	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_0500uL_b_029	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_0500uL_b_029.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_0500uL_b_029	1	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-27	Homo sapiens	blood plasma	27	not applicable	not available	not available	not available	not available	Normal	non depleted	27	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_0500uL_c_045	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_0500uL_c_045.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_0500uL_c_045	1	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
PXD037340-Sample-27	Homo sapiens	blood plasma	27	not applicable	not available	not available	not available	not available	Normal	non depleted	27	not applicable	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_0500uL_d_061	proteomic profiling by mass spectrometer	20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_0500uL_d_061.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD037340/20220507_EXPL2_Evo7_OOE_DIA21min_PAC_M_03_0500uL_d_061	1	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251	MS:1003094; NT=Orbitrap Exploris 240	MS:1003094; NT=Orbitrap Exploris 240	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	NT=Data-Independent Acquisition;AC=PRIDE:0000450	27 NCE	20 ppm	0.02 Da	blood plasma
