source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[sampling time]	characteristics[individual]	characteristics[anticoagulant]	characteristics[biological replicate]	assay name	Technology Type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD030225-Sample-5	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	1h	donor 2	EDTA	5	run 192	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_90ACN_20200228_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_90ACN_20200228_OT.raw	18	TMT128C	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-6	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	1h	donor 2	EDTA	6	run 193	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_90ACN_20200228_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_90ACN_20200228_OT.raw	18	TMT129N	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-7	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	1h	donor 3	Heparin	7	run 194	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_90ACN_20200228_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_90ACN_20200228_OT.raw	18	TMT129C	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-8	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	1h	donor 3	Heparin	8	run 195	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_90ACN_20200228_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_90ACN_20200228_OT.raw	18	TMT130C	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-9	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	1h	donor 3	Heparin	9	run 196	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_90ACN_20200228_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_90ACN_20200228_OT.raw	18	TMT130N	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-10	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	1h	pool	no applicable	10	run 197	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_90ACN_20200228_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_90ACN_20200228_OT.raw	18	TMT131C	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-11	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	1h	pool	no applicable	11	run 198	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_90ACN_20200228_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp1_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_90ACN_20200228_OT.raw	18	TMT131N	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-12	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	24h	donor 1	NaCit+ACD	12	run 199	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_14ACN_20200302_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_14ACN_20200302_OT.raw	1	TMT126	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-13	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	24h	donor 1	NaCit+ACD	13	run 200	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_14ACN_20200302_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_14ACN_20200302_OT.raw	1	TMT127N	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-14	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	24h	donor 1	NaCit+ACD	14	run 201	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_14ACN_20200302_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_14ACN_20200302_OT.raw	1	TMT127C	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-15	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	24h	donor 2	EDTA	15	run 202	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_14ACN_20200302_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_14ACN_20200302_OT.raw	1	TMT128N	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-16	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	24h	donor 2	EDTA	16	run 203	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_14ACN_20200302_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_14ACN_20200302_OT.raw	1	TMT128C	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-17	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	24h	donor 2	EDTA	17	run 204	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_14ACN_20200302_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_14ACN_20200302_OT.raw	1	TMT129N	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-18	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	24h	donor 3	Heparin	18	run 205	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_14ACN_20200302_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_14ACN_20200302_OT.raw	1	TMT129C	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-19	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	24h	donor 3	Heparin	19	run 206	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_14ACN_20200302_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_14ACN_20200302_OT.raw	1	TMT130C	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-20	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	24h	donor 3	Heparin	20	run 207	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_14ACN_20200302_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_14ACN_20200302_OT.raw	1	TMT130N	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-21	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	24h	pool	no applicable	21	run 208	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_14ACN_20200302_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_14ACN_20200302_OT.raw	1	TMT131C	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-22	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	24h	pool	no applicable	22	run 209	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_14ACN_20200302_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_14ACN_20200302_OT.raw	1	TMT131N	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-12	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	24h	donor 1	NaCit+ACD	12	run 210	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_17ACN_20200302_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_17ACN_20200302_OT.raw	2	TMT126	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-13	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	24h	donor 1	NaCit+ACD	13	run 211	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_17ACN_20200302_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_17ACN_20200302_OT.raw	2	TMT127N	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-14	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	24h	donor 1	NaCit+ACD	14	run 212	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_17ACN_20200302_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_17ACN_20200302_OT.raw	2	TMT127C	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-15	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	24h	donor 2	EDTA	15	run 213	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_17ACN_20200302_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_17ACN_20200302_OT.raw	2	TMT128N	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-16	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	24h	donor 2	EDTA	16	run 214	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_17ACN_20200302_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_17ACN_20200302_OT.raw	2	TMT128C	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-17	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	24h	donor 2	EDTA	17	run 215	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_17ACN_20200302_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_17ACN_20200302_OT.raw	2	TMT129N	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-18	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	24h	donor 3	Heparin	18	run 216	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_17ACN_20200302_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_17ACN_20200302_OT.raw	2	TMT129C	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-19	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	24h	donor 3	Heparin	19	run 217	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_17ACN_20200302_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_17ACN_20200302_OT.raw	2	TMT130C	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
PXD030225-Sample-20	Homo Sapiens	platelet	platelet	not available	30Y-40Y	not available	not available	normal	24h	donor 3	Heparin	20	run 218	proteomic profiling by mass spectrometer	HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_17ACN_20200302_OT.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD030225/HOWA-846_HumanPlatelets_TMTExp2_2DRPRP_3pt1parameters_50ug_PSRtrap_PGcolumn_25cm_120min_17ACN_20200302_OT.raw	2	TMT130N	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion;AC=MS:1002416	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=HCD;AC=PRIDE:0000590	40 ppm	0.5 Da	platelet
