source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[developmental stage]	characteristics[disease]	characteristics[ancestry category]	characteristics[sex]	characteristics[age]	characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 864	proteomic profiling by mass spectrometry	00782_G06_P006173_B0W_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_G06_P006173_B0W_A00_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 865	proteomic profiling by mass spectrometry	00782_H06_P006173_B0X_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_H06_P006173_B0X_A00_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 866	proteomic profiling by mass spectrometry	00782_F06_P006173_B0V_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_F06_P006173_B0V_A00_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 867	proteomic profiling by mass spectrometry	00782_E06_P006173_B0U_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_E06_P006173_B0U_A00_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 868	proteomic profiling by mass spectrometry	00782_D06_P006173_B0T_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_D06_P006173_B0T_A00_R1.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 869	proteomic profiling by mass spectrometry	00782_C06_P006173_B0S_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_C06_P006173_B0S_A00_R1.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 870	proteomic profiling by mass spectrometry	00782_B06_P006173_B0R_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_B06_P006173_B0R_A00_R1.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 871	proteomic profiling by mass spectrometry	00782_A06_P006173_B0Q_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_A06_P006173_B0Q_A00_R1.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 872	proteomic profiling by mass spectrometry	00782_H05_P006173_B0P_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_H05_P006173_B0P_A00_R1.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 873	proteomic profiling by mass spectrometry	00782_G05_P006173_B0O_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_G05_P006173_B0O_A00_R1.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 874	proteomic profiling by mass spectrometry	00782_F05_P006173_B0N_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_F05_P006173_B0N_A00_R1.raw	1	11	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 875	proteomic profiling by mass spectrometry	00782_E05_P006173_B0M_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_E05_P006173_B0M_A00_R1.raw	1	12	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 876	proteomic profiling by mass spectrometry	00782_D05_P006173_B0L_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_D05_P006173_B0L_A00_R1.raw	1	13	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 877	proteomic profiling by mass spectrometry	00782_C05_P006173_B0K_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_C05_P006173_B0K_A00_R1.raw	1	14	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 878	proteomic profiling by mass spectrometry	00782_B05_P006173_B0J_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_B05_P006173_B0J_A00_R1.raw	1	15	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 879	proteomic profiling by mass spectrometry	00782_A05_P006173_B0I_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_A05_P006173_B0I_A00_R1.raw	1	16	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 880	proteomic profiling by mass spectrometry	00782_H04_P006173_B0H_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_H04_P006173_B0H_A00_R1.raw	1	17	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 881	proteomic profiling by mass spectrometry	00782_G04_P006173_B0G_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_G04_P006173_B0G_A00_R1.raw	1	18	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 882	proteomic profiling by mass spectrometry	00782_F04_P006173_B0F_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_F04_P006173_B0F_A00_R1.raw	1	19	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 883	proteomic profiling by mass spectrometry	00782_E04_P006173_B0E_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_E04_P006173_B0E_A00_R1.raw	1	20	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 884	proteomic profiling by mass spectrometry	00782_D04_P006173_B0D_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_D04_P006173_B0D_A00_R1.raw	1	21	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 885	proteomic profiling by mass spectrometry	00782_C04_P006173_B0C_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_C04_P006173_B0C_A00_R1.raw	1	22	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 886	proteomic profiling by mass spectrometry	00782_B04_P006173_B0B_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_B04_P006173_B0B_A00_R1.raw	1	23	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-39	Homo sapiens	liver	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 887	proteomic profiling by mass spectrometry	00782_A04_P006173_B0A_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_A04_P006173_B0A_A00_R1.raw	1	24	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=HCD;AC=PRIDE:0000590	30% NCE	20 ppm	0.05 Da	liver
PXD000865-Sample-40	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 888	proteomic profiling by mass spectrometry	00782_F08_P006174_B0N_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_F08_P006174_B0N_A00_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=CID;AC=PRIDE:0000591	35% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-40	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 889	proteomic profiling by mass spectrometry	00782_G09_P006174_B0W_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_G09_P006174_B0W_A00_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=CID;AC=PRIDE:0000591	35% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-40	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 890	proteomic profiling by mass spectrometry	00782_F09_P006174_B0V_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_F09_P006174_B0V_A00_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=CID;AC=PRIDE:0000591	35% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-40	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 891	proteomic profiling by mass spectrometry	00782_E09_P006174_B0U_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_E09_P006174_B0U_A00_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=CID;AC=PRIDE:0000591	35% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-40	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 892	proteomic profiling by mass spectrometry	00782_D09_P006174_B0T_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_D09_P006174_B0T_A00_R1.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=CID;AC=PRIDE:0000591	35% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-40	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 893	proteomic profiling by mass spectrometry	00782_C09_P006174_B0S_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_C09_P006174_B0S_A00_R1.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=CID;AC=PRIDE:0000591	35% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-40	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 894	proteomic profiling by mass spectrometry	00782_B09_P006174_B0R_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_B09_P006174_B0R_A00_R1.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=CID;AC=PRIDE:0000591	35% NCE	20 ppm	0.05 Da	ovary
PXD000865-Sample-40	Homo sapiens	ovary	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 895	proteomic profiling by mass spectrometry	00782_A09_P006174_B0Q_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_A09_P006174_B0Q_A00_R1.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=CID;AC=PRIDE:0000591	35% NCE	20 ppm	0.05 Da	ovary
