source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	comment[biological replicate]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[MS2 mass analyzer]	comment[instrument]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	value[organism part]
PXD004352-Sample-43	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_PIC_03	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_PIC_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_PIC_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-43	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_PIC_04	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_PIC_04.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_PIC_04.raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-43	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_PIC_05	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_PIC_05.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_PIC_05.raw	1	no applicable	AC=MS:1002038;NT=label free sample	5	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-44	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_R848_01	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_R848_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_R848_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-44	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_R848_02	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_R848_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_R848_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-44	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_R848_03	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_R848_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_R848_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-44	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_R848_04	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_R848_04.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_R848_04.raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-44	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_R848_05	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_R848_05.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_R848_05.raw	1	no applicable	AC=MS:1002038;NT=label free sample	5	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-44	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_R848_06	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_R848_06.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_R848_06.raw	1	no applicable	AC=MS:1002038;NT=label free sample	6	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-45	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_01	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-45	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_02	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-45	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_03	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-45	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_04	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_04.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_04.raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-45	Homo sapiens	Blood	1	monocyte	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_05	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_05.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_05.raw	1	no applicable	AC=MS:1002038;NT=label free sample	5	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-46	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.memory_01 (activated)	proteomic profiling by mass spectrometry	B.memory_01 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/B.memory_01 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-47	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.memory_01 (steady-state)	proteomic profiling by mass spectrometry	B.memory_01 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/B.memory_01 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-46	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.memory_02 (activated)	proteomic profiling by mass spectrometry	B.memory_02 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/B.memory_02 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-47	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.memory_02 (steady-state)	proteomic profiling by mass spectrometry	B.memory_02 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/B.memory_02 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-46	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.memory_03 (activated)	proteomic profiling by mass spectrometry	B.memory_03 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/B.memory_03 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-47	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.memory_03 (steady-state)	proteomic profiling by mass spectrometry	B.memory_03 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/B.memory_03 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-46	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.memory_04 (activated)	proteomic profiling by mass spectrometry	B.memory_04 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/B.memory_04 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-47	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.memory_04 (steady-state)	proteomic profiling by mass spectrometry	B.memory_04 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/B.memory_04 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-48	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.naive_01 (activated)	proteomic profiling by mass spectrometry	B.naive_01 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/B.naive_01 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-49	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.naive_01 (steady-state)	proteomic profiling by mass spectrometry	B.naive_01 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/B.naive_01 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-48	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.naive_02 (activated)	proteomic profiling by mass spectrometry	B.naive_02 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/B.naive_02 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-49	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.naive_02 (steady-state)	proteomic profiling by mass spectrometry	B.naive_02 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/B.naive_02 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-48	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.naive_03 (activated)	proteomic profiling by mass spectrometry	B.naive_03 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/B.naive_03 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-49	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.naive_03 (steady-state)	proteomic profiling by mass spectrometry	B.naive_03 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/B.naive_03 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-48	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.naive_04 (activated)	proteomic profiling by mass spectrometry	B.naive_04 (activated).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/B.naive_04 (activated).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-49	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.naive_04 (steady-state)	proteomic profiling by mass spectrometry	B.naive_04 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/B.naive_04 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-50	Homo sapiens	Blood	1	B cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	B.plasma_01 (steady-state)	proteomic profiling by mass spectrometry	B.plasma_01 (steady-state).raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/B.plasma_01 (steady-state).raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
