source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[ghost]	characteristics[individual]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	characteristics[biological replicate]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[instrument]	comment[MS2 mass analyzer]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD009258-Sample-52	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	3	not applicable	no available	no available	not applicable	normal	no depletion	3	DVPTPaMA170619_HD3_P3_SCX2_F21634	proteomic profiling by mass spectrometry	DVPTPaMA170619_HD3_P3_SCX2_F21634.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170619_HD3_P3_SCX2_F21634.raw	2	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-53	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	3	not applicable	no available	no available	not applicable	normal	no depletion	3	DVPTPaMA170619_HD3_P3_SCX3_F21635	proteomic profiling by mass spectrometry	DVPTPaMA170619_HD3_P3_SCX3_F21635.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170619_HD3_P3_SCX3_F21635.raw	3	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-54	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	3	not applicable	no available	no available	not applicable	normal	no depletion	3	DVPTPaMA170619_HD3_P3_SCX4_F21636	proteomic profiling by mass spectrometry	DVPTPaMA170619_HD3_P3_SCX4_F21636.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170619_HD3_P3_SCX4_F21636.raw	4	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-55	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	3	not applicable	no available	no available	not applicable	normal	no depletion	3	DVPTPaMA170619_HD3_P3_SCX5_F21637	proteomic profiling by mass spectrometry	DVPTPaMA170619_HD3_P3_SCX5_F21637.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170619_HD3_P3_SCX5_F21637.raw	5	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-56	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	3	not applicable	no available	no available	not applicable	normal	no depletion	3	DVPTPaMA170619_HD3_Retic_SCX1_F21645	proteomic profiling by mass spectrometry	DVPTPaMA170619_HD3_Retic_SCX1_F21645.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170619_HD3_Retic_SCX1_F21645.raw	1	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-57	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	3	not applicable	no available	no available	not applicable	normal	no depletion	3	DVPTPaMA170619_HD3_Retic_SCX2_F21646	proteomic profiling by mass spectrometry	DVPTPaMA170619_HD3_Retic_SCX2_F21646.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170619_HD3_Retic_SCX2_F21646.raw	2	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-58	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	3	not applicable	no available	no available	not applicable	normal	no depletion	3	DVPTPaMA170619_HD3_Retic_SCX3_F21647	proteomic profiling by mass spectrometry	DVPTPaMA170619_HD3_Retic_SCX3_F21647.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170619_HD3_Retic_SCX3_F21647.raw	3	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-59	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	3	not applicable	no available	no available	not applicable	normal	no depletion	3	DVPTPaMA170619_HD3_Retic_SCX4_F21648	proteomic profiling by mass spectrometry	DVPTPaMA170619_HD3_Retic_SCX4_F21648.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170619_HD3_Retic_SCX4_F21648.raw	4	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-60	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	3	not applicable	no available	no available	not applicable	normal	no depletion	3	DVPTPaMA170619_HD3_Retic_SCX5_F21649	proteomic profiling by mass spectrometry	DVPTPaMA170619_HD3_Retic_SCX5_F21649.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170619_HD3_Retic_SCX5_F21649.raw	5	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-61	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	4	not applicable	no available	no available	not applicable	normal	no depletion	4	DVPTPaMA170911_HD4_Er_SCX1_F23184	proteomic profiling by mass spectrometry	DVPTPaMA170911_HD4_Er_SCX1_F23184.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170911_HD4_Er_SCX1_F23184.raw	1	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-62	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	4	not applicable	no available	no available	not applicable	normal	no depletion	4	DVPTPaMA170911_HD4_Er_SCX2_F23185	proteomic profiling by mass spectrometry	DVPTPaMA170911_HD4_Er_SCX2_F23185.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170911_HD4_Er_SCX2_F23185.raw	2	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-63	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	4	not applicable	no available	no available	not applicable	normal	no depletion	4	DVPTPaMA170911_HD4_Er_SCX3_F23186	proteomic profiling by mass spectrometry	DVPTPaMA170911_HD4_Er_SCX3_F23186.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170911_HD4_Er_SCX3_F23186.raw	3	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-64	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	4	not applicable	no available	no available	not applicable	normal	no depletion	4	DVPTPaMA170911_HD4_Er_SCX4_F23187	proteomic profiling by mass spectrometry	DVPTPaMA170911_HD4_Er_SCX4_F23187.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170911_HD4_Er_SCX4_F23187.raw	4	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-65	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	4	not applicable	no available	no available	not applicable	normal	no depletion	4	DVPTPaMA170911_HD4_Er_SCX5_F23188	proteomic profiling by mass spectrometry	DVPTPaMA170911_HD4_Er_SCX5_F23188.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170911_HD4_Er_SCX5_F23188.raw	5	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-66	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	4	not applicable	no available	no available	not applicable	normal	no depletion	4	DVPTPaMA170911_HD4_P3_SCX1_F23190	proteomic profiling by mass spectrometry	DVPTPaMA170911_HD4_P3_SCX1_F23190.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170911_HD4_P3_SCX1_F23190.raw	1	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-67	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	4	not applicable	no available	no available	not applicable	normal	no depletion	4	DVPTPaMA170911_HD4_P3_SCX2_F23191	proteomic profiling by mass spectrometry	DVPTPaMA170911_HD4_P3_SCX2_F23191.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170911_HD4_P3_SCX2_F23191.raw	2	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-68	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	4	not applicable	no available	no available	not applicable	normal	no depletion	4	DVPTPaMA170911_HD4_P3_SCX3_F23192	proteomic profiling by mass spectrometry	DVPTPaMA170911_HD4_P3_SCX3_F23192.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170911_HD4_P3_SCX3_F23192.raw	3	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-69	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	4	not applicable	no available	no available	not applicable	normal	no depletion	4	DVPTPaMA170911_HD4_P3_SCX4_F23193	proteomic profiling by mass spectrometry	DVPTPaMA170911_HD4_P3_SCX4_F23193.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170911_HD4_P3_SCX4_F23193.raw	4	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-70	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	4	not applicable	no available	no available	not applicable	normal	no depletion	4	DVPTPaMA170911_HD4_P3_SCX5_F23194	proteomic profiling by mass spectrometry	DVPTPaMA170911_HD4_P3_SCX5_F23194.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170911_HD4_P3_SCX5_F23194.raw	5	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-71	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	4	not applicable	no available	no available	not applicable	normal	no depletion	4	DVPTPaMA170911_HD4_P3_ghosts_SCX1_F23172	proteomic profiling by mass spectrometry	DVPTPaMA170911_HD4_P3_ghosts_SCX1_F23172.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170911_HD4_P3_ghosts_SCX1_F23172.raw	1	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-72	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	4	not applicable	no available	no available	not applicable	normal	no depletion	4	DVPTPaMA170911_HD4_P3_ghosts_SCX2_F23173	proteomic profiling by mass spectrometry	DVPTPaMA170911_HD4_P3_ghosts_SCX2_F23173.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170911_HD4_P3_ghosts_SCX2_F23173.raw	2	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-73	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	4	not applicable	no available	no available	not applicable	normal	no depletion	4	DVPTPaMA170911_HD4_P3_ghosts_SCX3_F23174	proteomic profiling by mass spectrometry	DVPTPaMA170911_HD4_P3_ghosts_SCX3_F23174.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170911_HD4_P3_ghosts_SCX3_F23174.raw	3	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-74	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	4	not applicable	no available	no available	not applicable	normal	no depletion	4	DVPTPaMA170911_HD4_P3_ghosts_SCX4_F23175	proteomic profiling by mass spectrometry	DVPTPaMA170911_HD4_P3_ghosts_SCX4_F23175.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170911_HD4_P3_ghosts_SCX4_F23175.raw	4	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-75	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	ghost	4	not applicable	no available	no available	not applicable	normal	no depletion	4	DVPTPaMA170911_HD4_P3_ghosts_SCX5_F23176_171014185724	proteomic profiling by mass spectrometry	DVPTPaMA170911_HD4_P3_ghosts_SCX5_F23176_171014185724.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170911_HD4_P3_ghosts_SCX5_F23176_171014185724.raw	5	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-76	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	4	not applicable	no available	no available	not applicable	normal	no depletion	4	DVPTPaMA170911_HD4_Retic_SCX1_F23178	proteomic profiling by mass spectrometry	DVPTPaMA170911_HD4_Retic_SCX1_F23178.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170911_HD4_Retic_SCX1_F23178.raw	1	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
PXD009258-Sample-77	Homo sapiens	blood	AC=CL:0000232; NT=erythrocyte	not applicable	4	not applicable	no available	no available	not applicable	normal	no depletion	4	DVPTPaMA170911_HD4_Retic_SCX2_F23179	proteomic profiling by mass spectrometry	DVPTPaMA170911_HD4_Retic_SCX2_F23179.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD009258/DVPTPaMA170911_HD4_Retic_SCX2_F23179.raw	2	AC=PRIDE:0000561; NT=Strong cation-exchange chromatography (SCX)	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002416; NT=Orbitrap Fusion	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	not available	not available	AC=CL:0000232; NT=erythrocyte
