source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell line]	characteristics[cellosaurus]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[individual]	Material Type	assay name	comment[file uri]	comment[Fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	factor value[cell line]
PXD009875-Sample-15	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	15	not available	cell line	run 68	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6_gradient_3um-25cm-50um_Lu_1004-240-2.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	2	3ugHela-L6_gradient_3um-25cm-50um_Lu_1004-240-2.raw	HeLa
PXD009875-Sample-15	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	15	not available	cell line	run 69	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6_gradient_3um-25cm-50um_Lu_1004-240-3.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	3	3ugHela-L6_gradient_3um-25cm-50um_Lu_1004-240-3.raw	HeLa
PXD009875-Sample-16	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	16	not available	cell line	run 70	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6_gradient_3um-25cm-50um_Lu_1004-360-1.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	1	3ugHela-L6_gradient_3um-25cm-50um_Lu_1004-360-1.raw	HeLa
PXD009875-Sample-16	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	16	not available	cell line	run 71	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6_gradient_3um-25cm-50um_Lu_1004-360-2.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	2	3ugHela-L6_gradient_3um-25cm-50um_Lu_1004-360-2.raw	HeLa
PXD009875-Sample-16	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	16	not available	cell line	run 72	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6_gradient_3um-25cm-50um_Lu_1004-360-3.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	3	3ugHela-L6_gradient_3um-25cm-50um_Lu_1004-360-3.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 73	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-02-01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	1	3ugHela-L6-MudPIT_v2_2017-10-02-01.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 74	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-02-02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	2	1	3ugHela-L6-MudPIT_v2_2017-10-02-02.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 75	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-02-03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	3	1	3ugHela-L6-MudPIT_v2_2017-10-02-03.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 76	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-02-04.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	4	1	3ugHela-L6-MudPIT_v2_2017-10-02-04.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 77	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-02-05.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	5	1	3ugHela-L6-MudPIT_v2_2017-10-02-05.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 78	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-02-06.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	6	1	3ugHela-L6-MudPIT_v2_2017-10-02-06.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 79	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-02-07.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	7	1	3ugHela-L6-MudPIT_v2_2017-10-02-07.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 80	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-02-08.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	8	1	3ugHela-L6-MudPIT_v2_2017-10-02-08.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 81	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-02-09.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	9	1	3ugHela-L6-MudPIT_v2_2017-10-02-09.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 82	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-02-10.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	10	1	3ugHela-L6-MudPIT_v2_2017-10-02-10.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 83	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-02-11.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	11	1	3ugHela-L6-MudPIT_v2_2017-10-02-11.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 84	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-02-12.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	12	1	3ugHela-L6-MudPIT_v2_2017-10-02-12.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 85	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-04-01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	2	3ugHela-L6-MudPIT_v2_2017-10-04-01.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 86	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-04-02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	2	2	3ugHela-L6-MudPIT_v2_2017-10-04-02.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 87	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-04-03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	3	2	3ugHela-L6-MudPIT_v2_2017-10-04-03.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 88	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-04-04.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	4	2	3ugHela-L6-MudPIT_v2_2017-10-04-04.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 89	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-04-05.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	5	2	3ugHela-L6-MudPIT_v2_2017-10-04-05.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 90	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-04-06.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	6	2	3ugHela-L6-MudPIT_v2_2017-10-04-06.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 91	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-04-07.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	7	2	3ugHela-L6-MudPIT_v2_2017-10-04-07.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 92	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-04-08.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	8	2	3ugHela-L6-MudPIT_v2_2017-10-04-08.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 93	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-04-09.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	9	2	3ugHela-L6-MudPIT_v2_2017-10-04-09.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 94	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-04-10.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	10	2	3ugHela-L6-MudPIT_v2_2017-10-04-10.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 95	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-04-11.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	11	2	3ugHela-L6-MudPIT_v2_2017-10-04-11.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 96	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-04-12.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	12	2	3ugHela-L6-MudPIT_v2_2017-10-04-12.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 97	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-05-01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	1	3	3ugHela-L6-MudPIT_v2_2017-10-05-01.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 98	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-05-02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	2	3	3ugHela-L6-MudPIT_v2_2017-10-05-02.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 99	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-05-03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	3	3	3ugHela-L6-MudPIT_v2_2017-10-05-03.raw	HeLa
PXD009875-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 100	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD009875/3ugHela-L6-MudPIT_v2_2017-10-05-04.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	4	3	3ugHela-L6-MudPIT_v2_2017-10-05-04.raw	HeLa
