# Best Performing Samples
# Cluster: 0
# Total Samples: 4318
# Format: Sample_ID, Peptide_Sequences_Identified

2019_02_08_15_25_Q-Exactive-HF-X-Orbitrap_6070, 36308
2018_09_03_21_27_Q-Exactive-HF-X-Orbitrap_6011, 36305
2018_09_04_22_31_Q-Exactive-HF-X-Orbitrap_6101, 36304
2018_06_20_08_13_Q-Exactive-HF-X-Orbitrap_6078, 36301
2019_06_25_17_01_Q-Exactive-HF-X-Orbitrap_6101, 36300
2018_03_14_08_36_Q-Exactive-HF-X-Orbitrap_6075, 36299
2018_11_23_18_07_Q-Exactive-HF-X-Orbitrap_6070, 36297
2018_04_15_22_40_Q-Exactive-HF-X-Orbitrap_6101, 36295
2018_06_17_19_53_Q-Exactive-HF-X-Orbitrap_6070, 36278
2018_05_18_21_10_Q-Exactive-HF-X-Orbitrap_6078, 36273
2018_06_01_15_43_Q-Exactive-HF-X-Orbitrap_6070, 36267
2018_08_27_23_39_Q-Exactive-HF-X-Orbitrap_6075, 36253
2018_06_04_16_01_Q-Exactive-HF-X-Orbitrap_6071, 36249
2018_02_11_00_35_Q-Exactive-HF-X-Orbitrap_6075, 36247
2018_07_04_22_30_Q-Exactive-HF-X-Orbitrap_6096, 36244
2019_03_26_22_18_Q-Exactive-HF-X-Orbitrap_6070, 36244
2018_09_28_16_34_Q-Exactive-HF-X-Orbitrap_6078, 36241
2018_08_27_18_00_Q-Exactive-HF-X-Orbitrap_6075, 36237
2018_09_08_04_52_Q-Exactive-HF-X-Orbitrap_6011, 36222
2019_07_20_05_05_Q-Exactive-HF-X-Orbitrap_6101, 36216
2018_01_29_02_51_Q-Exactive-HF-X-Orbitrap_6073, 36216
2018_03_05_18_52_Q-Exactive-HF-X-Orbitrap_6096, 36208
2018_09_27_17_12_Q-Exactive-HF-X-Orbitrap_6101, 36208
2018_05_28_19_46_Q-Exactive-HF-X-Orbitrap_6075, 36200
2019_05_01_23_09_Q-Exactive-HF-X-Orbitrap_6044, 36182
2018_08_04_18_12_Q-Exactive-HF-X-Orbitrap_6073, 36181
2019_10_29_02_21_Q-Exactive-HF-X-Orbitrap_6025, 36181
2018_06_01_12_38_Q-Exactive-HF-X-Orbitrap_6070, 36176
2019_02_28_05_56_Q-Exactive-HF-X-Orbitrap_6101, 36172
2018_05_04_04_13_Q-Exactive-HF-X-Orbitrap_6011, 36168
2019_12_14_03_41_Q-Exactive-HF-X-Orbitrap_6078, 36161
2018_08_17_18_31_Q-Exactive-HF-X-Orbitrap_6078, 36148
2018_08_13_14_16_Q-Exactive-HF-X-Orbitrap_6071, 36141
2018_07_19_03_47_Q-Exactive-HF-X-Orbitrap_6070, 36139
2019_12_14_17_26_Q-Exactive-HF-X-Orbitrap_6071, 36139
2018_01_20_18_59_Q-Exactive-HF-X-Orbitrap_6071, 36137
2018_11_02_18_59_Q-Exactive-HF-X-Orbitrap_6004, 36136
2019_02_13_15_58_Q-Exactive-HF-X-Orbitrap_6016, 36133
2019_05_19_23_43_Q-Exactive-HF-X-Orbitrap_6071, 36129
2018_07_03_11_18_Q-Exactive-HF-X-Orbitrap_6096, 36129
2019_02_22_03_47_Q-Exactive-HF-X-Orbitrap_6075, 36125
2018_10_24_17_50_Q-Exactive-HF-X-Orbitrap_6071, 36121
2019_10_19_00_23_Q-Exactive-HF-X-Orbitrap_6101, 36118
2019_08_10_19_59_Q-Exactive-HF-X-Orbitrap_6078, 36115
2019_06_24_22_12_Q-Exactive-HF-X-Orbitrap_6075, 36108
2018_10_18_00_42_Q-Exactive-HF-X-Orbitrap_6073, 36102
2018_10_02_21_08_Q-Exactive-HF-X-Orbitrap_6078, 36094
2019_12_16_21_15_Q-Exactive-HF-X-Orbitrap_6075, 36089
2019_01_23_15_42_Q-Exactive-HF-X-Orbitrap_6096, 36089
2018_02_24_04_55_Q-Exactive-HF-X-Orbitrap_6101, 36086
2018_09_07_04_24_Q-Exactive-HF-X-Orbitrap_6101, 36081
2018_07_21_15_40_Q-Exactive-HF-X-Orbitrap_6073, 36077
2019_02_19_14_39_Q-Exactive-HF-X-Orbitrap_6073, 36077
2019_10_28_21_59_Q-Exactive-HF-X-Orbitrap_6078, 36075
2018_03_19_20_04_Q-Exactive-HF-X-Orbitrap_6070, 36072
2019_12_16_18_11_Q-Exactive-HF-X-Orbitrap_6075, 36068
2018_09_27_20_01_Q-Exactive-HF-X-Orbitrap_6101, 36067
2018_06_06_08_09_Q-Exactive-HF-X-Orbitrap_6071, 36067
2018_09_18_20_23_Q-Exactive-HF-X-Orbitrap_6004, 36056
2019_03_15_07_19_Q-Exactive-HF-X-Orbitrap_6101, 36055
2018_06_01_21_04_Q-Exactive-HF-X-Orbitrap_6070, 36052
2018_04_23_16_04_Q-Exactive-HF-X-Orbitrap_6101, 36052
2018_09_04_20_21_Q-Exactive-HF-X-Orbitrap_6078, 36052
2019_11_16_09_01_Q-Exactive-HF-X-Orbitrap_6004, 36048
2018_02_16_19_44_Q-Exactive-HF-X-Orbitrap_6101, 36047
2018_02_23_10_26_Q-Exactive-HF-X-Orbitrap_6071, 36046
2018_08_06_19_51_Q-Exactive-HF-X-Orbitrap_6073, 36046
2018_09_07_09_53_Q-Exactive-HF-X-Orbitrap_6101, 36041
2018_07_11_10_55_Q-Exactive-HF-X-Orbitrap_6101, 36041
2018_11_02_16_13_Q-Exactive-HF-X-Orbitrap_6004, 36039
2018_09_06_22_55_Q-Exactive-HF-X-Orbitrap_6101, 36037
2019_05_07_05_42_Q-Exactive-HF-X-Orbitrap_6075, 36035
2018_09_07_17_01_Q-Exactive-HF-X-Orbitrap_6073, 36028
2018_01_08_21_10_Q-Exactive-HF-X-Orbitrap_6004, 36025
2018_02_05_09_18_Q-Exactive-HF-X-Orbitrap_6073, 36022
2018_06_17_22_33_Q-Exactive-HF-X-Orbitrap_6070, 36020
2018_02_13_00_53_Q-Exactive-HF-X-Orbitrap_6073, 36017
2018_09_05_01_00_Q-Exactive-HF-X-Orbitrap_6004, 36016
2019_10_25_17_38_Q-Exactive-HF-X-Orbitrap_6096, 36016
2018_06_02_21_10_Q-Exactive-HF-X-Orbitrap_6070, 36012
2019_04_06_12_28_Q-Exactive-HF-X-Orbitrap_6101, 36010
2018_05_18_23_48_Q-Exactive-HF-X-Orbitrap_6078, 36009
2019_02_22_06_30_Q-Exactive-HF-X-Orbitrap_6075, 36009
2018_09_29_11_59_Q-Exactive-HF-X-Orbitrap_6101, 36008
2018_07_10_14_18_Q-Exactive-HF-X-Orbitrap_6073, 36003
2019_02_23_14_29_Q-Exactive-HF-X-Orbitrap_6101, 36002
2018_02_12_22_03_Q-Exactive-HF-X-Orbitrap_6073, 36002
2018_10_03_15_11_Q-Exactive-HF-X-Orbitrap_6101, 35999
2018_03_16_05_17_Q-Exactive-HF-X-Orbitrap_6011, 35996
2018_06_20_22_25_Q-Exactive-HF-X-Orbitrap_6073, 35985
2018_06_19_19_03_Q-Exactive-HF-X-Orbitrap_6016, 35980
2018_04_18_03_06_Q-Exactive-HF-X-Orbitrap_6071, 35972
2018_06_01_04_37_Q-Exactive-HF-X-Orbitrap_6070, 35969
2018_06_18_01_14_Q-Exactive-HF-X-Orbitrap_6070, 35967
2019_02_18_23_35_Q-Exactive-HF-X-Orbitrap_6011, 35967
2018_10_01_22_23_Q-Exactive-HF-X-Orbitrap_6011, 35966
2018_01_04_18_43_Q-Exactive-HF-X-Orbitrap_6078, 35960
2018_10_01_19_40_Q-Exactive-HF-X-Orbitrap_6011, 35957
2018_05_14_15_40_Q-Exactive-HF-X-Orbitrap_6101, 35955
2018_02_14_17_16_Q-Exactive-HF-X-Orbitrap_6078, 35951
2018_05_18_11_51_Q-Exactive-HF-X-Orbitrap_6011, 35943
2018_06_02_21_19_Q-Exactive-HF-X-Orbitrap_6071, 35939
2019_02_27_19_29_Q-Exactive-HF-X-Orbitrap_6101, 35935
2018_06_01_18_24_Q-Exactive-HF-X-Orbitrap_6070, 35934
2018_09_05_06_44_Q-Exactive-HF-X-Orbitrap_6101, 35929
2019_11_13_04_37_Q-Exactive-HF-X-Orbitrap_6004, 35929
2018_01_30_12_07_Q-Exactive-HF-X-Orbitrap_6071, 35918
2018_10_22_21_31_Q-Exactive-HF-X-Orbitrap_6078, 35915
2019_05_13_17_19_Q-Exactive-HF-X-Orbitrap_6101, 35912
2018_08_27_15_11_Q-Exactive-HF-X-Orbitrap_6075, 35911
2019_04_08_09_02_Q-Exactive-HF-X-Orbitrap_6011, 35908
2018_02_10_18_57_Q-Exactive-HF-X-Orbitrap_6075, 35904
2018_10_26_18_41_Q-Exactive-HF-X-Orbitrap_6101, 35902
2018_03_04_00_30_Q-Exactive-HF-X-Orbitrap_6071, 35899
2018_09_06_20_11_Q-Exactive-HF-X-Orbitrap_6101, 35894
2018_08_06_17_07_Q-Exactive-HF-X-Orbitrap_6073, 35894
2018_06_22_23_48_Q-Exactive-HF-X-Orbitrap_6071, 35876
2018_06_04_17_04_Q-Exactive-HF-X-Orbitrap_6096, 35873
2018_08_02_01_15_Q-Exactive-HF-X-Orbitrap_6011, 35870
2018_06_11_23_51_Q-Exactive-HF-X-Orbitrap_6101, 35862
2018_08_02_04_01_Q-Exactive-HF-X-Orbitrap_6011, 35860
2018_07_09_18_46_Q-Exactive-HF-X-Orbitrap_6004, 35852
2019_12_31_13_15_Q-Exactive-HF-X-Orbitrap_6078, 35847
2019_12_04_18_39_Q-Exactive-HF-X-Orbitrap_6101, 35845
2018_08_18_10_37_Q-Exactive-HF-X-Orbitrap_6016, 35842
2018_06_02_18_29_Q-Exactive-HF-X-Orbitrap_6070, 35839
2018_04_25_21_44_Q-Exactive-HF-X-Orbitrap_6096, 35839
2019_04_29_12_57_Q-Exactive-HF-X-Orbitrap_6324, 35835
2020_06_06_16_09_Orbitrap-Exploris-480_MA10134C, 35835
2019_11_12_17_54_Q-Exactive-HF-X-Orbitrap_6075, 35832
2018_06_20_05_36_Q-Exactive-HF-X-Orbitrap_6078, 35829
2019_07_09_15_27_Q-Exactive-HF-X-Orbitrap_6016, 35826
2018_08_31_13_34_Q-Exactive-HF-X-Orbitrap_6073, 35825
2019_02_18_18_06_Q-Exactive-HF-X-Orbitrap_6011, 35825
2019_07_16_12_50_Q-Exactive-HF-X-Orbitrap_6101, 35824
2018_09_11_02_58_Q-Exactive-HF-X-Orbitrap_6011, 35823
2018_06_04_05_52_Q-Exactive-HF-X-Orbitrap_6075, 35818
2018_07_16_15_29_Q-Exactive-HF-X-Orbitrap_6004, 35809
2019_11_12_23_07_Q-Exactive-HF-X-Orbitrap_6004, 35806
2018_01_29_00_00_Q-Exactive-HF-X-Orbitrap_6073, 35788
2018_10_08_16_00_Q-Exactive-HF-X-Orbitrap_6078, 35782
2018_06_01_07_17_Q-Exactive-HF-X-Orbitrap_6070, 35782
2020_06_09_11_08_Orbitrap-Exploris-480_MA10132C, 35781
2019_12_20_12_49_Q-Exactive-HF-X-Orbitrap_6011, 35774
2018_10_28_04_37_Q-Exactive-HF-X-Orbitrap_6073, 35770
2018_06_03_05_12_Q-Exactive-HF-X-Orbitrap_6070, 35769
2019_05_06_16_46_Q-Exactive-HF-X-Orbitrap_6022, 35766
2018_09_08_01_47_Q-Exactive-HF-X-Orbitrap_6101, 35765
2018_11_16_19_29_Q-Exactive-HF-X-Orbitrap_6073, 35759
2019_05_27_16_36_Q-Exactive-HF-X-Orbitrap_6016, 35755
2018_04_10_10_58_Q-Exactive-HF-X-Orbitrap_6016, 35752
2018_02_10_21_46_Q-Exactive-HF-X-Orbitrap_6075, 35752
2018_02_23_15_26_Q-Exactive-HF-X-Orbitrap_6075, 35743
2019_01_13_03_54_Q-Exactive-HF-X-Orbitrap_6096, 35743
2018_06_02_16_02_Q-Exactive-HF-X-Orbitrap_6071, 35742
2018_02_15_09_10_Q-Exactive-HF-X-Orbitrap_6096, 35740
2018_02_22_15_18_Q-Exactive-HF-X-Orbitrap_6101, 35738
2019_03_08_18_08_Q-Exactive-HF-X-Orbitrap_6078, 35723
2018_06_02_18_40_Q-Exactive-HF-X-Orbitrap_6071, 35720
2018_02_23_18_56_Q-Exactive-HF-X-Orbitrap_6075, 35720
2018_02_09_17_11_Q-Exactive-HF-X-Orbitrap_6101, 35719
2019_10_18_00_37_Q-Exactive-HF-X-Orbitrap_6101, 35716
2018_06_04_08_36_Q-Exactive-HF-X-Orbitrap_6075, 35713
2018_06_02_02_25_Q-Exactive-HF-X-Orbitrap_6070, 35700
2018_06_18_03_54_Q-Exactive-HF-X-Orbitrap_6070, 35694
2018_06_03_02_31_Q-Exactive-HF-X-Orbitrap_6070, 35690
2018_05_19_14_53_Q-Exactive-HF-X-Orbitrap_6075, 35690
2019_04_18_15_01_Q-Exactive-HF-X-Orbitrap_6023, 35683
2019_05_01_21_10_Q-Exactive-HF-X-Orbitrap_6022, 35678
2019_07_18_19_33_Q-Exactive-HF-X-Orbitrap_6101, 35674
2018_06_02_07_47_Q-Exactive-HF-X-Orbitrap_6070, 35667
2018_10_09_10_55_Q-Exactive-HF-X-Orbitrap_6070, 35662
2018_08_31_20_24_Q-Exactive-HF-X-Orbitrap_6071, 35657
2019_10_15_17_32_Q-Exactive-HF-X-Orbitrap_6075, 35656
2020_06_18_20_32_Orbitrap-Exploris-480_Invalid_SN_0001, 35652
2018_05_28_17_00_Q-Exactive-HF-X-Orbitrap_6070, 35652
2019_07_12_01_43_Q-Exactive-HF-X-Orbitrap_6101, 35647
2018_01_19_17_23_Q-Exactive-HF-X-Orbitrap_6078, 35645
2019_08_13_15_57_Q-Exactive-HF-X-Orbitrap_6324, 35643
2018_09_04_22_18_Q-Exactive-HF-X-Orbitrap_6004, 35642
2020_06_27_07_48_Orbitrap-Exploris-480_Invalid_SN_0001, 35640
2019_10_17_18_10_Q-Exactive-HF-X-Orbitrap_6016, 35637
2019_04_23_20_23_Q-Exactive-HF-X-Orbitrap_6013, 35635
2018_06_04_14_03_Q-Exactive-HF-X-Orbitrap_6075, 35633
2018_05_18_18_33_Q-Exactive-HF-X-Orbitrap_6078, 35630
2018_02_09_01_11_Q-Exactive-HF-X-Orbitrap_6078, 35611
2018_02_12_14_16_Q-Exactive-HF-X-Orbitrap_6101, 35611
2018_03_19_17_25_Q-Exactive-HF-X-Orbitrap_6070, 35609
2018_07_12_21_36_Q-Exactive-HF-X-Orbitrap_6096, 35608
2018_06_02_23_51_Q-Exactive-HF-X-Orbitrap_6070, 35605
2019_11_13_01_51_Q-Exactive-HF-X-Orbitrap_6004, 35604
2018_08_06_15_51_Q-Exactive-HF-X-Orbitrap_6011, 35603
2018_08_23_15_30_Q-Exactive-HF-X-Orbitrap_6078, 35573
2018_06_03_10_34_Q-Exactive-HF-X-Orbitrap_6070, 35572
2018_09_12_09_09_Q-Exactive-HF-X-Orbitrap_6016, 35563
2018_05_18_15_55_Q-Exactive-HF-X-Orbitrap_6078, 35559
2019_06_03_17_11_Q-Exactive-HF-X-Orbitrap_6016, 35554
2019_12_20_11_58_Q-Exactive-HF-X-Orbitrap_6101, 35549
2018_03_30_15_27_Q-Exactive-HF-X-Orbitrap_6096, 35548
2018_09_03_18_24_Q-Exactive-HF-X-Orbitrap_6071, 35547
2019_02_18_20_50_Q-Exactive-HF-X-Orbitrap_6011, 35546
2018_06_06_05_30_Q-Exactive-HF-X-Orbitrap_6071, 35542
2018_03_15_17_41_Q-Exactive-HF-X-Orbitrap_6011, 35535
2018_01_20_16_18_Q-Exactive-HF-X-Orbitrap_6071, 35533
2019_03_25_21_10_Q-Exactive-HF-X-Orbitrap_6016, 35528
2018_08_19_17_16_Q-Exactive-HF-X-Orbitrap_6011, 35526
2018_10_15_18_44_Q-Exactive-HF-X-Orbitrap_6004, 35525
2018_05_19_23_09_Q-Exactive-HF-X-Orbitrap_6075, 35525
2018_06_23_05_07_Q-Exactive-HF-X-Orbitrap_6071, 35516
2018_07_23_20_59_Q-Exactive-HF-X-Orbitrap_6011, 35513
2018_08_19_12_26_Q-Exactive-HF-X-Orbitrap_6070, 35512
2018_10_22_16_46_Q-Exactive-HF-X-Orbitrap_6073, 35507
2018_05_29_06_39_Q-Exactive-HF-X-Orbitrap_6075, 35507
2018_08_19_09_18_Q-Exactive-HF-X-Orbitrap_6075, 35504
2018_03_02_16_58_Q-Exactive-HF-X-Orbitrap_6073, 35501
2018_03_19_22_22_Q-Exactive-HF-X-Orbitrap_6101, 35499
2018_06_01_23_45_Q-Exactive-HF-X-Orbitrap_6070, 35496
2018_08_18_07_52_Q-Exactive-HF-X-Orbitrap_6016, 35495
2019_02_03_22_20_Q-Exactive-HF-X-Orbitrap_6016, 35490
2018_08_04_15_29_Q-Exactive-HF-X-Orbitrap_6073, 35488
2018_08_10_10_47_Q-Exactive-HF-X-Orbitrap_6011, 35485
2019_02_28_09_19_Q-Exactive-HF-X-Orbitrap_6101, 35484
2018_08_09_16_42_Q-Exactive-HF-X-Orbitrap_6071, 35483
2018_09_07_15_59_Q-Exactive-HF-X-Orbitrap_6011, 35470
2018_07_17_15_49_Q-Exactive-HF-X-Orbitrap_6071, 35467
2018_12_06_18_05_Q-Exactive-HF-X-Orbitrap_6016, 35465
2019_11_15_15_21_Q-Exactive-HF-X-Orbitrap_6096, 35464
2018_11_08_21_46_Q-Exactive-HF-X-Orbitrap_6073, 35463
2019_03_18_20_06_Q-Exactive-HF-X-Orbitrap_6096, 35463
2018_05_14_12_50_Q-Exactive-HF-X-Orbitrap_6101, 35461
2020_02_18_18_55_Q-Exactive-HF-X-Orbitrap_6070, 35454
2018_06_01_01_56_Q-Exactive-HF-X-Orbitrap_6070, 35451
2018_09_14_03_26_Q-Exactive-HF-X-Orbitrap_6016, 35451
2018_10_08_22_12_Q-Exactive-HF-X-Orbitrap_6011, 35446
2018_04_17_05_20_Q-Exactive-HF-X-Orbitrap_6096, 35446
2018_01_18_12_49_Q-Exactive-HF-X-Orbitrap_6073, 35445
2018_05_31_17_55_Q-Exactive-HF-X-Orbitrap_6070, 35442
2019_08_29_18_59_Q-Exactive-HF-X-Orbitrap_6011, 35441
2018_01_15_16_14_Q-Exactive-HF-X-Orbitrap_6078, 35439
2018_11_26_23_23_Q-Exactive-HF-X-Orbitrap_6096, 35437
2018_04_17_11_12_Q-Exactive-HF-X-Orbitrap_6101, 35434
2018_02_21_16_48_Q-Exactive-HF-X-Orbitrap_6070, 35431
2019_02_28_21_51_Q-Exactive-HF-X-Orbitrap_6075, 35424
2018_08_13_10_44_Q-Exactive-HF-X-Orbitrap_6071, 35419
2018_09_04_19_47_Q-Exactive-HF-X-Orbitrap_6101, 35417
2018_06_02_05_06_Q-Exactive-HF-X-Orbitrap_6070, 35412
2018_10_26_21_26_Exactive-Series-Orbitrap_6004, 35411
2018_10_19_21_02_Q-Exactive-HF-X-Orbitrap_6075, 35411
2018_05_28_14_20_Q-Exactive-HF-X-Orbitrap_6075, 35408
2018_05_19_17_38_Q-Exactive-HF-X-Orbitrap_6075, 35408
2018_09_07_23_03_Q-Exactive-HF-X-Orbitrap_6101, 35406
2018_01_30_23_12_Q-Exactive-HF-X-Orbitrap_6101, 35405
2018_05_19_20_24_Q-Exactive-HF-X-Orbitrap_6075, 35400
2018_08_18_21_51_Q-Exactive-HF-X-Orbitrap_6075, 35392
2019_05_13_14_29_Q-Exactive-HF-X-Orbitrap_6101, 35391
2018_10_09_20_52_Q-Exactive-HF-X-Orbitrap_6011, 35389
2019_03_12_18_08_Q-Exactive-HF-X-Orbitrap_6070, 35386
2018_04_16_23_39_Q-Exactive-HF-X-Orbitrap_6071, 35384
2018_06_23_07_47_Q-Exactive-HF-X-Orbitrap_6071, 35382
2019_02_22_01_04_Q-Exactive-HF-X-Orbitrap_6075, 35369
2018_06_04_16_46_Q-Exactive-HF-X-Orbitrap_6075, 35368
2018_04_08_15_22_Q-Exactive-HF-X-Orbitrap_6016, 35366
2018_06_04_11_19_Q-Exactive-HF-X-Orbitrap_6075, 35366
2018_03_27_18_13_Q-Exactive-HF-X-Orbitrap_6071, 35363
2018_05_01_00_28_Q-Exactive-HF-X-Orbitrap_6070, 35357
2018_02_01_23_42_Q-Exactive-HF-X-Orbitrap_6096, 35356
2019_02_22_15_35_Q-Exactive-HF-X-Orbitrap_6016, 35354
2019_03_25_13_30_Q-Exactive-HF-X-Orbitrap_6078, 35343
2018_10_30_04_29_Q-Exactive-HF-X-Orbitrap_6101, 35340
2018_06_17_06_32_Q-Exactive-HF-X-Orbitrap_6070, 35339
2019_04_24_16_20_Q-Exactive-HF-X-Orbitrap_6013, 35333
2019_03_01_03_21_Q-Exactive-HF-X-Orbitrap_6075, 35332
2018_09_10_14_46_Q-Exactive-HF-X-Orbitrap_6073, 35328
2018_02_23_22_37_Q-Exactive-HF-X-Orbitrap_6075, 35328
2018_10_10_01_51_Q-Exactive-HF-X-Orbitrap_6011, 35326
2018_05_29_01_13_Q-Exactive-HF-X-Orbitrap_6075, 35324
2020_03_06_16_22_Q-Exactive-HF-X-Orbitrap_6070, 35320
2018_08_18_10_26_Q-Exactive-HF-X-Orbitrap_6075, 35320
2018_11_01_05_15_Q-Exactive-HF-X-Orbitrap_6073, 35318
2018_03_19_19_31_Q-Exactive-HF-X-Orbitrap_6101, 35306
2018_09_18_10_24_Q-Exactive-HF-X-Orbitrap_6011, 35303
2018_08_14_17_55_Q-Exactive-HF-X-Orbitrap_6101, 35288
2019_10_16_14_11_Q-Exactive-HF-X-Orbitrap_6070, 35286
2018_06_04_19_51_Q-Exactive-HF-X-Orbitrap_6096, 35283
2018_01_31_02_04_Q-Exactive-HF-X-Orbitrap_6101, 35282
2018_08_31_23_01_Q-Exactive-HF-X-Orbitrap_6071, 35281
2018_06_02_23_58_Q-Exactive-HF-X-Orbitrap_6071, 35280
2018_11_26_20_36_Q-Exactive-HF-X-Orbitrap_6096, 35271
2018_08_28_14_29_Q-Exactive-HF-X-Orbitrap_6075, 35268
2018_06_03_07_53_Q-Exactive-HF-X-Orbitrap_6070, 35265
2018_10_19_18_13_Q-Exactive-HF-X-Orbitrap_6075, 35259
2018_04_12_17_29_Q-Exactive-HF-X-Orbitrap_6073, 35258
2018_06_08_02_45_Q-Exactive-HF-X-Orbitrap_6004, 35255
2018_07_11_16_23_Q-Exactive-HF-X-Orbitrap_6101, 35244
2018_11_02_16_26_Q-Exactive-HF-X-Orbitrap_6096, 35244
2018_09_05_16_29_Q-Exactive-HF-X-Orbitrap_6016, 35243
2018_11_26_09_13_Q-Exactive-HF-X-Orbitrap_6071, 35242
2018_07_19_20_20_Q-Exactive-HF-X-Orbitrap_6011, 35241
2018_05_30_08_53_Q-Exactive-HF-X-Orbitrap_6071, 35241
2018_08_17_23_01_Q-Exactive-HF-X-Orbitrap_6075, 35240
2018_08_07_18_51_Q-Exactive-HF-X-Orbitrap_6078, 35238
2019_10_17_11_55_Q-Exactive-HF-X-Orbitrap_6013, 35233
2018_02_15_11_34_Q-Exactive-HF-X-Orbitrap_6075, 35222
2019_02_20_12_33_Q-Exactive-HF-X-Orbitrap_6016, 35222
2019_04_24_21_33_Q-Exactive-HF-X-Orbitrap_6070, 35222
2018_08_07_15_37_Q-Exactive-HF-X-Orbitrap_6016, 35221
2018_05_01_12_06_Q-Exactive-HF-X-Orbitrap_6070, 35202
2018_09_05_19_12_Q-Exactive-HF-X-Orbitrap_6016, 35200
2019_01_21_13_20_Q-Exactive-HF-X-Orbitrap_6101, 35187
2018_01_08_18_26_Q-Exactive-HF-X-Orbitrap_6004, 35186
2018_04_21_20_20_Q-Exactive-HF-X-Orbitrap_6096, 35185
2018_10_27_21_07_Q-Exactive-HF-X-Orbitrap_6075, 35180
2018_09_05_03_57_Q-Exactive-HF-X-Orbitrap_6096, 35179
2018_02_17_18_04_Q-Exactive-HF-X-Orbitrap_6101, 35177
2018_05_13_08_01_Q-Exactive-HF-X-Orbitrap_6011, 35174
2018_10_26_15_55_Q-Exactive-HF-X-Orbitrap_6101, 35161
2019_10_03_02_43_Q-Exactive-HF-X-Orbitrap_6016, 35161
2018_10_22_18_35_Q-Exactive-HF-X-Orbitrap_6078, 35155
2018_02_16_15_38_Q-Exactive-HF-X-Orbitrap_6096, 35154
2018_09_28_12_01_Q-Exactive-HF-X-Orbitrap_6078, 35153
2019_08_03_14_01_Q-Exactive-HF-X-Orbitrap_6324, 35153
2018_07_18_10_03_Q-Exactive-HF-X-Orbitrap_6071, 35152
2018_06_23_02_28_Q-Exactive-HF-X-Orbitrap_6071, 35149
2018_03_07_14_04_Q-Exactive-HF-X-Orbitrap_6073, 35140
2018_08_03_21_03_Q-Exactive-HF-X-Orbitrap_6070, 35139
2018_10_29_16_13_Q-Exactive-HF-X-Orbitrap_6071, 35138
2019_03_03_03_18_Q-Exactive-HF-X-Orbitrap_6101, 35133
2018_10_05_14_25_Q-Exactive-HF-X-Orbitrap_6078, 35133
2019_01_29_12_10_Q-Exactive-HF-X-Orbitrap_6071, 35133
2018_02_02_18_46_Q-Exactive-HF-X-Orbitrap_6071, 35123
2018_06_02_10_27_Q-Exactive-HF-X-Orbitrap_6070, 35121
2018_04_22_19_34_Q-Exactive-HF-X-Orbitrap_6073, 35120
2018_03_22_21_44_Q-Exactive-HF-X-Orbitrap_6004, 35115
2017_12_13_15_34_Q-Exactive-HF-X-Orbitrap_6070, 35106
2018_03_16_18_39_Q-Exactive-HF-X-Orbitrap_6096, 35105
2018_10_18_09_57_Q-Exactive-HF-X-Orbitrap_6073, 35104
2018_12_27_19_46_Q-Exactive-HF-X-Orbitrap_6011, 35104
2018_02_14_07_14_Q-Exactive-HF-X-Orbitrap_6101, 35102
2018_08_19_20_44_Q-Exactive-HF-X-Orbitrap_6075, 35098
2019_03_01_00_36_Q-Exactive-HF-X-Orbitrap_6075, 35092
2019_06_24_13_46_Q-Exactive-HF-X-Orbitrap_6324, 35089
2018_02_04_00_23_Q-Exactive-HF-X-Orbitrap_6101, 35086
2018_04_23_00_05_Q-Exactive-HF-X-Orbitrap_6073, 35085
2018_09_12_19_34_Q-Exactive-HF-X-Orbitrap_6070, 35072
2020_10_14_20_32_Orbitrap-Exploris-480_MA10215C, 35065
2018_06_04_19_30_Q-Exactive-HF-X-Orbitrap_6075, 35047
2018_02_03_07_00_Q-Exactive-HF-X-Orbitrap_6101, 35046
2018_05_08_13_08_Q-Exactive-HF-X-Orbitrap_6071, 35041
2018_06_22_21_08_Q-Exactive-HF-X-Orbitrap_6071, 35040
2018_08_24_14_47_Q-Exactive-HF-X-Orbitrap_6101, 35036
2019_08_15_14_52_Q-Exactive-HF-X-Orbitrap_6096, 35036
2018_02_05_18_48_Q-Exactive-HF-X-Orbitrap_6101, 35027
2018_02_01_19_28_Q-Exactive-HF-X-Orbitrap_6101, 35021
2018_10_09_03_56_Q-Exactive-HF-X-Orbitrap_6011, 35007
2018_07_05_13_15_Q-Exactive-HF-X-Orbitrap_6096, 35005
2018_05_19_02_25_Q-Exactive-HF-X-Orbitrap_6078, 35002
2019_06_19_22_48_Q-Exactive-HF-X-Orbitrap_6101, 34991
2018_07_11_19_05_Q-Exactive-HF-X-Orbitrap_6101, 34988
2018_09_04_22_21_Q-Exactive-HF-X-Orbitrap_6096, 34986
2018_10_24_20_23_Q-Exactive-HF-X-Orbitrap_6075, 34983
2020_06_17_13_14_Orbitrap-Exploris-480_MA10134C, 34980
2018_08_03_06_20_Q-Exactive-HF-X-Orbitrap_6096, 34979
2018_05_20_01_54_Q-Exactive-HF-X-Orbitrap_6075, 34968
2018_06_03_18_36_Q-Exactive-HF-X-Orbitrap_6070, 34966
2018_08_24_13_35_Q-Exactive-HF-X-Orbitrap_6073, 34964
2018_05_27_12_14_Q-Exactive-HF-X-Orbitrap_6096, 34951
2018_01_22_21_03_Q-Exactive-HF-X-Orbitrap_6071, 34950
