source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[spiked compound]	characteristics[biological replicate]	characteristics[HiRIEF PH range]	characteristics[mass]	assay name	Technology Type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 734	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r04.raw	4	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 735	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r05.raw	5	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 736	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r06.raw	6	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 737	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r07.raw	7	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 738	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r08.raw	8	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 739	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r09.raw	9	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 740	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r10.raw	10	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 741	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r11.raw	11	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 742	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r12.raw	12	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 743	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r13.raw	13	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 744	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r14.raw	14	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 745	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r15.raw	15	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 746	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r16.raw	16	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 747	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r17.raw	17	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 748	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r18.raw	18	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 749	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r19.raw	19	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 750	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r20.raw	20	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 751	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r21.raw	21	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 752	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r22.raw	22	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 753	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r23.raw	23	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 754	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r24.raw	24	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 755	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r25.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r25.raw	25	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 756	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r26.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r26.raw	26	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 757	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r27.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r27.raw	27	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 758	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r28.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r28.raw	28	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 759	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r29.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r29.raw	29	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 760	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r30.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r30.raw	30	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 761	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r31.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r31.raw	31	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 762	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r32.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r32.raw	32	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 763	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r33.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r33.raw	33	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 764	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r34.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r34.raw	34	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
PXD010899-Sample-12	Homo Sapiens	Blood plasma	not available	not available	not available	female	not available	normal	not applicable	12	noIPG	not available	run 765	proteomic profiling by mass spectrometer	MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r35.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MPAS_plasma_MARS_noIPG_72dummies_7of15ul_r35.raw	35	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=variable	"NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	4.5 ppm	20 ppm	Blood plasma
