source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	characteristics[depletion method]	characteristics[biological replicate]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[instrument]	comment[separation]	comment[modification parameter]	comment[modification parameter]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD008441-Sample-67	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_RP_7	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_RP_7.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_RP_7.raw	21	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-68	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_RP_8	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_RP_8.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_RP_8.raw	22	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-69	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_RP_9	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_RP_9.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_RP_9.raw	23	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-70	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_deglyco_RP_10	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_deglyco_RP_10.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_deglyco_RP_10.raw	1	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-71	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_deglyco_RP_11	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_deglyco_RP_11.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_deglyco_RP_11.raw	2	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-72	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_deglyco_RP_12	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_deglyco_RP_12.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_deglyco_RP_12.raw	3	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-73	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_deglyco_RP_13	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_deglyco_RP_13.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_deglyco_RP_13.raw	4	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-74	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_deglyco_RP_14	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_deglyco_RP_14.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_deglyco_RP_14.raw	5	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-75	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_deglyco_RP_15	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_deglyco_RP_15.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_deglyco_RP_15.raw	6	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-76	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_deglyco_RP_16	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_deglyco_RP_16.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_deglyco_RP_16.raw	7	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-77	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_deglyco_RP_17	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_deglyco_RP_17.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_deglyco_RP_17.raw	8	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-78	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_deglyco_RP_18	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_deglyco_RP_18.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_deglyco_RP_18.raw	9	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-79	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_deglyco_RP_19	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_deglyco_RP_19.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_deglyco_RP_19.raw	10	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-80	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_deglyco_RP_20	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_deglyco_RP_20.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_deglyco_RP_20.raw	11	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-81	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_deglyco_RP_21	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_deglyco_RP_21.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_deglyco_RP_21.raw	12	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-82	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_deglyco_RP_22	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_deglyco_RP_22.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_deglyco_RP_22.raw	13	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-83	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_deglyco_RP_23	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_deglyco_RP_23.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_deglyco_RP_23.raw	14	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-84	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_deglyco_RP_24	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_deglyco_RP_24.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_deglyco_RP_24.raw	15	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-85	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_deglyco_RP_25	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_deglyco_RP_25.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_deglyco_RP_25.raw	16	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-86	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_deglyco_RP_3	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_deglyco_RP_3.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_deglyco_RP_3.raw	17	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-87	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_deglyco_RP_4	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_deglyco_RP_4.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_deglyco_RP_4.raw	18	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-88	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_deglyco_RP_5	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_deglyco_RP_5.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_deglyco_RP_5.raw	19	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-89	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_deglyco_RP_6	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_deglyco_RP_6.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_deglyco_RP_6.raw	20	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-90	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_deglyco_RP_7	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_deglyco_RP_7.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_deglyco_RP_7.raw	21	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-91	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_deglyco_RP_8	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_deglyco_RP_8.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_deglyco_RP_8.raw	22	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-92	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	20130614_ZY_Human_pool7_IgY14_deglyco_RP_9	proteomic profiling by mass spectrometry	20130614_ZY_Human_pool7_IgY14_deglyco_RP_9.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/20130614_ZY_Human_pool7_IgY14_deglyco_RP_9.raw	23	High-pH RPLC Separation	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-93	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	201300929_ZY_Human_pool7_SDS_band_1	proteomic profiling by mass spectrometry	201300929_ZY_Human_pool7_SDS_band_1.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/201300929_ZY_Human_pool7_SDS_band_1.raw	1	In-gel Digestion	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	NT=SDS PAGE; AC=PRIDE:0000568	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-94	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	201300929_ZY_Human_pool7_SDS_band_10	proteomic profiling by mass spectrometry	201300929_ZY_Human_pool7_SDS_band_10.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/201300929_ZY_Human_pool7_SDS_band_10.raw	2	In-gel Digestion	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	NT=SDS PAGE; AC=PRIDE:0000569	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-95	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	201300929_ZY_Human_pool7_SDS_band_11	proteomic profiling by mass spectrometry	201300929_ZY_Human_pool7_SDS_band_11.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/201300929_ZY_Human_pool7_SDS_band_11.raw	3	In-gel Digestion	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	NT=SDS PAGE; AC=PRIDE:0000570	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-96	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	201300929_ZY_Human_pool7_SDS_band_12	proteomic profiling by mass spectrometry	201300929_ZY_Human_pool7_SDS_band_12.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/201300929_ZY_Human_pool7_SDS_band_12.raw	4	In-gel Digestion	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	NT=SDS PAGE; AC=PRIDE:0000571	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-97	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	201300929_ZY_Human_pool7_SDS_band_13	proteomic profiling by mass spectrometry	201300929_ZY_Human_pool7_SDS_band_13.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/201300929_ZY_Human_pool7_SDS_band_13.raw	5	In-gel Digestion	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	NT=SDS PAGE; AC=PRIDE:0000572	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-98	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	201300929_ZY_Human_pool7_SDS_band_14	proteomic profiling by mass spectrometry	201300929_ZY_Human_pool7_SDS_band_14.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/201300929_ZY_Human_pool7_SDS_band_14.raw	6	In-gel Digestion	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	NT=SDS PAGE; AC=PRIDE:0000573	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
PXD008441-Sample-99	Homo sapiens	blood plasma	1	not applicable	not available	not available	not available	not available	Normal	depleted	HAP depletion	1	not applicable	201300929_ZY_Human_pool7_SDS_band_15	proteomic profiling by mass spectrometry	201300929_ZY_Human_pool7_SDS_band_15.raw	https://www.iprox.cn//page/project.html?id=IPX0000951000/201300929_ZY_Human_pool7_SDS_band_15.raw	7	In-gel Digestion	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1001911;NT=Q Exactive	NT=SDS PAGE; AC=PRIDE:0000574	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000422;NT=HCD	27 NCE	20 ppm	0.05 Da	blood plasma
