source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	characteristics[biological replicate]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[cleavage agent details]	comment[MS2 mass analyzer]	comment[instrument]	comment[separation]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_10	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_M4_3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_M4_3.raw	10	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_12_150416205909	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_M5_1.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_M5_1.raw	12	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_13	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_M5_2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_M5_2.raw	13	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_14	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_M5_3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_M5_3.raw	14	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_16	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_W1_1.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_W1_1.raw	16	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_17	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_W1_2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_W1_2.raw	17	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_18	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_W1_3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_W1_3.raw	18	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_20	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_W2_1.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_W2_1.raw	20	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_21_150417001242	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_W2_2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_W2_2.raw	21	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_22	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_W2_3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_W2_3.raw	22	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_24	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_W3_1.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_W3_1.raw	24	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_25	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_W3_2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_W3_2.raw	25	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_26	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_W3_3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_W3_3.raw	26	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_28	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_W4_1.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_W4_1.raw	28	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_29	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_W4_2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_W4_2.raw	29	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_30	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_W4_3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_W4_3.raw	30	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_32	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_W5_1.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_W5_1.raw	32	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_33	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_W5_2.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_W5_2.raw	33	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_34	proteomic profiling by mass spectrometry	20141110_QEp1_LC7_PhGe_4_53_W5_3.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141110_QEp1_LC7_PhGe_4_53_W5_3.raw	34	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_37	proteomic profiling by mass spectrometry	20141017_QEp1_LC7_PhGe_SA_4_45_Day2_A4_141108195020.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141017_QEp1_LC7_PhGe_SA_4_45_Day2_A4_141108195020.raw	37	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_38	proteomic profiling by mass spectrometry	20141017_QEp1_LC7_PhGe_SA_4_45_Day2_A7_141108202018.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141017_QEp1_LC7_PhGe_SA_4_45_Day2_A7_141108202018.raw	38	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_39	proteomic profiling by mass spectrometry	20141017_QEp1_LC7_PhGe_SA_4_45_Day2_A10_141108205017.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141017_QEp1_LC7_PhGe_SA_4_45_Day2_A10_141108205017.raw	39	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_40	proteomic profiling by mass spectrometry	20141017_QEp1_LC7_PhGe_SA_4_45_Day2_A12_141108212016.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141017_QEp1_LC7_PhGe_SA_4_45_Day2_A12_141108212016.raw	40	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_41_150416192215	proteomic profiling by mass spectrometry	20141017_QEp1_LC7_PhGe_SA_4_45_Day2_d1_141108134754.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141017_QEp1_LC7_PhGe_SA_4_45_Day2_d1_141108134754.raw	41	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_42	proteomic profiling by mass spectrometry	20141017_QEp1_LC7_PhGe_SA_4_45_Day2_d4_141108141755.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141017_QEp1_LC7_PhGe_SA_4_45_Day2_d4_141108141755.raw	42	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_43	proteomic profiling by mass spectrometry	20141017_QEp1_LC7_PhGe_SA_4_45_Day2_d7_141108144754.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141017_QEp1_LC7_PhGe_SA_4_45_Day2_d7_141108144754.raw	43	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
PXD002854-Sample-Serum-2	Homo sapiens	Blood serum	2	not applicable	not available	not available	not available	not available	normal	depletion	2	no applicable	20150414_QEp1_LC7_GaPI_SA_Serum_LH_44	proteomic profiling by mass spectrometry	20141017_QEp1_LC7_PhGe_SA_4_45_Day2_d10_141108151752.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/20141017_QEp1_LC7_PhGe_SA_4_45_Day2_d10_141108151752.raw	44	not available	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309; CS='(?<=K)(?\!P)'	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	7 ppm	20 ppm	Blood serum
