										Triplicados	Vuelvo a empezar?																
PXD002854 20141017_QEp1_LC7_PhGe_SA_4_45_Day2_h12_141107222137	Homo sapiens	Blood plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	15	23	Tissue	20141017_QEp1_LC7_PhGe_SA_4_45_Day2_h12_141107222137	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_15WorkflowReplicates	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_15WorkflowReplicates.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	"NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation"	NT=Trypsin and LysC	not available	not available	not available	Alive
PXD002854 20141201_qEp2_LC11_PhGe_SA_Day3SameSample_1_141201130312	Homo sapiens	Blood plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	1	24	Tissue	20141201_qEp2_LC11_PhGe_SA_Day3SameSample_1_141201130312	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_15RepeatedInjections.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_15RepeatedInjections.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	"NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation"	NT=Trypsin and LysC	not available	not available	not available	Alive
PXD002854 20141201_qEp2_LC11_PhGe_SA_Day3SameSample_2_141201133355	Homo sapiens	Blood plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	2	24	Tissue	20141201_qEp2_LC11_PhGe_SA_Day3SameSample_2_141201133355	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_15RepeatedInjections.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_15RepeatedInjections.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	"NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation"	NT=Trypsin and LysC	not available	not available	not available	Alive
PXD002854 20141201_qEp2_LC11_PhGe_SA_Day3SameSample_3	Homo sapiens	Blood plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	3	24	Tissue	20141201_qEp2_LC11_PhGe_SA_Day3SameSample_3	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_15RepeatedInjections.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_15RepeatedInjections.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	"NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation"	NT=Trypsin and LysC	not available	not available	not available	Alive
PXD002854 20141201_qEp2_LC11_PhGe_SA_Day3SameSample_4	Homo sapiens	Blood plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	4	24	Tissue	20141201_qEp2_LC11_PhGe_SA_Day3SameSample_4	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_15RepeatedInjections.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_15RepeatedInjections.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	"NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation"	NT=Trypsin and LysC	not available	not available	not available	Alive
PXD002854 20141201_qEp2_LC11_PhGe_SA_Day3SameSample_5	Homo sapiens	Blood plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	5	24	Tissue	20141201_qEp2_LC11_PhGe_SA_Day3SameSample_5	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_15RepeatedInjections.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_15RepeatedInjections.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	"NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation"	NT=Trypsin and LysC	not available	not available	not available	Alive
PXD002854 20141201_qEp2_LC11_PhGe_SA_Day3SameSample_6	Homo sapiens	Blood plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	6	24	Tissue	20141201_qEp2_LC11_PhGe_SA_Day3SameSample_6	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_15RepeatedInjections.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_15RepeatedInjections.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	"NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation"	NT=Trypsin and LysC	not available	not available	not available	Alive
PXD002854 20141201_qEp2_LC11_PhGe_SA_Day3SameSample_7	Homo sapiens	Blood plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	7	24	Tissue	20141201_qEp2_LC11_PhGe_SA_Day3SameSample_7	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_15RepeatedInjections.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_15RepeatedInjections.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	"NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation"	NT=Trypsin and LysC	not available	not available	not available	Alive
PXD002854 20141201_qEp2_LC11_PhGe_SA_Day3SameSample_8	Homo sapiens	Blood plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	8	24	Tissue	20141201_qEp2_LC11_PhGe_SA_Day3SameSample_8	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_15RepeatedInjections.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_15RepeatedInjections.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	"NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation"	NT=Trypsin and LysC	not available	not available	not available	Alive
PXD002854 20141201_qEp2_LC11_PhGe_SA_Day3SameSample_9	Homo sapiens	Blood plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	9	24	Tissue	20141201_qEp2_LC11_PhGe_SA_Day3SameSample_9	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_15RepeatedInjections.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_15RepeatedInjections.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	"NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation"	NT=Trypsin and LysC	not available	not available	not available	Alive
PXD002854 20141201_qEp2_LC11_PhGe_SA_Day3SameSample_10	Homo sapiens	Blood plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	10	24	Tissue	20141201_qEp2_LC11_PhGe_SA_Day3SameSample_10	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_15RepeatedInjections.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_15RepeatedInjections.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	"NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation"	NT=Trypsin and LysC	not available	not available	not available	Alive
PXD002854 20141201_qEp2_LC11_PhGe_SA_Day3SameSample_11	Homo sapiens	Blood plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	11	24	Tissue	20141201_qEp2_LC11_PhGe_SA_Day3SameSample_11	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_15RepeatedInjections.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_15RepeatedInjections.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	"NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation"	NT=Trypsin and LysC	not available	not available	not available	Alive
PXD002854 20141201_qEp2_LC11_PhGe_SA_Day3SameSample_12	Homo sapiens	Blood plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	12	24	Tissue	20141201_qEp2_LC11_PhGe_SA_Day3SameSample_12	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_15RepeatedInjections.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_15RepeatedInjections.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	"NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation"	NT=Trypsin and LysC	not available	not available	not available	Alive
PXD002854 20141201_qEp2_LC11_PhGe_SA_Day3SameSample_13	Homo sapiens	Blood plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	13	24	Tissue	20141201_qEp2_LC11_PhGe_SA_Day3SameSample_13	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_15RepeatedInjections.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_15RepeatedInjections.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	"NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation"	NT=Trypsin and LysC	not available	not available	not available	Alive
PXD002854 20141201_qEp2_LC11_PhGe_SA_Day3SameSample_14	Homo sapiens	Blood plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	14	24	Tissue	20141201_qEp2_LC11_PhGe_SA_Day3SameSample_14	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_15RepeatedInjections.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_15RepeatedInjections.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	"NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation"	NT=Trypsin and LysC	not available	not available	not available	Alive
PXD002854 20141201_qEp2_LC11_PhGe_SA_Day3SameSample_15	Homo sapiens	Blood plasma	not available	not available	not applicable	not applicable	not available	Healthy	Alive	15	24	Tissue	20141201_qEp2_LC11_PhGe_SA_Day3SameSample_15	Proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition	Search_15RepeatedInjections.zip	https://www.ebi.ac.uk/pride/archive/projects/PXD002854/Search_15RepeatedInjections.zip	1	1	NT=label free sample	Q Exactive HF Orbitrap	"NT=Carbamidomethyl; N-terminal acetylation; methionine oxydation"	NT=Trypsin and LysC	not available	not available	not available	Alive
