source name	characteristics[organism]	characteristics[cell line]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[cell count]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell count]
PXD054944-Sample-68	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	68	run 68	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_68.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_68.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-69	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	69	run 69	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_69.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_69.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-70	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	70	run 70	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_70.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_70.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-71	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	71	run 71	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_71.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_71.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-72	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	72	run 72	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_72.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_72.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-73	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	73	run 73	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_73.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_73.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-74	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	74	run 74	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_74.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_74.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-75	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	75	run 75	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_75.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_75.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-76	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	76	run 76	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_76.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_76.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-77	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	77	run 77	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_77.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_77.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-78	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	78	run 78	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_78.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_78.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-79	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	79	run 79	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_79.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_79.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-80	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	1	epithelial cell	80	run 80	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_80.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_1Cell_80SPD_DIA_FAIMS-48_20Th_40ms_80.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	1
PXD054944-Sample-81	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	10	epithelial cell	1	run 81	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_10Cell_80SPD_DIA_FAIMS-48_10Th_20ms_01.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_10Cell_80SPD_DIA_FAIMS-48_10Th_20ms_01.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	10
PXD054944-Sample-82	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	10	epithelial cell	2	run 82	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_10Cell_80SPD_DIA_FAIMS-48_10Th_20ms_02.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_10Cell_80SPD_DIA_FAIMS-48_10Th_20ms_02.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	10
PXD054944-Sample-83	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	10	epithelial cell	3	run 83	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_10Cell_80SPD_DIA_FAIMS-48_10Th_20ms_03.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_10Cell_80SPD_DIA_FAIMS-48_10Th_20ms_03.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	10
PXD054944-Sample-84	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	10	epithelial cell	4	run 84	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_10Cell_80SPD_DIA_FAIMS-48_10Th_20ms_04.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_10Cell_80SPD_DIA_FAIMS-48_10Th_20ms_04.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	10
PXD054944-Sample-85	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	10	epithelial cell	5	run 85	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_10Cell_80SPD_DIA_FAIMS-48_10Th_20ms_05.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_10Cell_80SPD_DIA_FAIMS-48_10Th_20ms_05.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	10
PXD054944-Sample-86	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	10	epithelial cell	6	run 86	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_10Cell_80SPD_DIA_FAIMS-48_10Th_20ms_06.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_10Cell_80SPD_DIA_FAIMS-48_10Th_20ms_06.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	10
PXD054944-Sample-87	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	20	epithelial cell	1	run 87	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_20Cell_80SPD_DIA_FAIMS-48_10Th_20ms_01.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_20Cell_80SPD_DIA_FAIMS-48_10Th_20ms_01.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	20
PXD054944-Sample-88	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	20	epithelial cell	2	run 88	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_20Cell_80SPD_DIA_FAIMS-48_10Th_20ms_02.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_20Cell_80SPD_DIA_FAIMS-48_10Th_20ms_02.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	20
PXD054944-Sample-89	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	20	epithelial cell	3	run 89	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_20Cell_80SPD_DIA_FAIMS-48_10Th_20ms_03.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_20Cell_80SPD_DIA_FAIMS-48_10Th_20ms_03.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	20
PXD054944-Sample-90	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	20	epithelial cell	4	run 90	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_20Cell_80SPD_DIA_FAIMS-48_10Th_20ms_04.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_20Cell_80SPD_DIA_FAIMS-48_10Th_20ms_04.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	20
PXD054944-Sample-91	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	20	epithelial cell	5	run 91	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_20Cell_80SPD_DIA_FAIMS-48_10Th_20ms_05.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_20Cell_80SPD_DIA_FAIMS-48_10Th_20ms_05.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	20
PXD054944-Sample-92	Homo sapiens	Hela	Uterus	31Y	not available	Female	Black	Adenocarcinoma	20	epithelial cell	6	run 92	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20240117_P96-2_Hela1_20Cell_80SPD_DIA_FAIMS-48_10Th_20ms_06.raw	https://download.iprox.cn/IPX0009469000/IPX0009469003/20240117_P96-2_Hela1_20Cell_80SPD_DIA_FAIMS-48_10Th_20ms_06.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	20 ppm	0.5 Da	20
