source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[enrichment process]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[disease]	characteristics[quality]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]
PDC000242-Sample-28	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P6	not available	Xenograft Tissue	run73	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_BI_20170407_BL_f23.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/03CPTAC_CompRef_W_BI_20170407_BL_f23.raw?Expires=1685861451&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=L2eeAAuEv3KmwNbz58J9xwTOB09eksKzDNK7wh8c~9TxOoBGoI1qbNAWRLLU8uETMwEVuIEjK~wDmr9X3eUA75FiKgNEntHJGiw4zA-OBb9eArP0TFki27RYWO0T-vtoHYp0Dd06oQtCYePhpzUmYj9CZAVWBi4dDX9wUSvmE2Rs5a-O28IxFhKCBad7z48EIykyz9Vg9UnF9gPWz5LSqpWc5jnd816ndc3SChTm7wj7CndxDgffDgiyCmzpVIZA~sMd4vbanPJg~0wHTkOUI8D6OYS2gwzIlKrleN7Ta9DmCdAgtMzZbQAB08AdK10fTly4uQpf14K7CbUflOByWA__	1	23	tmt_130n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-29	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P5	not available	Xenograft Tissue	run73	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_BI_20170407_BL_f23.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/03CPTAC_CompRef_W_BI_20170407_BL_f23.raw?Expires=1685861451&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=L2eeAAuEv3KmwNbz58J9xwTOB09eksKzDNK7wh8c~9TxOoBGoI1qbNAWRLLU8uETMwEVuIEjK~wDmr9X3eUA75FiKgNEntHJGiw4zA-OBb9eArP0TFki27RYWO0T-vtoHYp0Dd06oQtCYePhpzUmYj9CZAVWBi4dDX9wUSvmE2Rs5a-O28IxFhKCBad7z48EIykyz9Vg9UnF9gPWz5LSqpWc5jnd816ndc3SChTm7wj7CndxDgffDgiyCmzpVIZA~sMd4vbanPJg~0wHTkOUI8D6OYS2gwzIlKrleN7Ta9DmCdAgtMzZbQAB08AdK10fTly4uQpf14K7CbUflOByWA__	1	23	tmt_130c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-30	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P6	not available	Xenograft Tissue	run73	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_BI_20170407_BL_f23.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/03CPTAC_CompRef_W_BI_20170407_BL_f23.raw?Expires=1685861451&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=L2eeAAuEv3KmwNbz58J9xwTOB09eksKzDNK7wh8c~9TxOoBGoI1qbNAWRLLU8uETMwEVuIEjK~wDmr9X3eUA75FiKgNEntHJGiw4zA-OBb9eArP0TFki27RYWO0T-vtoHYp0Dd06oQtCYePhpzUmYj9CZAVWBi4dDX9wUSvmE2Rs5a-O28IxFhKCBad7z48EIykyz9Vg9UnF9gPWz5LSqpWc5jnd816ndc3SChTm7wj7CndxDgffDgiyCmzpVIZA~sMd4vbanPJg~0wHTkOUI8D6OYS2gwzIlKrleN7Ta9DmCdAgtMzZbQAB08AdK10fTly4uQpf14K7CbUflOByWA__	1	23	tmt_131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-21	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P5	not available	Xenograft Tissue	run74	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_BI_20170407_BL_f24.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/03CPTAC_CompRef_W_BI_20170407_BL_f24.raw?Expires=1685861451&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=JMkmk-sJcH9bcXeBU91eM9Z21UcsUsrEyAZLF5FCTA9KglEinG4gGXdfD0708oMzn5Df0h8nE6hp9yVkG2Of9ulMVg9mV~ObKb3WWn7LT7TnQTWme2RW1Don4O1jEsfsePiASqWTs1qr41r-jx5LVQfcgp60gOWHyiuYoa3BZZ39N5CKFytQGyALszH7jjDwo~-feC~cB5JhhJWxGq2bw-aKvxrT5vo6aMnzJ2pL64BiWSRZ0KYDip7yFyozlyfZzn1B9yhPbvZY8m3h6ZNRTaEDpgJ3ymJciSw2dkxd7nVqjpfM49WpyBNHBi52kDpQv3BxVXiTh2uO4PuG5gKWuQ__	1	24	tmt_126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-22	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P6	not available	Xenograft Tissue	run74	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_BI_20170407_BL_f24.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/03CPTAC_CompRef_W_BI_20170407_BL_f24.raw?Expires=1685861451&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=JMkmk-sJcH9bcXeBU91eM9Z21UcsUsrEyAZLF5FCTA9KglEinG4gGXdfD0708oMzn5Df0h8nE6hp9yVkG2Of9ulMVg9mV~ObKb3WWn7LT7TnQTWme2RW1Don4O1jEsfsePiASqWTs1qr41r-jx5LVQfcgp60gOWHyiuYoa3BZZ39N5CKFytQGyALszH7jjDwo~-feC~cB5JhhJWxGq2bw-aKvxrT5vo6aMnzJ2pL64BiWSRZ0KYDip7yFyozlyfZzn1B9yhPbvZY8m3h6ZNRTaEDpgJ3ymJciSw2dkxd7nVqjpfM49WpyBNHBi52kDpQv3BxVXiTh2uO4PuG5gKWuQ__	1	24	tmt_127n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-23	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P5	not available	Xenograft Tissue	run74	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_BI_20170407_BL_f24.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/03CPTAC_CompRef_W_BI_20170407_BL_f24.raw?Expires=1685861451&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=JMkmk-sJcH9bcXeBU91eM9Z21UcsUsrEyAZLF5FCTA9KglEinG4gGXdfD0708oMzn5Df0h8nE6hp9yVkG2Of9ulMVg9mV~ObKb3WWn7LT7TnQTWme2RW1Don4O1jEsfsePiASqWTs1qr41r-jx5LVQfcgp60gOWHyiuYoa3BZZ39N5CKFytQGyALszH7jjDwo~-feC~cB5JhhJWxGq2bw-aKvxrT5vo6aMnzJ2pL64BiWSRZ0KYDip7yFyozlyfZzn1B9yhPbvZY8m3h6ZNRTaEDpgJ3ymJciSw2dkxd7nVqjpfM49WpyBNHBi52kDpQv3BxVXiTh2uO4PuG5gKWuQ__	1	24	tmt_127c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-24	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P5	not available	Xenograft Tissue	run74	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_BI_20170407_BL_f24.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/03CPTAC_CompRef_W_BI_20170407_BL_f24.raw?Expires=1685861451&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=JMkmk-sJcH9bcXeBU91eM9Z21UcsUsrEyAZLF5FCTA9KglEinG4gGXdfD0708oMzn5Df0h8nE6hp9yVkG2Of9ulMVg9mV~ObKb3WWn7LT7TnQTWme2RW1Don4O1jEsfsePiASqWTs1qr41r-jx5LVQfcgp60gOWHyiuYoa3BZZ39N5CKFytQGyALszH7jjDwo~-feC~cB5JhhJWxGq2bw-aKvxrT5vo6aMnzJ2pL64BiWSRZ0KYDip7yFyozlyfZzn1B9yhPbvZY8m3h6ZNRTaEDpgJ3ymJciSw2dkxd7nVqjpfM49WpyBNHBi52kDpQv3BxVXiTh2uO4PuG5gKWuQ__	1	24	tmt_128n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-25	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P6	not available	Xenograft Tissue	run74	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_BI_20170407_BL_f24.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/03CPTAC_CompRef_W_BI_20170407_BL_f24.raw?Expires=1685861451&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=JMkmk-sJcH9bcXeBU91eM9Z21UcsUsrEyAZLF5FCTA9KglEinG4gGXdfD0708oMzn5Df0h8nE6hp9yVkG2Of9ulMVg9mV~ObKb3WWn7LT7TnQTWme2RW1Don4O1jEsfsePiASqWTs1qr41r-jx5LVQfcgp60gOWHyiuYoa3BZZ39N5CKFytQGyALszH7jjDwo~-feC~cB5JhhJWxGq2bw-aKvxrT5vo6aMnzJ2pL64BiWSRZ0KYDip7yFyozlyfZzn1B9yhPbvZY8m3h6ZNRTaEDpgJ3ymJciSw2dkxd7nVqjpfM49WpyBNHBi52kDpQv3BxVXiTh2uO4PuG5gKWuQ__	1	24	tmt_128c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-26	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P5	not available	Xenograft Tissue	run74	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_BI_20170407_BL_f24.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/03CPTAC_CompRef_W_BI_20170407_BL_f24.raw?Expires=1685861451&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=JMkmk-sJcH9bcXeBU91eM9Z21UcsUsrEyAZLF5FCTA9KglEinG4gGXdfD0708oMzn5Df0h8nE6hp9yVkG2Of9ulMVg9mV~ObKb3WWn7LT7TnQTWme2RW1Don4O1jEsfsePiASqWTs1qr41r-jx5LVQfcgp60gOWHyiuYoa3BZZ39N5CKFytQGyALszH7jjDwo~-feC~cB5JhhJWxGq2bw-aKvxrT5vo6aMnzJ2pL64BiWSRZ0KYDip7yFyozlyfZzn1B9yhPbvZY8m3h6ZNRTaEDpgJ3ymJciSw2dkxd7nVqjpfM49WpyBNHBi52kDpQv3BxVXiTh2uO4PuG5gKWuQ__	1	24	tmt_129n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-27	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P6	not available	Xenograft Tissue	run74	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_BI_20170407_BL_f24.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/03CPTAC_CompRef_W_BI_20170407_BL_f24.raw?Expires=1685861451&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=JMkmk-sJcH9bcXeBU91eM9Z21UcsUsrEyAZLF5FCTA9KglEinG4gGXdfD0708oMzn5Df0h8nE6hp9yVkG2Of9ulMVg9mV~ObKb3WWn7LT7TnQTWme2RW1Don4O1jEsfsePiASqWTs1qr41r-jx5LVQfcgp60gOWHyiuYoa3BZZ39N5CKFytQGyALszH7jjDwo~-feC~cB5JhhJWxGq2bw-aKvxrT5vo6aMnzJ2pL64BiWSRZ0KYDip7yFyozlyfZzn1B9yhPbvZY8m3h6ZNRTaEDpgJ3ymJciSw2dkxd7nVqjpfM49WpyBNHBi52kDpQv3BxVXiTh2uO4PuG5gKWuQ__	1	24	tmt_129c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-28	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P6	not available	Xenograft Tissue	run74	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_BI_20170407_BL_f24.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/03CPTAC_CompRef_W_BI_20170407_BL_f24.raw?Expires=1685861451&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=JMkmk-sJcH9bcXeBU91eM9Z21UcsUsrEyAZLF5FCTA9KglEinG4gGXdfD0708oMzn5Df0h8nE6hp9yVkG2Of9ulMVg9mV~ObKb3WWn7LT7TnQTWme2RW1Don4O1jEsfsePiASqWTs1qr41r-jx5LVQfcgp60gOWHyiuYoa3BZZ39N5CKFytQGyALszH7jjDwo~-feC~cB5JhhJWxGq2bw-aKvxrT5vo6aMnzJ2pL64BiWSRZ0KYDip7yFyozlyfZzn1B9yhPbvZY8m3h6ZNRTaEDpgJ3ymJciSw2dkxd7nVqjpfM49WpyBNHBi52kDpQv3BxVXiTh2uO4PuG5gKWuQ__	1	24	tmt_130n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-29	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P5	not available	Xenograft Tissue	run74	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_BI_20170407_BL_f24.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/03CPTAC_CompRef_W_BI_20170407_BL_f24.raw?Expires=1685861451&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=JMkmk-sJcH9bcXeBU91eM9Z21UcsUsrEyAZLF5FCTA9KglEinG4gGXdfD0708oMzn5Df0h8nE6hp9yVkG2Of9ulMVg9mV~ObKb3WWn7LT7TnQTWme2RW1Don4O1jEsfsePiASqWTs1qr41r-jx5LVQfcgp60gOWHyiuYoa3BZZ39N5CKFytQGyALszH7jjDwo~-feC~cB5JhhJWxGq2bw-aKvxrT5vo6aMnzJ2pL64BiWSRZ0KYDip7yFyozlyfZzn1B9yhPbvZY8m3h6ZNRTaEDpgJ3ymJciSw2dkxd7nVqjpfM49WpyBNHBi52kDpQv3BxVXiTh2uO4PuG5gKWuQ__	1	24	tmt_130c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-30	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P6	not available	Xenograft Tissue	run74	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_BI_20170407_BL_f24.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/03CPTAC_CompRef_W_BI_20170407_BL_f24.raw?Expires=1685861451&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=JMkmk-sJcH9bcXeBU91eM9Z21UcsUsrEyAZLF5FCTA9KglEinG4gGXdfD0708oMzn5Df0h8nE6hp9yVkG2Of9ulMVg9mV~ObKb3WWn7LT7TnQTWme2RW1Don4O1jEsfsePiASqWTs1qr41r-jx5LVQfcgp60gOWHyiuYoa3BZZ39N5CKFytQGyALszH7jjDwo~-feC~cB5JhhJWxGq2bw-aKvxrT5vo6aMnzJ2pL64BiWSRZ0KYDip7yFyozlyfZzn1B9yhPbvZY8m3h6ZNRTaEDpgJ3ymJciSw2dkxd7nVqjpfM49WpyBNHBi52kDpQv3BxVXiTh2uO4PuG5gKWuQ__	1	24	tmt_131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000242-Sample-21	human + mouse	not available	not available	not available	not available	not available	Breast cancer	1	P5	not available	Xenograft Tissue	run75	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_BI_20170407_BL_fA.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/80/03CPTAC_CompRef_W_BI_20170407_BL_fA.raw?Expires=1685861451&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=XMGdvvp~DD1--zXXGzKlB4ojjRkNngzdUxtuWzixwXjSCaDcA9xb~-yuofTYFSArQTODEyqlc6ZXDtSUqZRP2jVCaTGmofkpupD5GbuVi5sF8s58g6LHY3yJXzr9dq9h4qF1sKRD36S0Nq6NT1drlJGWrhMILyeL01sa8sHmi6eP9bwn9OqzHvj26p0T1IddeevR74YU9ne7PEb1eOqjor80An1bJ40~PN-CLybdMs1U1cy9caV9BJoBke-pLJ4gYmtzuWQ44pGmAnNW7WZ0N82PVmg5njt6FQJKi8zIQPkDNMuGjCZ1-HsSouh9blp9gaCSUtxbpp3FRtTVTEb9Gw__	1	25	tmt_126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	38% NCE	20 ppm	20 ppm	Breast cancer	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
