source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[developmental stage]	characteristics[disease]	characteristics[ancestry category]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	Material Type	assay name	Technology Type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD020192-Sample-38	Homo sapiens	Testis	Testis	not applicable	not applicable	adult	none	not available	1	not available	not available	tissue	run 76	proteomic profiling by mass spectrometry	S76_Testis_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S76_Testis_2.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Testis
PXD020192-Sample-39	Homo sapiens	Epididymis	Epididymis	not applicable	not applicable	adult	none	not available	1	not available	not available	tissue	run 77	proteomic profiling by mass spectrometry	S77_Epidymis_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S77_Epidymis_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Epidymis
PXD020192-Sample-39	Homo sapiens	Epididymis	Epididymis	not applicable	not applicable	adult	none	not available	1	not available	not available	tissue	run 78	proteomic profiling by mass spectrometry	S78_Epidymis_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S78_Epidymis_2.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Epidymis
PXD020192-Sample-40	Homo sapiens	Anus	Anus	not applicable	not applicable	adult	none	not available	1	not available	not available	tissue	run 79	proteomic profiling by mass spectrometry	S79_Anus_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S79_Anus_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Anus
PXD020192-Sample-40	Homo sapiens	Anus	Anus	not applicable	not applicable	adult	none	not available	1	not available	not available	tissue	run 80	proteomic profiling by mass spectrometry	S80_Anus_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S80_Anus_2.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Anus
PXD020192-Sample-41	Homo sapiens	Bone marrow	Bone marrow	not applicable	not applicable	adult	none	not available	1	not available	not available	tissue	run 81	proteomic profiling by mass spectrometry	S81_BoneMarrow_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S81_BoneMarrow_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Bone marrow
PXD020192-Sample-41	Homo sapiens	Bone marrow	Bone marrow	not applicable	not applicable	adult	none	not available	1	not available	not available	tissue	run 82	proteomic profiling by mass spectrometry	S82_BoneMarrow_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S82_BoneMarrow_2.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Bone marrow
PXD020192-Sample-42	Homo sapiens	Fallopian tube	Fallopian tube	not applicable	not applicable	adult	none	not available	1	not available	not available	tissue	run 83	proteomic profiling by mass spectrometry	S83_FallopianTube_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S83_FallopianTube_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Fallopian tube
PXD020192-Sample-42	Homo sapiens	Fallopian tube	Fallopian tube	not applicable	not applicable	adult	none	not available	1	not available	not available	tissue	run 84	proteomic profiling by mass spectrometry	S84_FallopianTube_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S84_FallopianTube_2.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Fallopian tube
PXD020192-Sample-43	Homo sapiens	Parathyroid gland	Parathyroid gland	not applicable	not applicable	adult	none	not available	1	not available	not available	tissue	run 85	proteomic profiling by mass spectrometry	S85_ParathyroidGland_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S85_ParathyroidGland_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Parathyroid gland
PXD020192-Sample-43	Homo sapiens	Parathyroid gland	Parathyroid gland	not applicable	not applicable	adult	none	not available	1	not available	not available	tissue	run 86	proteomic profiling by mass spectrometry	S86_ParathyroidGland_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S86_ParathyroidGland_2.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Parathyroid gland
PXD020192-Sample-44	Homo sapiens	Tonsil	Tonsil	not applicable	not applicable	adult	none	not available	1	not available	not available	tissue	run 87	proteomic profiling by mass spectrometry	S87_Tonsil_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S87_Tonsil_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Tonsil
PXD020192-Sample-44	Homo sapiens	Tonsil	Tonsil	not applicable	not applicable	adult	none	not available	1	not available	not available	tissue	run 88	proteomic profiling by mass spectrometry	S88_Tonsil_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S88_Tonsil_2.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Tonsil
PXD020192-Sample-45	Homo sapiens	Ovary	Ovary	not applicable	not applicable	adult	none	not available	1	not available	not available	tissue	run 89	proteomic profiling by mass spectrometry	S89_Ovary_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S89_Ovary_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Ovary
PXD020192-Sample-45	Homo sapiens	Ovary	Ovary	not applicable	not applicable	adult	none	not available	1	not available	not available	tissue	run 90	proteomic profiling by mass spectrometry	S90_Ovary_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S90_Ovary_2.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Ovary
PXD020192-Sample-46	Homo sapiens	Skin	Skin	not applicable	not applicable	adult	none	not available	1	not available	not available	tissue	run 91	proteomic profiling by mass spectrometry	S91_Skin_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S91_Skin_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Skin
PXD020192-Sample-46	Homo sapiens	Skin	Skin	not applicable	not applicable	adult	none	not available	1	not available	not available	tissue	run 92	proteomic profiling by mass spectrometry	S92_Skin_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020192/S92_Skin_2.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	Skin
