source name	characteristics[organism]	characteristics[organism part]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[cell line]
PXD042233-Sample-3738	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3738	2018_05_22_07_31_Q-Exactive-HF-X-Orbitrap_6004	proteomic profiling by mass spectrometer	1	2018_05_22_07_31_Q-Exactive-HF-X-Orbitrap_6004.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3739	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3739	2018_05_22_08_19_Q-Exactive-HF-X-Orbitrap_6004	proteomic profiling by mass spectrometer	1	2018_05_22_08_19_Q-Exactive-HF-X-Orbitrap_6004.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3740	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3740	2018_05_22_11_13_Q-Exactive-HF-X-Orbitrap_6075	proteomic profiling by mass spectrometer	1	2018_05_22_11_13_Q-Exactive-HF-X-Orbitrap_6075.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3741	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3741	2018_05_22_13_12_Q-Exactive-HF-X-Orbitrap_6004	proteomic profiling by mass spectrometer	1	2018_05_22_13_12_Q-Exactive-HF-X-Orbitrap_6004.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3742	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3742	2018_05_22_13_58_Q-Exactive-HF-X-Orbitrap_6075	proteomic profiling by mass spectrometer	1	2018_05_22_13_58_Q-Exactive-HF-X-Orbitrap_6075.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3743	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3743	2018_05_22_14_00_Q-Exactive-HF-X-Orbitrap_6004	proteomic profiling by mass spectrometer	1	2018_05_22_14_00_Q-Exactive-HF-X-Orbitrap_6004.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3744	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3744	2018_05_22_15_03_Q-Exactive-HF-X-Orbitrap_6078	proteomic profiling by mass spectrometer	1	2018_05_22_15_03_Q-Exactive-HF-X-Orbitrap_6078.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3745	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3745	2018_05_22_16_03_Q-Exactive-HF-X-Orbitrap_6004	proteomic profiling by mass spectrometer	1	2018_05_22_16_03_Q-Exactive-HF-X-Orbitrap_6004.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3746	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3746	2018_05_22_16_44_Q-Exactive-HF-X-Orbitrap_6075	proteomic profiling by mass spectrometer	1	2018_05_22_16_44_Q-Exactive-HF-X-Orbitrap_6075.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3747	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3747	2018_05_22_17_41_Q-Exactive-HF-X-Orbitrap_6101	proteomic profiling by mass spectrometer	1	2018_05_22_17_41_Q-Exactive-HF-X-Orbitrap_6101.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3748	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3748	2018_05_22_17_44_Q-Exactive-HF-X-Orbitrap_6078	proteomic profiling by mass spectrometer	1	2018_05_22_17_44_Q-Exactive-HF-X-Orbitrap_6078.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3749	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3749	2018_05_22_19_30_Q-Exactive-HF-X-Orbitrap_6075	proteomic profiling by mass spectrometer	1	2018_05_22_19_30_Q-Exactive-HF-X-Orbitrap_6075.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3750	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3750	2018_05_22_20_30_Q-Exactive-HF-X-Orbitrap_6101	proteomic profiling by mass spectrometer	1	2018_05_22_20_30_Q-Exactive-HF-X-Orbitrap_6101.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3751	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3751	2018_05_22_20_35_Q-Exactive-HF-X-Orbitrap_6078	proteomic profiling by mass spectrometer	1	2018_05_22_20_35_Q-Exactive-HF-X-Orbitrap_6078.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3752	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3752	2018_05_22_23_16_Q-Exactive-HF-X-Orbitrap_6078	proteomic profiling by mass spectrometer	1	2018_05_22_23_16_Q-Exactive-HF-X-Orbitrap_6078.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3753	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3753	2018_05_24_15_33_Q-Exactive-HF-X-Orbitrap_6078	proteomic profiling by mass spectrometer	1	2018_05_24_15_33_Q-Exactive-HF-X-Orbitrap_6078.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3754	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3754	2018_05_24_18_33_Q-Exactive-HF-X-Orbitrap_6073	proteomic profiling by mass spectrometer	1	2018_05_24_18_33_Q-Exactive-HF-X-Orbitrap_6073.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3755	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3755	2018_05_24_21_17_Q-Exactive-HF-X-Orbitrap_6073	proteomic profiling by mass spectrometer	1	2018_05_24_21_17_Q-Exactive-HF-X-Orbitrap_6073.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3756	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3756	2018_05_25_00_01_Q-Exactive-HF-X-Orbitrap_6073	proteomic profiling by mass spectrometer	1	2018_05_25_00_01_Q-Exactive-HF-X-Orbitrap_6073.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3757	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3757	2018_05_25_02_46_Q-Exactive-HF-X-Orbitrap_6073	proteomic profiling by mass spectrometer	1	2018_05_25_02_46_Q-Exactive-HF-X-Orbitrap_6073.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3758	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3758	2018_05_25_05_30_Q-Exactive-HF-X-Orbitrap_6073	proteomic profiling by mass spectrometer	1	2018_05_25_05_30_Q-Exactive-HF-X-Orbitrap_6073.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3759	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3759	2018_05_25_15_41_Q-Exactive-HF-X-Orbitrap_6096	proteomic profiling by mass spectrometer	1	2018_05_25_15_41_Q-Exactive-HF-X-Orbitrap_6096.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3760	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3760	2018_05_25_17_25_Q-Exactive-HF-X-Orbitrap_6011	proteomic profiling by mass spectrometer	1	2018_05_25_17_25_Q-Exactive-HF-X-Orbitrap_6011.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3761	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3761	2018_05_25_18_30_Q-Exactive-HF-X-Orbitrap_6096	proteomic profiling by mass spectrometer	1	2018_05_25_18_30_Q-Exactive-HF-X-Orbitrap_6096.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3762	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3762	2018_05_25_22_01_Q-Exactive-HF-X-Orbitrap_6073	proteomic profiling by mass spectrometer	1	2018_05_25_22_01_Q-Exactive-HF-X-Orbitrap_6073.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3763	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3763	2018_05_26_14_42_Q-Exactive-HF-X-Orbitrap_6096	proteomic profiling by mass spectrometer	1	2018_05_26_14_42_Q-Exactive-HF-X-Orbitrap_6096.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3764	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3764	2018_05_26_16_09_Q-Exactive-HF-X-Orbitrap_6075	proteomic profiling by mass spectrometer	1	2018_05_26_16_09_Q-Exactive-HF-X-Orbitrap_6075.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3765	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3765	2018_05_26_17_30_Q-Exactive-HF-X-Orbitrap_6096	proteomic profiling by mass spectrometer	1	2018_05_26_17_30_Q-Exactive-HF-X-Orbitrap_6096.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3766	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3766	2018_05_26_18_52_Q-Exactive-HF-X-Orbitrap_6075	proteomic profiling by mass spectrometer	1	2018_05_26_18_52_Q-Exactive-HF-X-Orbitrap_6075.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3767	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3767	2018_05_26_21_35_Q-Exactive-HF-X-Orbitrap_6075	proteomic profiling by mass spectrometer	1	2018_05_26_21_35_Q-Exactive-HF-X-Orbitrap_6075.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3768	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3768	2018_05_27_00_18_Q-Exactive-HF-X-Orbitrap_6075	proteomic profiling by mass spectrometer	1	2018_05_27_00_18_Q-Exactive-HF-X-Orbitrap_6075.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3769	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3769	2018_05_27_03_01_Q-Exactive-HF-X-Orbitrap_6075	proteomic profiling by mass spectrometer	1	2018_05_27_03_01_Q-Exactive-HF-X-Orbitrap_6075.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3770	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3770	2018_05_27_05_44_Q-Exactive-HF-X-Orbitrap_6075	proteomic profiling by mass spectrometer	1	2018_05_27_05_44_Q-Exactive-HF-X-Orbitrap_6075.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3771	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3771	2018_05_27_08_26_Q-Exactive-HF-X-Orbitrap_6075	proteomic profiling by mass spectrometer	1	2018_05_27_08_26_Q-Exactive-HF-X-Orbitrap_6075.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3772	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3772	2018_05_27_10_20_Q-Exactive-HF-X-Orbitrap_6101	proteomic profiling by mass spectrometer	1	2018_05_27_10_20_Q-Exactive-HF-X-Orbitrap_6101.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3773	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3773	2018_05_27_11_09_Q-Exactive-HF-X-Orbitrap_6075	proteomic profiling by mass spectrometer	1	2018_05_27_11_09_Q-Exactive-HF-X-Orbitrap_6075.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3774	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3774	2018_05_27_12_14_Q-Exactive-HF-X-Orbitrap_6096	proteomic profiling by mass spectrometer	1	2018_05_27_12_14_Q-Exactive-HF-X-Orbitrap_6096.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3775	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3775	2018_05_27_13_16_Q-Exactive-HF-X-Orbitrap_6101	proteomic profiling by mass spectrometer	1	2018_05_27_13_16_Q-Exactive-HF-X-Orbitrap_6101.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
PXD042233-Sample-3776	Homo sapiens	Cervix	African American	30Y6M	adult	female	HeLa	epithelial	Human papillomavirus-related cervical adenocarcinoma	3776	2018_05_27_13_52_Q-Exactive-HF-X-Orbitrap_6075	proteomic profiling by mass spectrometer	1	2018_05_27_13_52_Q-Exactive-HF-X-Orbitrap_6075.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Q Exactive HF-X;AC=MS:1002877	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.05 Da	10 ppm	HeLa
