source name	characteristics[organism]	characteristics[cell line]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[cell count]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[isolation windows]	comment[ion injection times]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD049211-Sample-63	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	15	run 63	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_15.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_15.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-64	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	16	run 64	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_16.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_16.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-65	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	17	run 65	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_17.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_17.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-66	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	18	run 66	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_18.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_18.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-67	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	19	run 67	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_19.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_19.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-68	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	20	run 68	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_20.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_20.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-69	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	21	run 69	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_21.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_21.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-70	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	22	run 70	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_22.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_22.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-71	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	23	run 71	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_23.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_23.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-72	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	24	run 72	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_24.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_24.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-73	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	25	run 73	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_25.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_25.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-74	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	26	run 74	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_26.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_26.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-75	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	27	run 75	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_27.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_27.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-76	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	28	run 76	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_28.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_28.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-77	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	29	run 77	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_29.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_29.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-78	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	30	run 78	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_30.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_30.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-79	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	31	run 79	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_31.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_31.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-80	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	32	run 80	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_32.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_32.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-81	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	33	run 81	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_33.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_33.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-82	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	34	run 82	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_34.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_34.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-83	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	35	run 83	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_35.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_35.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-84	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	36	run 84	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_36.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_36.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-85	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	37	run 85	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_37.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_37.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-86	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	38	run 86	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_38.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_38.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-87	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	39	run 87	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_39.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_39.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-88	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	40	run 88	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_40.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_40.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-89	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	41	run 89	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_41.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_41.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-90	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	42	run 90	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_42.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_42.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-91	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	43	run 91	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_43.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_43.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-92	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	44	run 92	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_44.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_44.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
PXD049211-Sample-93	Homo sapiens	HCT116	Colon	not available	adult	Male	not available	Colorectal Carcinoma	not available	Spheriods	45	run 93	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_45.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049211/20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_45.raw	1	1	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=HCD;AC=PRIDE:0000590	4Th	6ms	20 ppm	0.5 Da	HCT116?
