source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[sampling site]	characteristics[ancestry category]	characteristics[sex]	characteristics[developmental stage]	characteristics[age]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[pooled sample]	assay name	technology type	comment[assay_id]	comment[label]	comment[channel_id]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[Number of missed cleavages]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[technical replicate]	comment[file uri]	comment[data file]	factor value[cell line]
MSV000085836-Sample-276	Homo sapiens	Pancreas	Pancreatic carcinoma	Ascites	Japanese	Male	Adult	50Y	disease cell type	KP-4	CVCL_1338	1	not pooled	run 336	proteomic profiling by mass spectrometry	24	TMT129N	6	12	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00771_Prot_24_12.raw	g00771_Prot_24_12.raw	KP-4
MSV000085836-Sample-277	Homo sapiens	Blood	Adult acute monocytic leukemia	Peripheral blood	Caucasian	Male	Adult	64Y	disease cell type	MONO-MAC-6	CVCL_1426	1	not pooled	run 336	proteomic profiling by mass spectrometry	24	TMT129C	7	12	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00771_Prot_24_12.raw	g00771_Prot_24_12.raw	MONO-MAC-6
MSV000085836-Sample-278	Homo sapiens	Ovary	High grade ovarian serous adenocarcinoma	no available	Caucasian	Female	Adult	64Y	disease cell type	OVCAR-8	CVCL_1629	1	not pooled	run 336	proteomic profiling by mass spectrometry	24	TMT130N	8	12	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00771_Prot_24_12.raw	g00771_Prot_24_12.raw	OVCAR-8
MSV000085836-Sample-279	Homo sapiens	Blood	Childhood acute megakaryoblastic leukemia	Peripheral blood	Japanese	Male	Infant	1Y	disease cell type	THP-1	CVCL_0006	1	not pooled	run 336	proteomic profiling by mass spectrometry	24	TMT130C	9	12	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00771_Prot_24_12.raw	g00771_Prot_24_12.raw	THP-1
MSV000085836-Sample-280	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	disease cell type	mixed	not available	1	"SN=CAL33_UPPER_AERODIGESTIVE_TRACT,HS578T_BREAST,SW837_LARGE_INTESTINE,WM2664_SKIN,CAL51_BREAST,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NCIH1581_LUNG,NCIH82_LUNG,SW480_LARGE_INTESTINE"	run 336	proteomic profiling by mass spectrometry	24	TMT131	10	12	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00771_Prot_24_12.raw	g00771_Prot_24_12.raw	mixed
MSV000085836-Sample-281	Homo sapiens	Kidney	Renal cell carcinoma	Kidney	Caucasian	Female	Adult	63Y	disease cell type	769-P	CVCL_1050	1	not pooled	run 337	proteomic profiling by mass spectrometry	25	TMT126	1	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00796_171103182003_Prot_25_01.raw	g00796_171103182003_Prot_25_01.raw	769-P
MSV000085836-Sample-282	Homo sapiens	Skin	Amelanotic melanoma	Skin	Caucasian	Male	Adult	53Y	disease cell type	C32	CVCL_1097	1	not pooled	run 337	proteomic profiling by mass spectrometry	25	TMT127N	2	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00796_171103182003_Prot_25_01.raw	g00796_171103182003_Prot_25_01.raw	C32
MSV000085836-Sample-283	Homo sapiens	Endometrium	Endometrial adenocarcinoma	Endometrium	Japanese	Female	no available	no available	disease cell type	HEC-59	CVCL_2930	1	not pooled	run 337	proteomic profiling by mass spectrometry	25	TMT127C	3	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00796_171103182003_Prot_25_01.raw	g00796_171103182003_Prot_25_01.raw	HEC-59
MSV000085836-Sample-284	Homo sapiens	Haematopoietic and Lymphoid	bcr-abl1 positive; Chronic myelogenous leukemia	Pleural effusion	Caucasian	Female	Adult	53Y	disease cell type	K-562	CVCL_0004	1	not pooled	run 337	proteomic profiling by mass spectrometry	25	TMT128N	4	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00796_171103182003_Prot_25_01.raw	g00796_171103182003_Prot_25_01.raw	K-562
MSV000085836-Sample-285	Homo sapiens	Stomach	Gastric adenocarcinoma	Brachialis muscle; Brachial muscle	Japanese	Male	Elderly	72Y	disease cell type	NUGC-3	CVCL_1612	1	not pooled	run 337	proteomic profiling by mass spectrometry	25	TMT128C	5	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00796_171103182003_Prot_25_01.raw	g00796_171103182003_Prot_25_01.raw	NUGC-3
MSV000085836-Sample-286	Homo sapiens	Soft Tissue	Embryonal rhabdomyosarcoma	Pelvis; Muscle	Caucasian	Female	Children	7Y	disease cell type	RD	CVCL_1649	1	not pooled	run 337	proteomic profiling by mass spectrometry	25	TMT129N	6	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00796_171103182003_Prot_25_01.raw	g00796_171103182003_Prot_25_01.raw	RD
MSV000085836-Sample-287	Homo sapiens	Blood	B-cell acute lymphoblastic leukemia	Peripheral blood	Caucasian	Female	Children	5Y	disease cell type	SEM	CVCL_0095	1	not pooled	run 337	proteomic profiling by mass spectrometry	25	TMT129C	7	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00796_171103182003_Prot_25_01.raw	g00796_171103182003_Prot_25_01.raw	SEM
MSV000085836-Sample-288	Homo sapiens	Lung	Small cell lung carcinoma	Left upper lobe; Lung	Caucasian	Male	Adult	54Y	disease cell type	SHP-77	CVCL_1693	1	not pooled	run 337	proteomic profiling by mass spectrometry	25	TMT130N	8	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00796_171103182003_Prot_25_01.raw	g00796_171103182003_Prot_25_01.raw	SHP-77
MSV000085836-Sample-289	Homo sapiens	Bone	Ewing sarcoma	Humerus	Caucasian	Male	Adult	22Y	disease cell type	TC-71	CVCL_2213	1	not pooled	run 337	proteomic profiling by mass spectrometry	25	TMT130C	9	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00796_171103182003_Prot_25_01.raw	g00796_171103182003_Prot_25_01.raw	TC-71
MSV000085836-Sample-290	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	disease cell type	mixed	not available	1	"SN=CAL33_UPPER_AERODIGESTIVE_TRACT,HS578T_BREAST,SW837_LARGE_INTESTINE,WM2664_SKIN,CAL51_BREAST,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NCIH1581_LUNG,NCIH82_LUNG,SW480_LARGE_INTESTINE"	run 337	proteomic profiling by mass spectrometry	25	TMT131	10	1	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00796_171103182003_Prot_25_01.raw	g00796_171103182003_Prot_25_01.raw	mixed
MSV000085836-Sample-281	Homo sapiens	Kidney	Renal cell carcinoma	Kidney	Caucasian	Female	Adult	63Y	disease cell type	769-P	CVCL_1050	1	not pooled	run 338	proteomic profiling by mass spectrometry	25	TMT126	1	2	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00797_Prot_25_02.raw	g00797_Prot_25_02.raw	769-P
MSV000085836-Sample-282	Homo sapiens	Skin	Amelanotic melanoma	Skin	Caucasian	Male	Adult	53Y	disease cell type	C32	CVCL_1097	1	not pooled	run 338	proteomic profiling by mass spectrometry	25	TMT127N	2	2	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00797_Prot_25_02.raw	g00797_Prot_25_02.raw	C32
MSV000085836-Sample-283	Homo sapiens	Endometrium	Endometrial adenocarcinoma	Endometrium	Japanese	Female	no available	no available	disease cell type	HEC-59	CVCL_2930	1	not pooled	run 338	proteomic profiling by mass spectrometry	25	TMT127C	3	2	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00797_Prot_25_02.raw	g00797_Prot_25_02.raw	HEC-59
MSV000085836-Sample-284	Homo sapiens	Haematopoietic and Lymphoid	bcr-abl1 positive; Chronic myelogenous leukemia	Pleural effusion	Caucasian	Female	Adult	53Y	disease cell type	K-562	CVCL_0004	1	not pooled	run 338	proteomic profiling by mass spectrometry	25	TMT128N	4	2	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00797_Prot_25_02.raw	g00797_Prot_25_02.raw	K-562
MSV000085836-Sample-285	Homo sapiens	Stomach	Gastric adenocarcinoma	Brachialis muscle; Brachial muscle	Japanese	Male	Elderly	72Y	disease cell type	NUGC-3	CVCL_1612	1	not pooled	run 338	proteomic profiling by mass spectrometry	25	TMT128C	5	2	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00797_Prot_25_02.raw	g00797_Prot_25_02.raw	NUGC-3
MSV000085836-Sample-286	Homo sapiens	Soft Tissue	Embryonal rhabdomyosarcoma	Pelvis; Muscle	Caucasian	Female	Children	7Y	disease cell type	RD	CVCL_1649	1	not pooled	run 338	proteomic profiling by mass spectrometry	25	TMT129N	6	2	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00797_Prot_25_02.raw	g00797_Prot_25_02.raw	RD
MSV000085836-Sample-287	Homo sapiens	Blood	B-cell acute lymphoblastic leukemia	Peripheral blood	Caucasian	Female	Children	5Y	disease cell type	SEM	CVCL_0095	1	not pooled	run 338	proteomic profiling by mass spectrometry	25	TMT129C	7	2	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00797_Prot_25_02.raw	g00797_Prot_25_02.raw	SEM
MSV000085836-Sample-288	Homo sapiens	Lung	Small cell lung carcinoma	Left upper lobe; Lung	Caucasian	Male	Adult	54Y	disease cell type	SHP-77	CVCL_1693	1	not pooled	run 338	proteomic profiling by mass spectrometry	25	TMT130N	8	2	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00797_Prot_25_02.raw	g00797_Prot_25_02.raw	SHP-77
MSV000085836-Sample-289	Homo sapiens	Bone	Ewing sarcoma	Humerus	Caucasian	Male	Adult	22Y	disease cell type	TC-71	CVCL_2213	1	not pooled	run 338	proteomic profiling by mass spectrometry	25	TMT130C	9	2	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00797_Prot_25_02.raw	g00797_Prot_25_02.raw	TC-71
MSV000085836-Sample-290	Homo sapiens	not available	not available	not available	not available	not available	not available	not available	disease cell type	mixed	not available	1	"SN=CAL33_UPPER_AERODIGESTIVE_TRACT,HS578T_BREAST,SW837_LARGE_INTESTINE,WM2664_SKIN,CAL51_BREAST,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NCIH1581_LUNG,NCIH82_LUNG,SW480_LARGE_INTESTINE"	run 338	proteomic profiling by mass spectrometry	25	TMT131	10	2	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00797_Prot_25_02.raw	g00797_Prot_25_02.raw	mixed
MSV000085836-Sample-281	Homo sapiens	Kidney	Renal cell carcinoma	Kidney	Caucasian	Female	Adult	63Y	disease cell type	769-P	CVCL_1050	1	not pooled	run 339	proteomic profiling by mass spectrometry	25	TMT126	1	3	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00798_Prot_25_03.raw	g00798_Prot_25_03.raw	769-P
MSV000085836-Sample-282	Homo sapiens	Skin	Amelanotic melanoma	Skin	Caucasian	Male	Adult	53Y	disease cell type	C32	CVCL_1097	1	not pooled	run 339	proteomic profiling by mass spectrometry	25	TMT127N	2	3	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00798_Prot_25_03.raw	g00798_Prot_25_03.raw	C32
MSV000085836-Sample-283	Homo sapiens	Endometrium	Endometrial adenocarcinoma	Endometrium	Japanese	Female	no available	no available	disease cell type	HEC-59	CVCL_2930	1	not pooled	run 339	proteomic profiling by mass spectrometry	25	TMT127C	3	3	NT=Orbitrap Fusion Lumos	NT=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=fixed	NT=Acetyl;PP=Protein N-term;AC=UNIMOD:1;MT=Variable	NT=Trypsin;AC=MS:1001260	2	0.4 Da	30 ppm	1	ftp://massive.ucsd.edu/v01/MSV000085836/MSV000085836/raw/raw/g00798_Prot_25_03.raw	g00798_Prot_25_03.raw	HEC-59
