source Name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[developmental stage]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[organism]
PXD012636-Sample-322	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 322	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_2_Right_Ventricle_Fraction_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_2_Right_Ventricle_Fraction_8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-323	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 323	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_2_Right_Ventricle_Fraction_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_2_Right_Ventricle_Fraction_9.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-324	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 324	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_2_Right_Ventricle_Fraction_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_2_Right_Ventricle_Fraction_10.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-325	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 325	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Atria_Fraction_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Atria_Fraction_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-326	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 326	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Atria_Fraction_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Atria_Fraction_2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-327	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 327	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Atria_Fraction_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Atria_Fraction_3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-328	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 328	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Atria_Fraction_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Atria_Fraction_4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-329	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 329	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Atria_Fraction_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Atria_Fraction_5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-330	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 330	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Atria_Fraction_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Atria_Fraction_6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-331	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 331	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Atria_Fraction_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Atria_Fraction_7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-332	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 332	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Atria_Fraction_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Atria_Fraction_8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-333	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 333	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Atria_Fraction_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Atria_Fraction_9.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-334	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 334	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Atria_Fraction_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Atria_Fraction_10.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-335	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 335	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Ventricle_Fraction_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Ventricle_Fraction_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-336	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 336	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Ventricle_Fraction_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Ventricle_Fraction_2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-337	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 337	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Ventricle_Fraction_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Ventricle_Fraction_3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-338	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 338	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Ventricle_Fraction_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Ventricle_Fraction_4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-339	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 339	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Ventricle_Fraction_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Ventricle_Fraction_5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-340	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 340	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Ventricle_Fraction_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Ventricle_Fraction_6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-341	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 341	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Ventricle_Fraction_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Ventricle_Fraction_7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-342	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 342	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Ventricle_Fraction_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Ventricle_Fraction_8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-343	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 343	proteomic profiling by mass spectrometry	20150814_QE7_UPLC11_PCP_SA_Pig_Heart_3_Left_Ventricle_Fraction_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150814_QE7_UPLC11_PCP_SA_Pig_Heart_3_Left_Ventricle_Fraction_9.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-344	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 344	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Ventricle_Fraction_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Left_Ventricle_Fraction_10.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-345	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 345	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Atria_Fraction_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Atria_Fraction_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-346	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 346	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Atria_Fraction_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Atria_Fraction_2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-347	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 347	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Atria_Fraction_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Atria_Fraction_3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-348	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 348	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Atria_Fraction_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Atria_Fraction_4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-349	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 349	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Atria_Fraction_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Atria_Fraction_5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
PXD012636-Sample-350	Sus scrofa domesticus	heart	not applicable	not applicable	not available	not available	not available	not available	1	organism part	run 350	proteomic profiling by mass spectrometry	20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Atria_Fraction_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD012636/20150622_QE5_UPLC8_ALL_SA_Pig_Heart_3_Right_Atria_Fraction_6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=Q;MT=Variable	HCD	4.5 ppm	20 ppm	Sus scrofa domesticus
