source name	characteristics[organism]	characteristics[cell line]	characteristics[cellosaurus]	characteristics[organism part]	characteristics[sampling site]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[fractionation method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD003539-Sample-32	Homo sapiens	BT-549	CVCL_1092	Breast	Breast	72Y	Elderly	Female	Caucasian	Invasive breast carcinoma	not available	1	run 64	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130628_003_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130628_003_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	BT-549
PXD003539-Sample-33	Homo sapiens	NCI-H522	CVCL_1567	Lung	Lung	58Y	Adult	Male	Caucasian	Lung adenocarcinoma	not available	1	run 65	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130616_004_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130616_004_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	NCI-H522
PXD003539-Sample-33	Homo sapiens	NCI-H522	CVCL_1567	Lung	Lung	58Y	Adult	Male	Caucasian	Lung adenocarcinoma	not available	1	run 66	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130628_004_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130628_004_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	NCI-H522
PXD003539-Sample-34	Homo sapiens	TK10	CVCL_1773	Kidney	Kidney	43Y	Adult	Male	not available	Clear cell renal cell carcinoma	not available	1	run 67	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130616_005_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130616_005_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	TK10
PXD003539-Sample-34	Homo sapiens	TK10	CVCL_1773	Kidney	Kidney	43Y	Adult	Male	not available	Clear cell renal cell carcinoma	not available	1	run 68	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130628_005_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130628_005_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	TK10
PXD003539-Sample-35	Homo sapiens	UACC-257	CVCL_1779	Skin	not available	not available	not available	not available	Caucasian	Melanoma	not available	1	run 69	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130616_006_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130616_006_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	UACC-257
PXD003539-Sample-35	Homo sapiens	UACC-257	CVCL_1779	Skin	not available	not available	not available	not available	Caucasian	Melanoma	not available	1	run 70	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130628_006_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130628_006_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	UACC-257
PXD003539-Sample-36	Homo sapiens	DU-145	CVCL_0105	Prostate	Brain	69Y	Elderly	Male	Caucasian	Prostate carcinoma	not available	1	run 71	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130617_002_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130617_002_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	DU-145
PXD003539-Sample-36	Homo sapiens	DU-145	CVCL_0105	Prostate	Brain	69Y	Elderly	Male	Caucasian	Prostate carcinoma	not available	1	run 72	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130629_002_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130629_002_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	DU-145
PXD003539-Sample-37	Homo sapiens	HCT-15	CVCL_0292	Colon	Colon	67Y	Elderly	Male	Caucasian	Colon adenocarcinoma	colon epithelial cell	1	run 73	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130617_003_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130617_003_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	HCT-15
PXD003539-Sample-37	Homo sapiens	HCT-15	CVCL_0292	Colon	Colon	67Y	Elderly	Male	Caucasian	Colon adenocarcinoma	colon epithelial cell	1	run 74	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130629_003_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130629_003_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	HCT-15
PXD003539-Sample-38	Homo sapiens	MOLT-4	CVCL_0013	Blood	Peripheral blood	19Y	Adult	Male	Caucasian	Adult t acute lymphoblastic leukemia	T cell	1	run 75	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130617_004_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130617_004_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	MOLT-4
PXD003539-Sample-38	Homo sapiens	MOLT-4	CVCL_0013	Blood	Peripheral blood	19Y	Adult	Male	Caucasian	Adult t acute lymphoblastic leukemia	T cell	1	run 76	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130629_004_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130629_004_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	MOLT-4
PXD003539-Sample-39	Homo sapiens	NCI-H460	CVCL_0459	Lung	Pleural effusion	not available	not available	Male	Caucasian	Lung large cell carcinoma	not available	1	run 77	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130617_005_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130617_005_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	NCI-H460
PXD003539-Sample-39	Homo sapiens	NCI-H460	CVCL_0459	Lung	Pleural effusion	not available	not available	Male	Caucasian	Lung large cell carcinoma	not available	1	run 78	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130629_005_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130629_005_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	NCI-H460
PXD003539-Sample-40	Homo sapiens	U251	CVCL_0021	Brain	Parietal lobe	75Y	Elderly	Male	Caucasian	Brain astrocytoma	not available	1	run 79	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130617_006_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130617_006_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	U251
PXD003539-Sample-40	Homo sapiens	U251	CVCL_0021	Brain	Parietal lobe	75Y	Elderly	Male	Caucasian	Brain astrocytoma	not available	1	run 80	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130629_006_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130629_006_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	U251
PXD003539-Sample-41	Homo sapiens	COLO-205	CVCL_0218	Large Intestine	Ascites	70Y	Elderly	Male	Caucasian	Colon adenocarcinoma	not available	1	run 81	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130618_002_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130618_002_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	COLO-205
PXD003539-Sample-41	Homo sapiens	COLO-205	CVCL_0218	Large Intestine	Ascites	70Y	Elderly	Male	Caucasian	Colon adenocarcinoma	not available	1	run 82	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130630_002_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130630_002_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	COLO-205
PXD003539-Sample-42	Homo sapiens	MDA-MB-468	CVCL_0419	Breast	Pleural effusion	51Y	Adult	Female	African American	Breast adenocarcinoma	not available	1	run 83	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130618_003_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130618_003_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	MDA-MB-468
PXD003539-Sample-42	Homo sapiens	MDA-MB-468	CVCL_0419	Breast	Pleural effusion	51Y	Adult	Female	African American	Breast adenocarcinoma	not available	1	run 84	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130630_003_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130630_003_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	MDA-MB-468
PXD003539-Sample-43	Homo sapiens	NCI-H226	CVCL_1544	Lung	Pleural effusion	not available	not available	Male	Caucasian	Pleural epithelioid mesothelioma	not available	1	run 85	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130618_004_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130618_004_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	NCI-H226
PXD003539-Sample-43	Homo sapiens	NCI-H226	CVCL_1544	Lung	Pleural effusion	not available	not available	Male	Caucasian	Pleural epithelioid mesothelioma	not available	1	run 86	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130630_004_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130630_004_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	NCI-H226
PXD003539-Sample-44	Homo sapiens	OVCAR-3	CVCL_0465	Ovary	Ascites	60Y	Adult	Female	Caucasian	High grade ovarian serous adenocarcinoma	not available	1	run 87	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130618_005_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130618_005_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	OVCAR-3
PXD003539-Sample-44	Homo sapiens	OVCAR-3	CVCL_0465	Ovary	Ascites	60Y	Adult	Female	Caucasian	High grade ovarian serous adenocarcinoma	not available	1	run 88	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130630_005_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130630_005_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	OVCAR-3
PXD003539-Sample-45	Homo sapiens	SF268	CVCL_1689	Brain	Right parietal lobe	24Y	Adult	Female	Caucasian	Brain astrocytoma	not available	1	run 89	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130618_006_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130618_006_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	SF268
PXD003539-Sample-45	Homo sapiens	SF268	CVCL_1689	Brain	Right parietal lobe	24Y	Adult	Female	Caucasian	Brain astrocytoma	not available	1	run 90	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130630_006_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130630_006_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	SF268
PXD003539-Sample-46	Homo sapiens	HCC2998	CVCL_1266	Large Intestine	not available	not available	not available	not available	Caucasian	Colon adenocarcinoma	not available	1	run 91	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130619_002_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130619_002_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	HCC2998
PXD003539-Sample-46	Homo sapiens	HCC2998	CVCL_1266	Large Intestine	not available	not available	not available	not available	Caucasian	Colon adenocarcinoma	not available	1	run 92	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130701_002_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130701_002_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	HCC2998
PXD003539-Sample-47	Homo sapiens	MDA-MB-435	CVCL_0417	Skin	Hypodermis; Right buttock	33Y	Adult	Male	Caucasian	Amelanotic melanoma	not available	1	run 93	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130619_003_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130619_003_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	MDA-MB-435
PXD003539-Sample-47	Homo sapiens	MDA-MB-435	CVCL_0417	Skin	Hypodermis; Right buttock	33Y	Adult	Male	Caucasian	Amelanotic melanoma	not available	1	run 94	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130701_003_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130701_003_SW.mzML	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	MDA-MB-435
PXD003539-Sample-48	Homo sapiens	NCI-ADR-RES	CVCL_1452	Ovary	not available	64Y	Adult	Female	Caucasian	High grade ovarian serous adenocarcinoma	not available	1	run 95	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130619_004_SW.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130619_004_SW.mzML	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.5 Da	NCI-ADR-RES
