source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[cause of death]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	assay name	technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
MSV000087095-Sample-21	Homo sapiens	Heart	Heart Apex	whole tissue	not available	not available	not available	not available	not available	not available	21	ms run 75	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7735_14208Apex_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7735_14208Apex_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-22	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	22	ms run 76	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7742_14051LV_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7742_14051LV_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-23	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	23	ms run 77	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7742_14051LV_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7742_14051LV_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-24	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	24	ms run 78	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7742_14051LV_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7742_14051LV_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-25	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	25	ms run 79	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7742_14051RV_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7742_14051RV_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-26	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	26	ms run 80	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7742_14051RV_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7742_14051RV_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-27	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	27	ms run 81	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7742_14051RV_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7742_14051RV_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-28	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	28	ms run 82	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7742_14083LV_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7742_14083LV_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-29	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	29	ms run 83	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7742_14083LV_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7742_14083LV_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-30	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	30	ms run 84	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7742_14083LV_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7742_14083LV_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-31	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	31	ms run 85	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7742_14083RV_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7742_14083RV_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-32	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	32	ms run 86	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7742_14083RV_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7742_14083RV_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-33	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	33	ms run 87	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7742_14083RV_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7742_14083RV_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-34	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	34	ms run 88	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7742_14208LV_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7742_14208LV_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-35	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	35	ms run 89	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7742_14208LV_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7742_14208LV_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-36	Homo sapiens	Heart	Left ventricle	whole tissue	not available	not available	not available	not available	not available	not available	36	ms run 90	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7742_14208LV_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7742_14208LV_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-37	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	37	ms run 91	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7742_14208RV_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7742_14208RV_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-38	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	38	ms run 92	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7742_14208RV_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7742_14208RV_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-39	Homo sapiens	Heart	Right ventricle	whole tissue	not available	not available	not available	not available	not available	not available	39	ms run 93	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7742_14208RV_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7742_14208RV_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-40	Homo sapiens	Heart	Heart Apex	Cardiomyocytes	not available	not available	not available	not available	not available	not available	40	ms run 94	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14051Apex_CM_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14051Apex_CM_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-41	Homo sapiens	Heart	Heart Apex	Cardiomyocytes	not available	not available	not available	not available	not available	not available	41	ms run 95	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14051Apex_CM_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14051Apex_CM_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-42	Homo sapiens	Heart	Heart Apex	Cardiomyocytes	not available	not available	not available	not available	not available	not available	42	ms run 96	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14051Apex_CM_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14051Apex_CM_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-43	Homo sapiens	Heart	Heart Apex	Cardiomyocytes	not available	not available	not available	not available	not available	not available	43	ms run 97	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14083Apex_CM_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14083Apex_CM_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-44	Homo sapiens	Heart	Heart Apex	Cardiomyocytes	not available	not available	not available	not available	not available	not available	44	ms run 98	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14083Apex_CM_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14083Apex_CM_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-45	Homo sapiens	Heart	Heart Apex	Cardiomyocytes	not available	not available	not available	not available	not available	not available	45	ms run 99	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14083Apex_CM_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14083Apex_CM_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-46	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	46	ms run 100	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14083LV_CM_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14083LV_CM_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-47	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	47	ms run 101	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14083LV_CM_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14083LV_CM_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-48	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	48	ms run 102	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14083LV_CM_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14083LV_CM_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-49	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	49	ms run 103	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14083RV_CM_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14083RV_CM_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-50	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	50	ms run 104	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14083RV_CM_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14083RV_CM_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-51	Homo sapiens	Heart	Right ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	51	ms run 105	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14083RV_CM_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14083RV_CM_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-52	Homo sapiens	Heart	Heart Apex	Cardiomyocytes	not available	not available	not available	not available	not available	not available	52	ms run 106	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14208Apex_CM_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14208Apex_CM_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-53	Homo sapiens	Heart	Heart Apex	Cardiomyocytes	not available	not available	not available	not available	not available	not available	53	ms run 107	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14208Apex_CM_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14208Apex_CM_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-54	Homo sapiens	Heart	Heart Apex	Cardiomyocytes	not available	not available	not available	not available	not available	not available	54	ms run 108	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14208Apex_CM_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14208Apex_CM_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-55	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	55	ms run 109	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14208LV_CM_001.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14208LV_CM_001.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-56	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	56	ms run 110	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14208LV_CM_002.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14208LV_CM_002.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
MSV000087095-Sample-57	Homo sapiens	Heart	Left ventricle	Cardiomyocytes	not available	not available	not available	not available	not available	not available	57	ms run 111	proteomic profiling by mass spectrometry	993_Mercury_20201204_120_131_7746_14208LV_CM_003.raw	ftp://massive.ucsd.edu/MSV000087095/raw/993_Mercury_20201204_120_131_7746_14208LV_CM_003.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1003094; NT=Orbitrap Exploris 240	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	NT=Propionamide;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	20 ppm	0.05 Da	heart
