source name	characteristics[organism]	characteristics[cell line]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[enrichment process]	Material Type	assay name	technology type	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	factor value[cell line]
PXD004701-Sample-36	Homo sapiens	kpl1	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run72	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR152.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR152	2	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	kpl1
PXD004701-Sample-37	Homo sapiens	ly2	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run73	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR155.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR155	1	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	ly2
PXD004701-Sample-37	Homo sapiens	ly2	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run74	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR156.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR156	2	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	ly2
PXD004701-Sample-38	Homo sapiens	macls2	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run75	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR159.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR159	1	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	macls2
PXD004701-Sample-38	Homo sapiens	macls2	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run76	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR160.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR160	2	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	macls2
PXD004701-Sample-39	Homo sapiens	mb157	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run77	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR163.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR163	1	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mb157
PXD004701-Sample-39	Homo sapiens	mb157	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run78	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR164.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR164	2	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mb157
PXD004701-Sample-40	Homo sapiens	mcf10a	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run79	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR167.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR167	1	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mcf10a
PXD004701-Sample-40	Homo sapiens	mcf10a	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run80	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR168.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR168	2	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mcf10a
PXD004701-Sample-41	Homo sapiens	mcf12a	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run81	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR171.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR171	1	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mcf12a
PXD004701-Sample-41	Homo sapiens	mcf12a	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run82	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR172.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR172	2	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mcf12a
PXD004701-Sample-42	Homo sapiens	mcf7	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run83	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR175.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR175	1	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mcf7
PXD004701-Sample-42	Homo sapiens	mcf7	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run84	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR176.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR176	2	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mcf7
PXD004701-Sample-43	Homo sapiens	mdamb134vi	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run85	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR179.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR179	1	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mdamb134vi
PXD004701-Sample-43	Homo sapiens	mdamb134vi	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run86	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR180.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR180	2	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mdamb134vi
PXD004701-Sample-44	Homo sapiens	mdamb157	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run87	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR183.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR183	1	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mdamb157
PXD004701-Sample-44	Homo sapiens	mdamb157	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run88	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR184.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR184	2	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mdamb157
PXD004701-Sample-45	Homo sapiens	mdamb175vii	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run89	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR187.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR187	1	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mdamb175vii
PXD004701-Sample-45	Homo sapiens	mdamb175vii	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run90	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR188.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR188	2	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mdamb175vii
PXD004701-Sample-46	Homo sapiens	mdamb231	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run91	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR191.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR191	1	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mdamb231
PXD004701-Sample-46	Homo sapiens	mdamb231	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run92	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR192.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR192	2	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mdamb231
PXD004701-Sample-47	Homo sapiens	mdamb330	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run93	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR195.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR195	1	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mdamb330
PXD004701-Sample-47	Homo sapiens	mdamb330	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run94	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR196.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR196	2	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mdamb330
PXD004701-Sample-48	Homo sapiens	mdamb361	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run95	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR199.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR199	1	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mdamb361
PXD004701-Sample-48	Homo sapiens	mdamb361	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run96	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR200.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR200	2	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mdamb361
PXD004701-Sample-49	Homo sapiens	mdamb415	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run97	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR203.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR203	1	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mdamb415
PXD004701-Sample-49	Homo sapiens	mdamb415	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run98	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR204.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR204	2	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mdamb415
PXD004701-Sample-50	Homo sapiens	mdamb436	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run99	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR207.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR207	1	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mdamb436
PXD004701-Sample-50	Homo sapiens	mdamb436	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run100	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR208.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR208	2	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mdamb436
PXD004701-Sample-51	Homo sapiens	mdamb453	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run101	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR211.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR211	1	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mdamb453
PXD004701-Sample-51	Homo sapiens	mdamb453	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run102	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR212.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR212	2	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mdamb453
PXD004701-Sample-52	Homo sapiens	mdamb468	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run103	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR215.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR215	1	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mdamb468
PXD004701-Sample-52	Homo sapiens	mdamb468	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run104	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR216.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR216	2	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mdamb468
PXD004701-Sample-53	Homo sapiens	mfm223	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run105	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR219.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR219	1	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mfm223
PXD004701-Sample-53	Homo sapiens	mfm223	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run106	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR220.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR220	2	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mfm223
PXD004701-Sample-54	Homo sapiens	mx1	not available	not available	cell line	not available	breast cancer	1	not available	not available	cell line	run107	proteomic profiling by mass spectrometry	NT=Data-Independent Acquisition;AC=NCIT:C161786	GUOT_K160125_SW_BR223.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/GUOT_K160125_SW_BR223	1	1	label free	TripleTOF 5600;AC=MS:1000932	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Excision;MT=Variable;TA=M;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin/P;AC=MS:1001313	mx1
