source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[developmental stage]	characteristics[phenotype]	characteristics[phenotype]	characteristics[sex]	characteristics[age]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[enrichment process]	characteristics[enrichment method]	characteristics[biological replicate]	Material Type	assay name	Technology Type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[phenotype]
PXD006482-Sample-14	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 160	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_4_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_4_12.raw	1	12	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-15	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 169	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_6_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_6_1.raw	1	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-15	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 173	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_6_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_6_2.raw	1	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-15	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 174	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_6_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_6_3.raw	1	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-15	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 175	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_6_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_6_4.raw	1	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-15	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 176	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_6_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_6_5.raw	1	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-15	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 177	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_6_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_6_6.raw	1	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-15	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 178	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_6_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_6_7.raw	1	7	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-15	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 179	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_6_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_6_8.raw	1	8	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-15	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 180	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_6_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_6_9.raw	1	9	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-15	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 170	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_6_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_6_10.raw	1	10	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-15	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 171	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_6_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_6_11.raw	1	11	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-15	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 172	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_6_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_6_12.raw	1	12	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-16	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 181	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_7-1.raw	1	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-16	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 185	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_7-2.raw	1	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-16	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 186	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_7-3.raw	1	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-16	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 187	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_7-4.raw	1	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-16	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 188	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_7-5.raw	1	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-16	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 189	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_7-6.raw	1	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-16	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 190	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_7-7.raw	1	7	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-16	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 191	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_7-8.raw	1	8	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-16	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 192	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_7-9.raw	1	9	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-16	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 182	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_7-10.raw	1	10	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-16	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 183	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_7-11.raw	1	11	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-16	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 184	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_7-12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_7-12.raw	1	12	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-6	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	8	organism part	run 61	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_21_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_21_1.raw	1	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-6	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	8	organism part	run 65	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_21_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_21_2.raw	1	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-6	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	8	organism part	run 66	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_21_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_21_3.raw	1	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-6	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	8	organism part	run 67	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_21_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_21_4.raw	1	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
PXD006482-Sample-6	Homo sapiens	kidney	clear cell renal carcinoma	not available	normal	adjacent tissue-proteomes	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	8	organism part	run 68	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_21_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_21_5.raw	1	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.02 Da	normal
