source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[developmental stage]	characteristics[phenotype]	characteristics[phenotype]	characteristics[sex]	characteristics[age]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[enrichment process]	characteristics[enrichment method]	characteristics[biological replicate]	Material Type	assay name	Technology Type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[phenotype]
PXD006482-Sample-5	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 51	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_20-11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-11.raw	1	11	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-5	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	5	organism part	run 52	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_20-12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-12.raw	1	12	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-7	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 73	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_22_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_1.raw	1	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-7	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 77	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_22_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_2.raw	1	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-7	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 78	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_22_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_3.raw	1	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-7	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 79	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_22_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_4.raw	1	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-7	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 80	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_22_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_5.raw	1	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-7	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 81	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_22_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_6.raw	1	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-7	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 82	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_22_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_7.raw	1	7	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-7	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 83	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_22_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_8.raw	1	8	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-7	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 84	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_22_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_9.raw	1	9	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-7	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 74	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_22_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_10.raw	1	10	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-7	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 75	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_22_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_11.raw	1	11	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-7	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	6	organism part	run 76	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_22_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_12.raw	1	12	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-8	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 85	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_24-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-1.raw	1	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-8	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 89	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_24-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-2.raw	1	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-8	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 90	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_24-3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-3.raw	1	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-8	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 91	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_24-4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-4.raw	1	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-8	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 92	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_24-5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-5.raw	1	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-8	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 93	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_24-6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-6.raw	1	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-8	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 94	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_24-7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-7.raw	1	7	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-8	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 95	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_24-8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-8.raw	1	8	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-8	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 96	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_24-9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-9.raw	1	9	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-8	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 86	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_24-10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-10.raw	1	10	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-8	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 87	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_24-11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-11.raw	1	11	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-8	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	7	organism part	run 88	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_24-12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-12.raw	1	12	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-9	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	8	organism part	run 104	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_25_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_25_1.raw	1	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-9	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	8	organism part	run 105	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_25_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_25_2.raw	1	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
PXD006482-Sample-9	Homo sapiens	kidney	clear cell renal carcinoma	not available	clear cell renal carcinoma	kidney cancer	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	8	organism part	run 106	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	kidney_25_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_25_3.raw	1	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	cid	35 NCE	20 ppm	0.05 Da	clear cell renal carcinoma
