source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[depletion]	characteristics[biological replicate]	comment[technical replicate]	assay name	comment[label]	comment[file uri]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[collision energy]	comment[data file]	factor value[disease]
PXD005692-Sample 57	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run900	NT=label free sample;AC=MS:1002038	Ambs_21273_04.RAW	4	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21273_04.RAW	breast cancer
PXD005692-Sample 57	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run901	NT=label free sample;AC=MS:1002038	Ambs_21273_05.RAW	5	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21273_05.RAW	breast cancer
PXD005692-Sample 57	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run902	NT=label free sample;AC=MS:1002038	Ambs_21273_06.RAW	6	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21273_06.RAW	breast cancer
PXD005692-Sample 57	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run903	NT=label free sample;AC=MS:1002038	Ambs_21273_07.RAW	7	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21273_07.RAW	breast cancer
PXD005692-Sample 57	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run904	NT=label free sample;AC=MS:1002038	Ambs_21273_08.RAW	8	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21273_08.RAW	breast cancer
PXD005692-Sample 57	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run905	NT=label free sample;AC=MS:1002038	Ambs_21273_09.RAW	9	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21273_09.RAW	breast cancer
PXD005692-Sample 57	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run906	NT=label free sample;AC=MS:1002038	Ambs_21273_10.RAW	10	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21273_10.RAW	breast cancer
PXD005692-Sample 57	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run907	NT=label free sample;AC=MS:1002038	Ambs_21273_11.RAW	11	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21273_11.RAW	breast cancer
PXD005692-Sample 57	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run908	NT=label free sample;AC=MS:1002038	Ambs_21273_12.RAW	12	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21273_12.RAW	breast cancer
PXD005692-Sample 57	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run909	NT=label free sample;AC=MS:1002038	Ambs_21273_13.RAW	13	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21273_13.RAW	breast cancer
PXD005692-Sample 57	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run910	NT=label free sample;AC=MS:1002038	Ambs_21273_14.RAW	14	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21273_14.RAW	breast cancer
PXD005692-Sample 57	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run911	NT=label free sample;AC=MS:1002038	Ambs_21273_15.RAW	15	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21273_15.RAW	breast cancer
PXD005692-Sample 57	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run912	NT=label free sample;AC=MS:1002038	Ambs_21273_16.RAW	16	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21273_16.RAW	breast cancer
PXD005692-Sample 58	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run913	NT=label free sample;AC=MS:1002038	Ambs_21274_01.RAW	1	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21274_01.RAW	breast cancer
PXD005692-Sample 58	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run914	NT=label free sample;AC=MS:1002038	Ambs_21274_02.RAW	2	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21274_02.RAW	breast cancer
PXD005692-Sample 58	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run915	NT=label free sample;AC=MS:1002038	Ambs_21274_03.RAW	3	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21274_03.RAW	breast cancer
PXD005692-Sample 58	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run916	NT=label free sample;AC=MS:1002038	Ambs_21274_04.RAW	4	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21274_04.RAW	breast cancer
PXD005692-Sample 58	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run917	NT=label free sample;AC=MS:1002038	Ambs_21274_05.RAW	5	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21274_05.RAW	breast cancer
PXD005692-Sample 58	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run918	NT=label free sample;AC=MS:1002038	Ambs_21274_06.RAW	6	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21274_06.RAW	breast cancer
PXD005692-Sample 58	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run919	NT=label free sample;AC=MS:1002038	Ambs_21274_07.RAW	7	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21274_07.RAW	breast cancer
PXD005692-Sample 58	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run920	NT=label free sample;AC=MS:1002038	Ambs_21274_08.RAW	8	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21274_08.RAW	breast cancer
PXD005692-Sample 58	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run921	NT=label free sample;AC=MS:1002038	Ambs_21274_09.RAW	9	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21274_09.RAW	breast cancer
PXD005692-Sample 58	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run922	NT=label free sample;AC=MS:1002038	Ambs_21274_10.RAW	10	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21274_10.RAW	breast cancer
PXD005692-Sample 58	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run923	NT=label free sample;AC=MS:1002038	Ambs_21274_11.RAW	11	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21274_11.RAW	breast cancer
PXD005692-Sample 58	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run924	NT=label free sample;AC=MS:1002038	Ambs_21274_12.RAW	12	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21274_12.RAW	breast cancer
PXD005692-Sample 58	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run925	NT=label free sample;AC=MS:1002038	Ambs_21274_13.RAW	13	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21274_13.RAW	breast cancer
PXD005692-Sample 58	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run926	NT=label free sample;AC=MS:1002038	Ambs_21274_14.RAW	14	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21274_14.RAW	breast cancer
PXD005692-Sample 58	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run927	NT=label free sample;AC=MS:1002038	Ambs_21274_15.RAW	15	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21274_15.RAW	breast cancer
PXD005692-Sample 58	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run928	NT=label free sample;AC=MS:1002038	Ambs_21274_16.RAW	16	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21274_16.RAW	breast cancer
PXD005692-Sample 59	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run929	NT=label free sample;AC=MS:1002038	Ambs_21275_01.RAW	1	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21275_01.RAW	breast cancer
PXD005692-Sample 59	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run930	NT=label free sample;AC=MS:1002038	Ambs_21275_02.RAW	2	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21275_02.RAW	breast cancer
PXD005692-Sample 59	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run931	NT=label free sample;AC=MS:1002038	Ambs_21275_03.RAW	3	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21275_03.RAW	breast cancer
PXD005692-Sample 59	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run932	NT=label free sample;AC=MS:1002038	Ambs_21275_04.RAW	4	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21275_04.RAW	breast cancer
PXD005692-Sample 59	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run933	NT=label free sample;AC=MS:1002038	Ambs_21275_05.RAW	5	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21275_05.RAW	breast cancer
PXD005692-Sample 59	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run934	NT=label free sample;AC=MS:1002038	Ambs_21275_06.RAW	6	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21275_06.RAW	breast cancer
PXD005692-Sample 59	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run935	NT=label free sample;AC=MS:1002038	Ambs_21275_07.RAW	7	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21275_07.RAW	breast cancer
PXD005692-Sample 59	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run936	NT=label free sample;AC=MS:1002038	Ambs_21275_08.RAW	8	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21275_08.RAW	breast cancer
PXD005692-Sample 59	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run937	NT=label free sample;AC=MS:1002038	Ambs_21275_09.RAW	9	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21275_09.RAW	breast cancer
PXD005692-Sample 59	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run938	NT=label free sample;AC=MS:1002038	Ambs_21275_10.RAW	10	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21275_10.RAW	breast cancer
PXD005692-Sample 59	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run939	NT=label free sample;AC=MS:1002038	Ambs_21275_11.RAW	11	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21275_11.RAW	breast cancer
PXD005692-Sample 59	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run940	NT=label free sample;AC=MS:1002038	Ambs_21275_12.RAW	12	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21275_12.RAW	breast cancer
PXD005692-Sample 59	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run941	NT=label free sample;AC=MS:1002038	Ambs_21275_13.RAW	13	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21275_13.RAW	breast cancer
PXD005692-Sample 59	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run942	NT=label free sample;AC=MS:1002038	Ambs_21275_14.RAW	14	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21275_14.RAW	breast cancer
PXD005692-Sample 59	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run943	NT=label free sample;AC=MS:1002038	Ambs_21275_15.RAW	15	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21275_15.RAW	breast cancer
PXD005692-Sample 59	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run944	NT=label free sample;AC=MS:1002038	Ambs_21275_16.RAW	16	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21275_16.RAW	breast cancer
PXD005692-Sample 60	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run945	NT=label free sample;AC=MS:1002038	Ambs_21319_01.RAW	1	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21319_01.RAW	breast cancer
PXD005692-Sample 60	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run946	NT=label free sample;AC=MS:1002038	Ambs_21319_02.RAW	2	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21319_02.RAW	breast cancer
PXD005692-Sample 60	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run947	NT=label free sample;AC=MS:1002038	Ambs_21319_03.RAW	3	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21319_03.RAW	breast cancer
PXD005692-Sample 60	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run948	NT=label free sample;AC=MS:1002038	Ambs_21319_04.RAW	4	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21319_04.RAW	breast cancer
PXD005692-Sample 60	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run949	NT=label free sample;AC=MS:1002038	Ambs_21319_05.RAW	5	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21319_05.RAW	breast cancer
PXD005692-Sample 60	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run950	NT=label free sample;AC=MS:1002038	Ambs_21319_06.RAW	6	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21319_06.RAW	breast cancer
PXD005692-Sample 60	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run951	NT=label free sample;AC=MS:1002038	Ambs_21319_07.RAW	7	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21319_07.RAW	breast cancer
PXD005692-Sample 60	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run952	NT=label free sample;AC=MS:1002038	Ambs_21319_08.RAW	8	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21319_08.RAW	breast cancer
PXD005692-Sample 60	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run953	NT=label free sample;AC=MS:1002038	Ambs_21319_09.RAW	9	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21319_09.RAW	breast cancer
PXD005692-Sample 60	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run954	NT=label free sample;AC=MS:1002038	Ambs_21319_10.RAW	10	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21319_10.RAW	breast cancer
PXD005692-Sample 60	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run955	NT=label free sample;AC=MS:1002038	Ambs_21319_11.RAW	11	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21319_11.RAW	breast cancer
PXD005692-Sample 60	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run956	NT=label free sample;AC=MS:1002038	Ambs_21319_12.RAW	12	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21319_12.RAW	breast cancer
PXD005692-Sample 60	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run957	NT=label free sample;AC=MS:1002038	Ambs_21319_13.RAW	13	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21319_13.RAW	breast cancer
PXD005692-Sample 60	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run958	NT=label free sample;AC=MS:1002038	Ambs_21319_14.RAW	14	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21319_14.RAW	breast cancer
PXD005692-Sample 60	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run959	NT=label free sample;AC=MS:1002038	Ambs_21319_15.RAW	15	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21319_15.RAW	breast cancer
PXD005692-Sample 60	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run960	NT=label free sample;AC=MS:1002038	Ambs_21319_16.RAW	16	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21319_16.RAW	breast cancer
PXD005692-Sample 61	homo sapiens	breast	breast cancer	not available	not available	not available	not available	not available	not available	not available	1	1	run961	NT=label free sample;AC=MS:1002038	Ambs_21965_01.RAW	1	NT=LTQ Velos;AC=MS:1000855	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	NT=CID;AC=PRIDE:0000591	0.05 Da	1.4 Da	not available	Ambs_21965_01.RAW	breast cancer
