source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[cell line]	characteristics[treatment]	characteristics[cell type]	characteristics[ancestry category]	characteristics[biological replicate]	characteristics[cell cycle stage]	material type	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell cycle stage]
PXD024043-Sample-234	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	16	G1	cell	run 219	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_26_S4-D2_1_4822.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_26_S4-D2_1_4822.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-235	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	17	G1	cell	run 220	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_27_S4-D3_1_4823.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_27_S4-D3_1_4823.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-236	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	18	G1	cell	run 221	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_28_S4-D4_1_4824.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_28_S4-D4_1_4824.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-237	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	19	G1	cell	run 222	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_29_S4-D5_1_4825.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_29_S4-D5_1_4825.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-238	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	20	G1	cell	run 223	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_30_S4-D6_1_4826.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_30_S4-D6_1_4826.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-239	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	21	G1	cell	run 224	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_32_S4-D8_1_4828.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_32_S4-D8_1_4828.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-240	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	22	G1	cell	run 225	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_33_S4-D9_1_4829.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_33_S4-D9_1_4829.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-241	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	23	G1	cell	run 226	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_34_S4-D10_1_4830.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_34_S4-D10_1_4830.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-242	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	24	G1	cell	run 227	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_35_S4-D11_1_4831.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_35_S4-D11_1_4831.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-243	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	25	G1	cell	run 228	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_36_S4-D12_1_4832.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_36_S4-D12_1_4832.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-244	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	26	G1	cell	run 229	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_38_S4-E2_1_4834.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_38_S4-E2_1_4834.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-245	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	27	G1	cell	run 230	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_39_S4-E3_1_4835.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_39_S4-E3_1_4835.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-246	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	28	G1	cell	run 231	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_40_S4-E4_1_4836.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_40_S4-E4_1_4836.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-247	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	29	G1	cell	run 232	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_41_S4-E5_1_4837.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_41_S4-E5_1_4837.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-248	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	30	G1	cell	run 233	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_42_S4-E6_1_4838.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_42_S4-E6_1_4838.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-249	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	31	G1	cell	run 234	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_43_S4-E7_1_4839.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_43_S4-E7_1_4839.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-250	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	32	G1	cell	run 235	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_44_S4-E8_1_4840.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_44_S4-E8_1_4840.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-251	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	33	G1	cell	run 236	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_46_S4-E10_1_4842.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_46_S4-E10_1_4842.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-252	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	34	G1	cell	run 237	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_47_S4-E11_1_4843.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_47_S4-E11_1_4843.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-253	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	35	G1	cell	run 238	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_48_S4-E12_1_4844.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_48_S4-E12_1_4844.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-254	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	36	G1	cell	run 239	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_53_S4-F5_1_4849.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_53_S4-F5_1_4849.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-255	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	37	G1	cell	run 240	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_54_S4-F6_1_4850.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_54_S4-F6_1_4850.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-256	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	38	G1	cell	run 241	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_55_S4-F7_1_4851.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_55_S4-F7_1_4851.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-257	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	39	G1	cell	run 242	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_57_S4-F9_1_4853.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_57_S4-F9_1_4853.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-258	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	40	G1	cell	run 243	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_60_S4-F12_1_4856.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_60_S4-F12_1_4856.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-259	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	41	G1	cell	run 244	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_62_S4-G2_1_4858.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_62_S4-G2_1_4858.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-260	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	42	G1	cell	run 245	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_64_S4-G4_1_4860.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_64_S4-G4_1_4860.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-261	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	43	G1	cell	run 246	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_65_S4-G5_1_4861.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_65_S4-G5_1_4861.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-262	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	44	G1	cell	run 247	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_68_S4-G8_1_4864.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_68_S4-G8_1_4864.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-263	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	45	G1	cell	run 248	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_70_S4-G10_1_4866.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_70_S4-G10_1_4866.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-264	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	46	G1	cell	run 249	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_72_S4-G12_1_4868.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_72_S4-G12_1_4868.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-265	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	47	G1	cell	run 250	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_76_S4-H4_1_4872.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_76_S4-H4_1_4872.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-266	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	48	G1	cell	run 251	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_78_S4-H6_1_4874.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_78_S4-H6_1_4874.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-267	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	49	G1	cell	run 252	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_80_S4-H8_1_4876.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_80_S4-H8_1_4876.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
PXD024043-Sample-268	Homo sapiens	Uterus	Adenocarcinoma	Female	31Y	hela	4 hours past nocodazole block	epithelial cell	Black	50	G1	cell	run 253	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_81_S4-H9_1_4877.d	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_81_S4-H9_1_4877.d	1	1	AC=MS:1001251;NT=Trypsin	NT=timsTOF Pro;AC=MS:1003005	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Data-Independent Acquisition;AC=PRIDE:0000450	NT=HCD;AC=PRIDE:0000590	10 ppm	10 ppm	G1
