source Name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	Material Type	characteristics[biological replicate]	comment[data file]	comment[file uri]	assay name	comment[fraction identifier]	comment[technical replicate]	technology type	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[collision energy]	Factor Value[Material Type]
PXD003492-Sample-260	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_KD_GP_R2_F15-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_KD_GP_R2_F15-2.raw	run 260	15	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-261	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_KD_GP_R2_FT-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_KD_GP_R2_FT-1.raw	run 261	1	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-262	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_KD_GP_R2_FT-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_KD_GP_R2_FT-2.raw	run 262	1	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-263	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_KD_pY_R1_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_KD_pY_R1_1.raw	run 263	1	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-264	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_KD_pY_R1_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_KD_pY_R1_2.raw	run 264	1	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-265	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_KD_pY_R2_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_KD_pY_R2_1.raw	run 265	2	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-266	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_KD_pY_R2_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_KD_pY_R2_2.raw	run 266	2	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-267	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F1-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F1-1.raw	run 267	1	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-268	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F1-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F1-2.raw	run 268	1	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-269	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F2-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F2-1.raw	run 269	2	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-270	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F2-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F2-2.raw	run 270	2	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-271	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F3-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F3-1.raw	run 271	3	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-272	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F3-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F3-2.raw	run 272	3	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-273	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F4-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F4-1.raw	run 273	4	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-274	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F4-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F4-2.raw	run 274	4	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-275	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F5-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F5-1.raw	run 275	5	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-276	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F5-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F5-2.raw	run 276	5	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-277	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F6-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F6-1.raw	run 277	6	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-278	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F6-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F6-2.raw	run 278	6	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-279	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F7-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F7-1.raw	run 279	7	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-280	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F7-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F7-2.raw	run 280	7	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-281	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F8-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F8-1.raw	run 281	8	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-282	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F8-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F8-2.raw	run 282	8	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-283	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F9-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F9-1.raw	run 283	9	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-284	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F9-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F9-2.raw	run 284	9	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-285	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F10-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F10-1.raw	run 285	10	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-286	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F10-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F10-2.raw	run 286	10	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-287	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F11-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F11-1.raw	run 287	11	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-288	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F11-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F11-2.raw	run 288	11	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-289	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F12-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F12-1.raw	run 289	12	1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
PXD003492-Sample-290	Homo sapiens	not available	lymphoma	not available	not available	not available	not available	organism part	1	DG75_Syk-_R1_F12-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD003492/DG75_Syk-_R1_F12-2.raw	run 290	12	2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001313;NT=Trypsin	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=T;AC=UNIMOD:21	NT=Phospho;MT=Variable;TA=Y;AC=UNIMOD:21	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	6 ppm	20 ppm	HCD	28% NCE	organism part
