source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[xenograft]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[enrichment process]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	factor value[disease]
PDC000124-Sample-40	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run84	proteomic profiling by mass spectrometry	04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f12.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f12.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=WDIhvL9Z9qJ9Y6NpPqISNK3Jo9FyoGtCAvDL6ZTYiGnDk~mBG16lKFM0H8NBuzGeo5mzwSH5g-oC7fA7nEa4Rhx3RrvhdUDoaENajwVLE4EPrzFQbVqgnWC4cTN-z7mkc88isxhFEPpTJbHoLoVnS4hXze2Eu7dUC70b1A4iSbOHAJS9Ypk-aB-M~nwC~fGjx1CJf7xykHcpqW1t8-zEZKpTyMMOeP5Ub0nFEgH5mYwQlf6uHt~qBm64lxunX-MKzFPmIHUr0du6Ci7-J2HJbZPbPgHZTNaIYuCXZdXWlEvaiGLBQ7rxzNlvVxZGdZtB~W-3yA01z4oEIBsGgwgQyA__	1	12	TMT131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-31	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run85	proteomic profiling by mass spectrometry	04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f13.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f13.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Oxx0TQFDbG93SQOYYH2HVpuncIREWzTLWeVmb2UCHFh-GlheEu4uiQdghJRWyuJ324C7W7V6VKXIZOraqoWDrhdUnJ3HhroUb~6866qOfpSv~LpkuFFTqJYl4w~3im2PQX8uYEl95473eZEgbKM0pc8mGyIFUlZjqrsX-kbATpNeB2kqKX3TYBoGQMCpGLozQyimHVFYPL3xWmyyFC7hpYTQeMwdkDBEPHMfz1t9X5qBCwSmO7Kz1a7HVxaVYeIK4VOPtRnX9~YU3sS4UKEw4JiuAHrnU4TpJYoNHzhDwIc-xiyCgqkulVqC3qs-RuZ9daqPfHO1-TQ6N3fxKtEqmg__	1	13	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-32	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run85	proteomic profiling by mass spectrometry	04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f13.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f13.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Oxx0TQFDbG93SQOYYH2HVpuncIREWzTLWeVmb2UCHFh-GlheEu4uiQdghJRWyuJ324C7W7V6VKXIZOraqoWDrhdUnJ3HhroUb~6866qOfpSv~LpkuFFTqJYl4w~3im2PQX8uYEl95473eZEgbKM0pc8mGyIFUlZjqrsX-kbATpNeB2kqKX3TYBoGQMCpGLozQyimHVFYPL3xWmyyFC7hpYTQeMwdkDBEPHMfz1t9X5qBCwSmO7Kz1a7HVxaVYeIK4VOPtRnX9~YU3sS4UKEw4JiuAHrnU4TpJYoNHzhDwIc-xiyCgqkulVqC3qs-RuZ9daqPfHO1-TQ6N3fxKtEqmg__	1	13	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-33	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run85	proteomic profiling by mass spectrometry	04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f13.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f13.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Oxx0TQFDbG93SQOYYH2HVpuncIREWzTLWeVmb2UCHFh-GlheEu4uiQdghJRWyuJ324C7W7V6VKXIZOraqoWDrhdUnJ3HhroUb~6866qOfpSv~LpkuFFTqJYl4w~3im2PQX8uYEl95473eZEgbKM0pc8mGyIFUlZjqrsX-kbATpNeB2kqKX3TYBoGQMCpGLozQyimHVFYPL3xWmyyFC7hpYTQeMwdkDBEPHMfz1t9X5qBCwSmO7Kz1a7HVxaVYeIK4VOPtRnX9~YU3sS4UKEw4JiuAHrnU4TpJYoNHzhDwIc-xiyCgqkulVqC3qs-RuZ9daqPfHO1-TQ6N3fxKtEqmg__	1	13	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-34	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run85	proteomic profiling by mass spectrometry	04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f13.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f13.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Oxx0TQFDbG93SQOYYH2HVpuncIREWzTLWeVmb2UCHFh-GlheEu4uiQdghJRWyuJ324C7W7V6VKXIZOraqoWDrhdUnJ3HhroUb~6866qOfpSv~LpkuFFTqJYl4w~3im2PQX8uYEl95473eZEgbKM0pc8mGyIFUlZjqrsX-kbATpNeB2kqKX3TYBoGQMCpGLozQyimHVFYPL3xWmyyFC7hpYTQeMwdkDBEPHMfz1t9X5qBCwSmO7Kz1a7HVxaVYeIK4VOPtRnX9~YU3sS4UKEw4JiuAHrnU4TpJYoNHzhDwIc-xiyCgqkulVqC3qs-RuZ9daqPfHO1-TQ6N3fxKtEqmg__	1	13	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-35	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run85	proteomic profiling by mass spectrometry	04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f13.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f13.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Oxx0TQFDbG93SQOYYH2HVpuncIREWzTLWeVmb2UCHFh-GlheEu4uiQdghJRWyuJ324C7W7V6VKXIZOraqoWDrhdUnJ3HhroUb~6866qOfpSv~LpkuFFTqJYl4w~3im2PQX8uYEl95473eZEgbKM0pc8mGyIFUlZjqrsX-kbATpNeB2kqKX3TYBoGQMCpGLozQyimHVFYPL3xWmyyFC7hpYTQeMwdkDBEPHMfz1t9X5qBCwSmO7Kz1a7HVxaVYeIK4VOPtRnX9~YU3sS4UKEw4JiuAHrnU4TpJYoNHzhDwIc-xiyCgqkulVqC3qs-RuZ9daqPfHO1-TQ6N3fxKtEqmg__	1	13	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-36	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run85	proteomic profiling by mass spectrometry	04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f13.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f13.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Oxx0TQFDbG93SQOYYH2HVpuncIREWzTLWeVmb2UCHFh-GlheEu4uiQdghJRWyuJ324C7W7V6VKXIZOraqoWDrhdUnJ3HhroUb~6866qOfpSv~LpkuFFTqJYl4w~3im2PQX8uYEl95473eZEgbKM0pc8mGyIFUlZjqrsX-kbATpNeB2kqKX3TYBoGQMCpGLozQyimHVFYPL3xWmyyFC7hpYTQeMwdkDBEPHMfz1t9X5qBCwSmO7Kz1a7HVxaVYeIK4VOPtRnX9~YU3sS4UKEw4JiuAHrnU4TpJYoNHzhDwIc-xiyCgqkulVqC3qs-RuZ9daqPfHO1-TQ6N3fxKtEqmg__	1	13	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-37	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run85	proteomic profiling by mass spectrometry	04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f13.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f13.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Oxx0TQFDbG93SQOYYH2HVpuncIREWzTLWeVmb2UCHFh-GlheEu4uiQdghJRWyuJ324C7W7V6VKXIZOraqoWDrhdUnJ3HhroUb~6866qOfpSv~LpkuFFTqJYl4w~3im2PQX8uYEl95473eZEgbKM0pc8mGyIFUlZjqrsX-kbATpNeB2kqKX3TYBoGQMCpGLozQyimHVFYPL3xWmyyFC7hpYTQeMwdkDBEPHMfz1t9X5qBCwSmO7Kz1a7HVxaVYeIK4VOPtRnX9~YU3sS4UKEw4JiuAHrnU4TpJYoNHzhDwIc-xiyCgqkulVqC3qs-RuZ9daqPfHO1-TQ6N3fxKtEqmg__	1	13	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-38	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run85	proteomic profiling by mass spectrometry	04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f13.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f13.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Oxx0TQFDbG93SQOYYH2HVpuncIREWzTLWeVmb2UCHFh-GlheEu4uiQdghJRWyuJ324C7W7V6VKXIZOraqoWDrhdUnJ3HhroUb~6866qOfpSv~LpkuFFTqJYl4w~3im2PQX8uYEl95473eZEgbKM0pc8mGyIFUlZjqrsX-kbATpNeB2kqKX3TYBoGQMCpGLozQyimHVFYPL3xWmyyFC7hpYTQeMwdkDBEPHMfz1t9X5qBCwSmO7Kz1a7HVxaVYeIK4VOPtRnX9~YU3sS4UKEw4JiuAHrnU4TpJYoNHzhDwIc-xiyCgqkulVqC3qs-RuZ9daqPfHO1-TQ6N3fxKtEqmg__	1	13	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-39	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run85	proteomic profiling by mass spectrometry	04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f13.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f13.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Oxx0TQFDbG93SQOYYH2HVpuncIREWzTLWeVmb2UCHFh-GlheEu4uiQdghJRWyuJ324C7W7V6VKXIZOraqoWDrhdUnJ3HhroUb~6866qOfpSv~LpkuFFTqJYl4w~3im2PQX8uYEl95473eZEgbKM0pc8mGyIFUlZjqrsX-kbATpNeB2kqKX3TYBoGQMCpGLozQyimHVFYPL3xWmyyFC7hpYTQeMwdkDBEPHMfz1t9X5qBCwSmO7Kz1a7HVxaVYeIK4VOPtRnX9~YU3sS4UKEw4JiuAHrnU4TpJYoNHzhDwIc-xiyCgqkulVqC3qs-RuZ9daqPfHO1-TQ6N3fxKtEqmg__	1	13	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-40	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run85	proteomic profiling by mass spectrometry	04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f13.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f13.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Oxx0TQFDbG93SQOYYH2HVpuncIREWzTLWeVmb2UCHFh-GlheEu4uiQdghJRWyuJ324C7W7V6VKXIZOraqoWDrhdUnJ3HhroUb~6866qOfpSv~LpkuFFTqJYl4w~3im2PQX8uYEl95473eZEgbKM0pc8mGyIFUlZjqrsX-kbATpNeB2kqKX3TYBoGQMCpGLozQyimHVFYPL3xWmyyFC7hpYTQeMwdkDBEPHMfz1t9X5qBCwSmO7Kz1a7HVxaVYeIK4VOPtRnX9~YU3sS4UKEw4JiuAHrnU4TpJYoNHzhDwIc-xiyCgqkulVqC3qs-RuZ9daqPfHO1-TQ6N3fxKtEqmg__	1	13	TMT131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-31	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run86	proteomic profiling by mass spectrometry	04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f14.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f14.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Wt15NfGAQjDgYYpHZB~fa-ra5wUH1slfFJQusu9N9GKswtCP0ESuHJhATU3S87DAvNILLcTyIOqlVbjKIyjiSpnyJzzyK5v75O150sI8~aWUhIbQTJf1jXoUUH4CVljoVGdFh0ahsWd7KM-fo86qvlnl3AqbtV15Mr2~rR67VfGjVoFNMYurfwZnpV-3h6luECU7RRohVjevro~75uIO-5hlKLcsFn2YQy4lEUSitHuPNYLAtIBaqw3ECKl9c87Spkn6~ZKGz9yP7Eb10yAKOMP9WFagqHFiudK9-JeVZ-JGRhnOGrdVd3ThNilpLV~FaawOGFHjIc5jRaSVukpK2Q__	1	14	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-32	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run86	proteomic profiling by mass spectrometry	04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f14.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f14.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Wt15NfGAQjDgYYpHZB~fa-ra5wUH1slfFJQusu9N9GKswtCP0ESuHJhATU3S87DAvNILLcTyIOqlVbjKIyjiSpnyJzzyK5v75O150sI8~aWUhIbQTJf1jXoUUH4CVljoVGdFh0ahsWd7KM-fo86qvlnl3AqbtV15Mr2~rR67VfGjVoFNMYurfwZnpV-3h6luECU7RRohVjevro~75uIO-5hlKLcsFn2YQy4lEUSitHuPNYLAtIBaqw3ECKl9c87Spkn6~ZKGz9yP7Eb10yAKOMP9WFagqHFiudK9-JeVZ-JGRhnOGrdVd3ThNilpLV~FaawOGFHjIc5jRaSVukpK2Q__	1	14	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-33	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P94	not available	Xenograft Tissue	run86	proteomic profiling by mass spectrometry	04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f14.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f14.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Wt15NfGAQjDgYYpHZB~fa-ra5wUH1slfFJQusu9N9GKswtCP0ESuHJhATU3S87DAvNILLcTyIOqlVbjKIyjiSpnyJzzyK5v75O150sI8~aWUhIbQTJf1jXoUUH4CVljoVGdFh0ahsWd7KM-fo86qvlnl3AqbtV15Mr2~rR67VfGjVoFNMYurfwZnpV-3h6luECU7RRohVjevro~75uIO-5hlKLcsFn2YQy4lEUSitHuPNYLAtIBaqw3ECKl9c87Spkn6~ZKGz9yP7Eb10yAKOMP9WFagqHFiudK9-JeVZ-JGRhnOGrdVd3ThNilpLV~FaawOGFHjIc5jRaSVukpK2Q__	1	14	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
PDC000124-Sample-34	Homo sapiens	not available	not available	not available	not available	not available	patient-derived xenograft  tumors from established basal and luminal breast cancer intrinsic subtypes were raised subcutaneously in 8-week mice	basal and luminal breast cancer	1	WHIM-P93	not available	Xenograft Tissue	run86	proteomic profiling by mass spectrometry	04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f14.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/23/04CPTAC_CompRef_UCEC_W_PNNL_20180503_B4S5_f14.raw?Expires=1686120783&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Wt15NfGAQjDgYYpHZB~fa-ra5wUH1slfFJQusu9N9GKswtCP0ESuHJhATU3S87DAvNILLcTyIOqlVbjKIyjiSpnyJzzyK5v75O150sI8~aWUhIbQTJf1jXoUUH4CVljoVGdFh0ahsWd7KM-fo86qvlnl3AqbtV15Mr2~rR67VfGjVoFNMYurfwZnpV-3h6luECU7RRohVjevro~75uIO-5hlKLcsFn2YQy4lEUSitHuPNYLAtIBaqw3ECKl9c87Spkn6~ZKGz9yP7Eb10yAKOMP9WFagqHFiudK9-JeVZ-JGRhnOGrdVd3ThNilpLV~FaawOGFHjIc5jRaSVukpK2Q__	1	14	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=Any N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	basal and luminal breast cancer
