source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD019483-Sample-9	Homo sapiens	not applicable	not available	not available	A562	not applicable	not applicable	not applicable	not applicable	1	organism part	run 68	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_A562_f4_20190616130007.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_A562_f4_20190616130007.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	A562
PXD019483-Sample-9	Homo sapiens	not applicable	not available	not available	A562	not applicable	not applicable	not applicable	not applicable	1	organism part	run 69	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_A562_f5_20190616161159.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_A562_f5_20190616161159.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	A562
PXD019483-Sample-9	Homo sapiens	not applicable	not available	not available	A562	not applicable	not applicable	not applicable	not applicable	1	organism part	run 70	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_A562_f6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_A562_f6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	A562
PXD019483-Sample-9	Homo sapiens	sprout	not available	not available	A562	not applicable	not applicable	not applicable	not applicable	1	organism part	run 71	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_A562_f7_20190616223534.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_A562_f7_20190616223534.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	A562
PXD019483-Sample-9	Homo sapiens	sprout	not available	not available	A562	not applicable	not applicable	not applicable	not applicable	1	organism part	run 72	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_A562_f8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_A562_f8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	A562
PXD019483-Sample-10	Homo sapiens	sprout	not available	not available	GAMG	not applicable	not applicable	not applicable	not applicable	1	organism part	run 73	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_GAMG_f1_20190611234528.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_GAMG_f1_20190611234528.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	GAMG
PXD019483-Sample-10	Homo sapiens	sprout	not available	not available	GAMG	not applicable	not applicable	not applicable	not applicable	1	organism part	run 74	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_GAMG_f2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_GAMG_f2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	GAMG
PXD019483-Sample-10	Homo sapiens	sprout	not available	not available	GAMG	not applicable	not applicable	not applicable	not applicable	1	organism part	run 75	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_GAMG_f3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_GAMG_f3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	GAMG
PXD019483-Sample-10	Homo sapiens	sprout	not available	not available	GAMG	not applicable	not applicable	not applicable	not applicable	1	organism part	run 76	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_GAMG_f4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_GAMG_f4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	GAMG
PXD019483-Sample-10	Homo sapiens	sprout	not available	not available	GAMG	not applicable	not applicable	not applicable	not applicable	1	organism part	run 77	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_GAMG_f5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_GAMG_f5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	GAMG
PXD019483-Sample-10	Homo sapiens	sprout	not available	not available	GAMG	not applicable	not applicable	not applicable	not applicable	1	organism part	run 78	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_GAMG_f6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_GAMG_f6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	GAMG
PXD019483-Sample-10	Homo sapiens	not applicable	not available	not available	GAMG	not applicable	not applicable	not applicable	not applicable	1	organism part	run 79	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_GAMG_f7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_GAMG_f7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	GAMG
PXD019483-Sample-10	Homo sapiens	not applicable	not available	not available	GAMG	not applicable	not applicable	not applicable	not applicable	1	organism part	run 80	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_GAMG_f8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_GAMG_f8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	GAMG
PXD019483-Sample-11	Homo sapiens	not applicable	not available	not available	PC3	not applicable	not applicable	not applicable	not applicable	1	organism part	run 81	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_PC3_f1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_PC3_f1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	PC3
PXD019483-Sample-11	Homo sapiens	not applicable	not available	not available	PC3	not applicable	not applicable	not applicable	not applicable	1	organism part	run 82	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_PC3_f2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_PC3_f2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	PC3
PXD019483-Sample-11	Homo sapiens	not applicable	not available	not available	PC3	not applicable	not applicable	not applicable	not applicable	1	organism part	run 83	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_PC3_f3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_PC3_f3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	PC3
PXD019483-Sample-11	Homo sapiens	not applicable	not available	not available	PC3	not applicable	not applicable	not applicable	not applicable	1	organism part	run 84	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_PC3_f4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_PC3_f4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	PC3
PXD019483-Sample-11	Homo sapiens	not applicable	not available	not available	PC3	not applicable	not applicable	not applicable	not applicable	1	organism part	run 85	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_PC3_f5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_PC3_f5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	PC3
PXD019483-Sample-11	Homo sapiens	not applicable	not available	not available	PC3	not applicable	not applicable	not applicable	not applicable	1	organism part	run 86	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_PC3_f6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_PC3_f6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	PC3
PXD019483-Sample-11	Homo sapiens	not applicable	not available	not available	PC3	not applicable	not applicable	not applicable	not applicable	1	organism part	run 87	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_PC3_f7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_PC3_f7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	PC3
PXD019483-Sample-11	Homo sapiens	not applicable	not available	not available	PC3	not applicable	not applicable	not applicable	not applicable	1	organism part	run 88	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_PC3_f8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_PC3_f8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	PC3
PXD019483-Sample-12	Homo sapiens	not applicable	not available	not available	RKO	not applicable	not applicable	not applicable	not applicable	1	organism part	run 89	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_RKO_f1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_RKO_f1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	RKO
PXD019483-Sample-12	Homo sapiens	not applicable	not available	not available	RKO	not applicable	not applicable	not applicable	not applicable	1	organism part	run 90	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_RKO_f2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_RKO_f2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	RKO
PXD019483-Sample-12	Homo sapiens	not applicable	not available	not available	RKO	not applicable	not applicable	not applicable	not applicable	1	organism part	run 91	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_RKO_f3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_RKO_f3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	RKO
PXD019483-Sample-12	Homo sapiens	not applicable	not available	not available	RKO	not applicable	not applicable	not applicable	not applicable	1	organism part	run 92	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_RKO_f4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_RKO_f4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	RKO
PXD019483-Sample-12	Homo sapiens	not applicable	not available	not available	RKO	not applicable	not applicable	not applicable	not applicable	1	organism part	run 93	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_RKO_f5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_RKO_f5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	RKO
PXD019483-Sample-12	Homo sapiens	not applicable	not available	not available	RKO	not applicable	not applicable	not applicable	not applicable	1	organism part	run 94	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_RKO_f6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_RKO_f6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	RKO
PXD019483-Sample-12	Homo sapiens	not applicable	not available	not available	RKO	not applicable	not applicable	not applicable	not applicable	1	organism part	run 95	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_RKO_f7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_RKO_f7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	RKO
PXD019483-Sample-12	Homo sapiens	not applicable	not available	not available	RKO	not applicable	not applicable	not applicable	not applicable	1	organism part	run 96	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_RKO_f8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_RKO_f8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	RKO
PXD019483-Sample-13	Homo sapiens	not applicable	not available	not available	U205	not applicable	not applicable	not applicable	not applicable	1	organism part	run 98	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_U205_f1_20190609154946.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_U205_f1_20190609154946.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	U205
PXD019483-Sample-13	Homo sapiens	not applicable	not available	not available	U205	not applicable	not applicable	not applicable	not applicable	1	organism part	run 99	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_U205_f2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_U205_f2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	U205
PXD019483-Sample-13	Homo sapiens	not applicable	not available	not available	U205	not applicable	not applicable	not applicable	not applicable	1	organism part	run 100	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_U205_f3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_U205_f3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	U205
PXD019483-Sample-13	Homo sapiens	not applicable	not available	not available	U205	not applicable	not applicable	not applicable	not applicable	1	organism part	run 101	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_U205_f4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_U205_f4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	U205
PXD019483-Sample-13	Homo sapiens	not applicable	not available	not available	U205	not applicable	not applicable	not applicable	not applicable	1	organism part	run 102	proteomic profiling by mass spectrometry	20190607_QX6_JoMu_SA_uPac200cm_U205_f5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD019483/20190607_QX6_JoMu_SA_uPac200cm_U205_f5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	7 ppm	20 ppm	U205
