source name	characteristics[organism]	characteristics[cell line]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[enrichment process]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[cleavage agent details]	factor value[cell line]
MSV000080374-Sample-21	Homo sapiens	HCC2998	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run293	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCC2998_fr08.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCC2998_fr08.raw	1	8	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCC2998
MSV000080374-Sample-21	Homo sapiens	HCC2998	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run294	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCC2998_fr09.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCC2998_fr09.raw	1	9	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCC2998
MSV000080374-Sample-21	Homo sapiens	HCC2998	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run295	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCC2998_fr10.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCC2998_fr10.raw	1	10	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCC2998
MSV000080374-Sample-21	Homo sapiens	HCC2998	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run296	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCC2998_fr11.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCC2998_fr11.raw	1	11	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCC2998
MSV000080374-Sample-21	Homo sapiens	HCC2998	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run297	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCC2998_fr12.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCC2998_fr12.raw	1	12	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCC2998
MSV000080374-Sample-21	Homo sapiens	HCC2998	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run298	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCC2998_fr13.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCC2998_fr13.raw	1	13	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCC2998
MSV000080374-Sample-21	Homo sapiens	HCC2998	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run299	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCC2998_fr14.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCC2998_fr14.raw	1	14	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCC2998
MSV000080374-Sample-21	Homo sapiens	HCC2998	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run300	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCC2998_fr15.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCC2998_fr15.raw	1	15	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCC2998
MSV000080374-Sample-22	Homo sapiens	HCT116	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run301	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr01.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr01.raw	1	1	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT116
MSV000080374-Sample-22	Homo sapiens	HCT116	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run302	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr02.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr02.raw	1	2	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT116
MSV000080374-Sample-22	Homo sapiens	HCT116	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run303	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr03.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr03.raw	1	3	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT116
MSV000080374-Sample-22	Homo sapiens	HCT116	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run304	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr04.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr04.raw	1	4	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT116
MSV000080374-Sample-22	Homo sapiens	HCT116	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run305	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr05.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr05.raw	1	5	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT116
MSV000080374-Sample-22	Homo sapiens	HCT116	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run306	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr06.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr06.raw	1	6	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT116
MSV000080374-Sample-22	Homo sapiens	HCT116	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run307	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr07.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr07.raw	1	7	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT116
MSV000080374-Sample-22	Homo sapiens	HCT116	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run308	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr08.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr08.raw	1	8	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT116
MSV000080374-Sample-22	Homo sapiens	HCT116	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run309	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr09.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr09.raw	1	9	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT116
MSV000080374-Sample-22	Homo sapiens	HCT116	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run310	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr10.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr10.raw	1	10	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT116
MSV000080374-Sample-22	Homo sapiens	HCT116	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run311	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr11.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr11.raw	1	11	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT116
MSV000080374-Sample-22	Homo sapiens	HCT116	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run312	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr12.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr12.raw	1	12	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT116
MSV000080374-Sample-22	Homo sapiens	HCT116	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run313	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr13.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr13.raw	1	13	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT116
MSV000080374-Sample-22	Homo sapiens	HCT116	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run314	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr14.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr14.raw	1	14	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT116
MSV000080374-Sample-22	Homo sapiens	HCT116	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run315	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr15.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT116_fr15.raw	1	15	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT116
MSV000080374-Sample-23	Homo sapiens	HCT15	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run316	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr01.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr01.raw	1	1	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT15
MSV000080374-Sample-23	Homo sapiens	HCT15	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run317	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr02.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr02.raw	1	2	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT15
MSV000080374-Sample-23	Homo sapiens	HCT15	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run318	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr03.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr03.raw	1	3	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT15
MSV000080374-Sample-23	Homo sapiens	HCT15	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run319	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr04.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr04.raw	1	4	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT15
MSV000080374-Sample-23	Homo sapiens	HCT15	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run320	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr05.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr05.raw	1	5	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT15
MSV000080374-Sample-23	Homo sapiens	HCT15	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run321	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr06.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr06.raw	1	6	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT15
MSV000080374-Sample-23	Homo sapiens	HCT15	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run322	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr07.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr07.raw	1	7	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT15
MSV000080374-Sample-23	Homo sapiens	HCT15	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run323	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr08.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr08.raw	1	8	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT15
MSV000080374-Sample-23	Homo sapiens	HCT15	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run324	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr09.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr09.raw	1	9	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT15
MSV000080374-Sample-23	Homo sapiens	HCT15	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run325	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr10.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr10.raw	1	10	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT15
MSV000080374-Sample-23	Homo sapiens	HCT15	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run326	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr11.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr11.raw	1	11	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT15
MSV000080374-Sample-23	Homo sapiens	HCT15	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run327	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr12.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr12.raw	1	12	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT15
MSV000080374-Sample-23	Homo sapiens	HCT15	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run328	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr13.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr13.raw	1	13	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT15
MSV000080374-Sample-23	Homo sapiens	HCT15	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run329	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr14.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr14.raw	1	14	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT15
MSV000080374-Sample-23	Homo sapiens	HCT15	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run330	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr15.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr15.raw	1	15	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT15
MSV000080374-Sample-24	Homo sapiens	HCT8	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run331	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr01.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr01.raw	1	1	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT8
MSV000080374-Sample-24	Homo sapiens	HCT8	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run332	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr02.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr02.raw	1	2	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT8
MSV000080374-Sample-24	Homo sapiens	HCT8	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run333	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr03.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr03.raw	1	3	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT8
MSV000080374-Sample-24	Homo sapiens	HCT8	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run334	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr04.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr04.raw	1	4	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT8
MSV000080374-Sample-24	Homo sapiens	HCT8	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run335	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr05.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr05.raw	1	5	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT8
MSV000080374-Sample-24	Homo sapiens	HCT8	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run336	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr06.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr06.raw	1	6	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT8
MSV000080374-Sample-24	Homo sapiens	HCT8	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run337	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr07.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr07.raw	1	7	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT8
MSV000080374-Sample-24	Homo sapiens	HCT8	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run338	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr08.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr08.raw	1	8	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT8
MSV000080374-Sample-24	Homo sapiens	HCT8	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run339	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr09.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr09.raw	1	9	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT8
MSV000080374-Sample-24	Homo sapiens	HCT8	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run340	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr10.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr10.raw	1	10	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT8
MSV000080374-Sample-24	Homo sapiens	HCT8	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run341	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr11.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr11.raw	1	11	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT8
MSV000080374-Sample-24	Homo sapiens	HCT8	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run342	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr12.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr12.raw	1	12	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT8
MSV000080374-Sample-24	Homo sapiens	HCT8	not available	not available	cell line	not available	CRC	1	not available	not available	cell line	run343	proteomic profiling by mass spectrometry	MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr13.raw	ftp://massive.ucsd.edu/v01/MSV000080374/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr13.raw	1	13	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Trypsin;AC=MS:1001251	HCT8
