source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell line]	characteristics[cellosaurus]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[developmental stage]	characteristics[individual]	Material Type	assay name	comment[file uri]	comment[Fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	factor value[cell line]
PMID22068331-Sample-20	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	20	adult	not available	cell line	run 59	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecF_pH06.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	4	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecF_pH06.raw	HeLa
PMID22068331-Sample-20	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	20	adult	not available	cell line	run 60	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecF_pH08.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	5	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecF_pH08.raw	HeLa
PMID22068331-Sample-20	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	20	adult	not available	cell line	run 61	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecF_pH11.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	6	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecF_pH11.raw	HeLa
PMID22068331-Sample-20	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	20	adult	not available	cell line	run 62	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecF_pH11_run2.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	7	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecF_pH11_run2.raw	HeLa
PMID22068331-Sample-21	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	21	adult	not available	cell line	run 63	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecG_pH03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	1	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecG_pH03.raw	HeLa
PMID22068331-Sample-21	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	21	adult	not available	cell line	run 64	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecG_pH04.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	2	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecG_pH04.raw	HeLa
PMID22068331-Sample-21	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	21	adult	not available	cell line	run 65	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecG_pH05.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	3	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecG_pH05.raw	HeLa
PMID22068331-Sample-21	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	21	adult	not available	cell line	run 66	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecG_pH06.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	4	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecG_pH06.raw	HeLa
PMID22068331-Sample-21	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	21	adult	not available	cell line	run 67	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecG_pH08.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	5	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecG_pH08.raw	HeLa
PMID22068331-Sample-21	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	21	adult	not available	cell line	run 68	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecG_pH11.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	6	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecG_pH11.raw	HeLa
PMID22068331-Sample-22	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	22	adult	not available	cell line	run 69	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecH_pH03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	1	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecH_pH03.raw	HeLa
PMID22068331-Sample-22	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	22	adult	not available	cell line	run 70	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecH_pH04.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	2	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecH_pH04.raw	HeLa
PMID22068331-Sample-22	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	22	adult	not available	cell line	run 71	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecH_pH05.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	3	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecH_pH05.raw	
PMID22068331-Sample-22	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	22	adult	not available	cell line	run 72	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecH_pH06.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	4	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecH_pH06.raw	
PMID22068331-Sample-22	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	22	adult	not available	cell line	run 73	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecH_pH08.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	5	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecH_pH08.raw	
PMID22068331-Sample-22	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	22	adult	not available	cell line	run 74	https://www.ebi.ac.uk/pride/archive/20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecH_pH11.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Lys-C/P;AC=MS:1001310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	6	20091204_Velos1_NaNa_SA_10k_run2_Hela_LysC_SecH_pH11.raw	
