source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell line]	characteristics[cellosaurus]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[individual]	characteristics[biological replicate]	Material Type	assay name	comment[file uri]	comment[Fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	factor value[cell line]
PMID22068331-Sample-9	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	9	cell line	run 62	https://www.ebi.ac.uk/pride/archive/20091025_Velos1_NaNa_SA_10k_run2_Trypsin_SECF_SAX_pH06.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	4	20091025_Velos1_NaNa_SA_10k_run2_Trypsin_SECF_SAX_pH06.raw	HeLa
PMID22068331-Sample-9	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	9	cell line	run 63	https://www.ebi.ac.uk/pride/archive/20091025_Velos1_NaNa_SA_10k_run2_Trypsin_SECF_SAX_pH08_091116121026.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	5	20091025_Velos1_NaNa_SA_10k_run2_Trypsin_SECF_SAX_pH08_091116121026.raw	HeLa
PMID22068331-Sample-9	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	9	cell line	run 64	https://www.ebi.ac.uk/pride/archive/20091025_Velos1_NaNa_SA_10k_run2_Trypsin_SECF_SAX_pH11.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	6	20091025_Velos1_NaNa_SA_10k_run2_Trypsin_SECF_SAX_pH11.raw	HeLa
PMID22068331-Sample-9	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	9	cell line	run 58	https://www.ebi.ac.uk/pride/archive/20091025_Velos1_NaNa_SA_10k_run2_Trypsin_SECF_SAX_pH04.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	7	20091025_Velos1_NaNa_SA_10k_run2_Trypsin_SECF_SAX_pH04.raw	HeLa
PMID22068331-Sample-9	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	9	cell line	run 59	https://www.ebi.ac.uk/pride/archive/20091025_Velos1_NaNa_SA_10k_run2_Trypsin_SECF_SAX_pH05_091116014658.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	8	20091025_Velos1_NaNa_SA_10k_run2_Trypsin_SECF_SAX_pH05_091116014658.raw	HeLa
PMID22068331-Sample-9	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	9	cell line	run 61	https://www.ebi.ac.uk/pride/archive/20091025_Velos1_NaNa_SA_10k_run2_Trypsin_SECF_SAX_pH06_091116065850.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	9	20091025_Velos1_NaNa_SA_10k_run2_Trypsin_SECF_SAX_pH06_091116065850.raw	HeLa
PMID22068331-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	10	cell line	run 66	https://www.ebi.ac.uk/pride/archive/20091123_Velos1_NaNa_SA_10k_run2_Trypsin_SECG_SAX_pH03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	1	20091123_Velos1_NaNa_SA_10k_run2_Trypsin_SECG_SAX_pH03.raw	HeLa
PMID22068331-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	10	cell line	run 67	https://www.ebi.ac.uk/pride/archive/20091123_Velos1_NaNa_SA_10k_run2_Trypsin_SECG_SAX_pH04.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	2	20091123_Velos1_NaNa_SA_10k_run2_Trypsin_SECG_SAX_pH04.raw	HeLa
PMID22068331-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	10	cell line	run 68	https://www.ebi.ac.uk/pride/archive/20091123_Velos1_NaNa_SA_10k_run2_Trypsin_SECG_SAX_pH05.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	3	20091123_Velos1_NaNa_SA_10k_run2_Trypsin_SECG_SAX_pH05.raw	HeLa
PMID22068331-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	10	cell line	run 69	https://www.ebi.ac.uk/pride/archive/20091123_Velos1_NaNa_SA_10k_run2_Trypsin_SECG_SAX_pH06.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	4	20091123_Velos1_NaNa_SA_10k_run2_Trypsin_SECG_SAX_pH06.raw	HeLa
PMID22068331-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	10	cell line	run 70	https://www.ebi.ac.uk/pride/archive/20091123_Velos1_NaNa_SA_10k_run2_Trypsin_SECG_SAX_pH08.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	5	20091123_Velos1_NaNa_SA_10k_run2_Trypsin_SECG_SAX_pH08.raw	HeLa
PMID22068331-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	10	cell line	run 71	https://www.ebi.ac.uk/pride/archive/20091123_Velos1_NaNa_SA_10k_run2_Trypsin_SECG_SAX_pH11.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	6	20091123_Velos1_NaNa_SA_10k_run2_Trypsin_SECG_SAX_pH11.raw	HeLa
PMID22068331-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	10	cell line	run 65	https://www.ebi.ac.uk/pride/archive/20091123_Velos1_NaNa_SA_10k_run2_Trypsin_SECG_SAX_pH03_091124110730.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable	AC=MS:1002038;NT=label free sample	30 ppm	30 ppm	1	7	20091123_Velos1_NaNa_SA_10k_run2_Trypsin_SECG_SAX_pH03_091124110730.raw	HeLa
