source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[biological replicate]	Material Type	assay name	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD036643-Sample-5	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HepG2.2.15	not available	1	cell	run 76	AC=MS:1002038;NT=label free sample	HepG2215_R1_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2215_R1_F4.raw	1	4	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2.2.15
PXD036643-Sample-5	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HepG2.2.15	not available	1	cell	run 77	AC=MS:1002038;NT=label free sample	HepG2215_R1_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2215_R1_F5.raw	1	5	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2.2.15
PXD036643-Sample-5	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HepG2.2.15	not available	1	cell	run 78	AC=MS:1002038;NT=label free sample	HepG2215_R1_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2215_R1_F6.raw	1	6	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2.2.15
PXD036643-Sample-5	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HepG2.2.15	not available	1	cell	run 79	AC=MS:1002038;NT=label free sample	HepG2215_R2_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2215_R2_F1.raw	2	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2.2.15
PXD036643-Sample-5	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HepG2.2.15	not available	1	cell	run 80	AC=MS:1002038;NT=label free sample	HepG2215_R2_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2215_R2_F2.raw	2	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2.2.15
PXD036643-Sample-5	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HepG2.2.15	not available	1	cell	run 81	AC=MS:1002038;NT=label free sample	HepG2215_R2_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2215_R2_F3.raw	2	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2.2.15
PXD036643-Sample-5	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HepG2.2.15	not available	1	cell	run 82	AC=MS:1002038;NT=label free sample	HepG2215_R2_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2215_R2_F4.raw	2	4	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2.2.15
PXD036643-Sample-5	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HepG2.2.15	not available	1	cell	run 83	AC=MS:1002038;NT=label free sample	HepG2215_R2_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2215_R2_F5.raw	2	5	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2.2.15
PXD036643-Sample-5	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HepG2.2.15	not available	1	cell	run 84	AC=MS:1002038;NT=label free sample	HepG2215_R2_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2215_R2_F6.raw	2	6	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2.2.15
PXD036643-Sample-5	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HepG2.2.15	not available	1	cell	run 85	AC=MS:1002038;NT=label free sample	HepG2215_R3_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2215_R3_F1.raw	3	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2.2.15
PXD036643-Sample-5	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HepG2.2.15	not available	1	cell	run 86	AC=MS:1002038;NT=label free sample	HepG2215_R3_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2215_R3_F2.raw	3	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2.2.15
PXD036643-Sample-5	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HepG2.2.15	not available	1	cell	run 87	AC=MS:1002038;NT=label free sample	HepG2215_R3_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2215_R3_F3.raw	3	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2.2.15
PXD036643-Sample-5	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HepG2.2.15	not available	1	cell	run 88	AC=MS:1002038;NT=label free sample	HepG2215_R3_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2215_R3_F4.raw	3	4	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2.2.15
PXD036643-Sample-5	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HepG2.2.15	not available	1	cell	run 89	AC=MS:1002038;NT=label free sample	HepG2215_R3_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2215_R3_F5.raw	3	5	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2.2.15
PXD036643-Sample-5	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	HepG2.2.15	not available	1	cell	run 90	AC=MS:1002038;NT=label free sample	HepG2215_R3_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2215_R3_F6.raw	3	6	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2.2.15
PXD036643-Sample-6	Homo sapiens	Liver	hepatocellular carcinoma	White	15Y	not available	Male	HepG2	epithelial-like	1	cell	run 91	AC=MS:1002038;NT=label free sample	HepG2_R1_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2_R1_F1.raw	1	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2
PXD036643-Sample-6	Homo sapiens	Liver	hepatocellular carcinoma	White	15Y	not available	Male	HepG2	epithelial-like	1	cell	run 92	AC=MS:1002038;NT=label free sample	HepG2_R1_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2_R1_F2.raw	1	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2
PXD036643-Sample-6	Homo sapiens	Liver	hepatocellular carcinoma	White	15Y	not available	Male	HepG2	epithelial-like	1	cell	run 93	AC=MS:1002038;NT=label free sample	HepG2_R1_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2_R1_F3.raw	1	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2
PXD036643-Sample-6	Homo sapiens	Liver	hepatocellular carcinoma	White	15Y	not available	Male	HepG2	epithelial-like	1	cell	run 94	AC=MS:1002038;NT=label free sample	HepG2_R1_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2_R1_F4.raw	1	4	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2
PXD036643-Sample-6	Homo sapiens	Liver	hepatocellular carcinoma	White	15Y	not available	Male	HepG2	epithelial-like	1	cell	run 95	AC=MS:1002038;NT=label free sample	HepG2_R1_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2_R1_F5.raw	1	5	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2
PXD036643-Sample-6	Homo sapiens	Liver	hepatocellular carcinoma	White	15Y	not available	Male	HepG2	epithelial-like	1	cell	run 96	AC=MS:1002038;NT=label free sample	HepG2_R1_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2_R1_F6.raw	1	6	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2
PXD036643-Sample-6	Homo sapiens	Liver	hepatocellular carcinoma	White	15Y	not available	Male	HepG2	epithelial-like	1	cell	run 97	AC=MS:1002038;NT=label free sample	HepG2_R2_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2_R2_F1.raw	2	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2
PXD036643-Sample-6	Homo sapiens	Liver	hepatocellular carcinoma	White	15Y	not available	Male	HepG2	epithelial-like	1	cell	run 98	AC=MS:1002038;NT=label free sample	HepG2_R2_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2_R2_F2.raw	2	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2
PXD036643-Sample-6	Homo sapiens	Liver	hepatocellular carcinoma	White	15Y	not available	Male	HepG2	epithelial-like	1	cell	run 99	AC=MS:1002038;NT=label free sample	HepG2_R2_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2_R2_F3.raw	2	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2
PXD036643-Sample-6	Homo sapiens	Liver	hepatocellular carcinoma	White	15Y	not available	Male	HepG2	epithelial-like	1	cell	run 100	AC=MS:1002038;NT=label free sample	HepG2_R2_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2_R2_F4.raw	2	4	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2
PXD036643-Sample-6	Homo sapiens	Liver	hepatocellular carcinoma	White	15Y	not available	Male	HepG2	epithelial-like	1	cell	run 101	AC=MS:1002038;NT=label free sample	HepG2_R2_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2_R2_F5.raw	2	5	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2
PXD036643-Sample-6	Homo sapiens	Liver	hepatocellular carcinoma	White	15Y	not available	Male	HepG2	epithelial-like	1	cell	run 102	AC=MS:1002038;NT=label free sample	HepG2_R2_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2_R2_F6.raw	2	6	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2
PXD036643-Sample-6	Homo sapiens	Liver	hepatocellular carcinoma	White	15Y	not available	Male	HepG2	epithelial-like	1	cell	run 103	AC=MS:1002038;NT=label free sample	HepG2_R3_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2_R3_F1.raw	3	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2
PXD036643-Sample-6	Homo sapiens	Liver	hepatocellular carcinoma	White	15Y	not available	Male	HepG2	epithelial-like	1	cell	run 104	AC=MS:1002038;NT=label free sample	HepG2_R3_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2_R3_F2.raw	3	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2
PXD036643-Sample-6	Homo sapiens	Liver	hepatocellular carcinoma	White	15Y	not available	Male	HepG2	epithelial-like	1	cell	run 105	AC=MS:1002038;NT=label free sample	HepG2_R3_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2_R3_F3.raw	3	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2
PXD036643-Sample-6	Homo sapiens	Liver	hepatocellular carcinoma	White	15Y	not available	Male	HepG2	epithelial-like	1	cell	run 106	AC=MS:1002038;NT=label free sample	HepG2_R3_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2_R3_F4.raw	3	4	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2
PXD036643-Sample-6	Homo sapiens	Liver	hepatocellular carcinoma	White	15Y	not available	Male	HepG2	epithelial-like	1	cell	run 107	AC=MS:1002038;NT=label free sample	HepG2_R3_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2_R3_F5.raw	3	5	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2
PXD036643-Sample-6	Homo sapiens	Liver	hepatocellular carcinoma	White	15Y	not available	Male	HepG2	epithelial-like	1	cell	run 108	AC=MS:1002038;NT=label free sample	HepG2_R3_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/HepG2_R3_F6.raw	3	6	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	HepG2
PXD036643-Sample-7	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97H	not available	1	cell	run 109	AC=MS:1002038;NT=label free sample	MHCC97H_R1_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97H_R1_F1.raw	1	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97H
PXD036643-Sample-7	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97H	not available	1	cell	run 110	AC=MS:1002038;NT=label free sample	MHCC97H_R1_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97H_R1_F2.raw	1	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97H
PXD036643-Sample-7	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97H	not available	1	cell	run 111	AC=MS:1002038;NT=label free sample	MHCC97H_R1_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97H_R1_F3.raw	1	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97H
PXD036643-Sample-7	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97H	not available	1	cell	run 112	AC=MS:1002038;NT=label free sample	MHCC97H_R1_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97H_R1_F4.raw	1	4	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97H
PXD036643-Sample-7	Homo sapiens	Liver	hepatocellular carcinoma	not available	not available	not available	not available	MHCC97H	not available	1	cell	run 113	AC=MS:1002038;NT=label free sample	MHCC97H_R1_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD036643/MHCC97H_R1_F5.raw	1	5	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	35% NCE	20 ppm	20 ppm	MHCC97H
